alloc,,robots,,perm,,reason,,time
1,,[r2, r3, r4, r5, r1],,[586, 2, 2, 2, 5],,noPlanSynthesised,,15594
1,,[r2, r3, r4, r5, r1],,[213, 3, 2, 1, 3],,noPlanSynthesised,,18982
1,,[r2, r3, r4, r5, r1],,[83, 6, 1, 2, 1],,noPlanSynthesised,,19059
1,,[r2, r3, r4, r5, r1],,[693, 3, 2, 1, 3],,noPlanSynthesised,,19125
1,,[r2, r3, r4, r5, r1],,[257, 4, 1, 2, 2],,noPlanSynthesised,,19212
1,,[r2, r3, r4, r5, r1],,[637, 1, 2, 2, 3],,noPlanSynthesised,,19319
1,,[r2, r3, r4, r5, r1],,[177, 6, 2, 1, 6],,noPlanSynthesised,,19422
1,,[r2, r3, r4, r5, r1],,[558, 4, 2, 1, 6],,noPlanSynthesised,,19545
1,,[r2, r3, r4, r5, r1],,[134, 2, 1, 2, 4],,noPlanSynthesised,,19656
1,,[r2, r3, r4, r5, r1],,[429, 4, 1, 2, 5],,noPlanSynthesised,,19754
1,,[r2, r3, r4, r5, r1],,[631, 6, 2, 1, 3],,noPlanSynthesised,,20146
1,,[r2, r3, r4, r5, r1],,[497, 5, 1, 1, 3],,noPlanSynthesised,,20269
1,,[r2, r3, r4, r5, r1],,[622, 4, 1, 2, 2],,noPlanSynthesised,,20354
1,,[r2, r3, r4, r5, r1],,[21, 2, 2, 2, 6],,noPlanSynthesised,,20442
1,,[r2, r3, r4, r5, r1],,[536, 6, 1, 1, 3],,noPlanSynthesised,,20609
1,,[r2, r3, r4, r5, r1],,[591, 4, 2, 2, 2],,noPlanSynthesised,,20701
1,,[r2, r3, r4, r5, r1],,[413, 1, 1, 1, 1],,noPlanSynthesised,,20792
1,,[r2, r3, r4, r5, r1],,[41, 6, 2, 1, 6],,noPlanSynthesised,,20901
1,,[r2, r3, r4, r5, r1],,[687, 6, 1, 2, 2],,noPlanSynthesised,,21043
1,,[r2, r3, r4, r5, r1],,[375, 1, 2, 2, 5],,noPlanSynthesised,,21184
1,,[r2, r3, r4, r5, r1],,[449, 1, 1, 1, 4],,noPlanSynthesised,,21334
1,,[r2, r3, r4, r5, r1],,[575, 2, 2, 2, 4],,noPlanSynthesised,,21395
1,,[r2, r3, r4, r5, r1],,[578, 4, 2, 2, 1],,noPlanSynthesised,,21478
1,,[r2, r3, r4, r5, r1],,[17, 5, 1, 1, 5],,noPlanSynthesised,,21544
1,,[r2, r3, r4, r5, r1],,[44, 4, 1, 1, 1],,noPlanSynthesised,,21621
1,,[r2, r3, r4, r5, r1],,[179, 4, 1, 1, 5],,noPlanSynthesised,,21678
1,,[r2, r3, r4, r5, r1],,[294, 3, 2, 2, 4],,noPlanSynthesised,,22189
1,,[r2, r3, r4, r5, r1],,[221, 4, 1, 2, 4],,noPlanSynthesised,,22253
1,,[r2, r3, r4, r5, r1],,[550, 6, 2, 2, 5],,noPlanSynthesised,,22309
1,,[r2, r3, r4, r5, r1],,[147, 2, 1, 1, 4],,noPlanSynthesised,,22346
1,,[r2, r3, r4, r5, r1],,[61, 4, 1, 2, 4],,noPlanSynthesised,,22468
1,,[r2, r3, r4, r5, r1],,[699, 5, 1, 1, 4],,noPlanSynthesised,,22574
1,,[r2, r3, r4, r5, r1],,[630, 2, 1, 2, 6],,noPlanSynthesised,,22867
1,,[r2, r3, r4, r5, r1],,[227, 1, 1, 2, 1],,noPlanSynthesised,,22941
1,,[r2, r3, r4, r5, r1],,[97, 5, 2, 1, 1],,noPlanSynthesised,,23066
1,,[r2, r3, r4, r5, r1],,[272, 4, 2, 1, 2],,noPlanSynthesised,,23160
1,,[r2, r3, r4, r5, r1],,[215, 5, 1, 2, 3],,noPlanSynthesised,,23258
1,,[r2, r3, r4, r5, r1],,[359, 4, 1, 1, 5],,noPlanSynthesised,,23353
1,,[r2, r3, r4, r5, r1],,[270, 4, 1, 2, 4],,noPlanSynthesised,,23501
1,,[r2, r3, r4, r5, r1],,[333, 5, 2, 1, 3],,noPlanSynthesised,,23599
1,,[r2, r3, r4, r5, r1],,[560, 4, 2, 2, 6],,noPlanSynthesised,,23702
1,,[r2, r3, r4, r5, r1],,[601, 4, 2, 2, 6],,noPlanSynthesised,,23973
1,,[r2, r3, r4, r5, r1],,[75, 3, 1, 1, 1],,noPlanSynthesised,,24074
1,,[r2, r3, r4, r5, r1],,[431, 4, 2, 2, 1],,noPlanSynthesised,,24148
1,,[r2, r3, r4, r5, r1],,[674, 3, 2, 1, 5],,noPlanSynthesised,,24259
1,,[r2, r3, r4, r5, r1],,[71, 2, 2, 1, 2],,noPlanSynthesised,,24359
1,,[r2, r3, r4, r5, r1],,[658, 1, 1, 1, 1],,noPlanSynthesised,,24425
1,,[r2, r3, r4, r5, r1],,[590, 3, 2, 2, 2],,noPlanSynthesised,,24504
1,,[r2, r3, r4, r5, r1],,[34, 6, 1, 2, 6],,noPlanSynthesised,,24629
1,,[r2, r3, r4, r5, r1],,[476, 4, 2, 2, 3],,noPlanSynthesised,,25185
1,,[r2, r3, r4, r5, r1],,[365, 6, 2, 1, 3],,noPlanSynthesised,,25272
1,,[r2, r3, r4, r5, r1],,[69, 1, 2, 2, 2],,noPlanSynthesised,,25383
1,,[r2, r3, r4, r5, r1],,[565, 2, 2, 2, 1],,noPlanSynthesised,,25504
1,,[r2, r3, r4, r5, r1],,[185, 2, 2, 2, 4],,noPlanSynthesised,,25578
1,,[r2, r3, r4, r5, r1],,[275, 2, 2, 2, 1],,noPlanSynthesised,,25640
1,,[r2, r3, r4, r5, r1],,[28, 3, 1, 2, 3],,noPlanSynthesised,,25726
1,,[r2, r3, r4, r5, r1],,[326, 1, 2, 2, 5],,noPlanSynthesised,,26235
1,,[r2, r3, r4, r5, r1],,[75, 2, 1, 1, 2],,noPlanSynthesised,,26363
1,,[r2, r3, r4, r5, r1],,[629, 4, 2, 1, 2],,noPlanSynthesised,,26466
1,,[r2, r3, r4, r5, r1],,[582, 3, 1, 2, 4],,noPlanSynthesised,,26573
1,,[r2, r3, r4, r5, r1],,[587, 3, 2, 2, 5],,noPlanSynthesised,,26653
1,,[r2, r3, r4, r5, r1],,[611, 6, 2, 1, 4],,noPlanSynthesised,,26741
1,,[r2, r3, r4, r5, r1],,[61, 1, 2, 1, 6],,noPlanSynthesised,,26987
1,,[r2, r3, r4, r5, r1],,[98, 4, 2, 2, 5],,noPlanSynthesised,,27106
1,,[r2, r3, r4, r5, r1],,[531, 3, 1, 1, 2],,noPlanSynthesised,,27220
1,,[r2, r3, r4, r5, r1],,[36, 3, 2, 2, 2],,noPlanSynthesised,,27317
1,,[r2, r3, r4, r5, r1],,[603, 2, 1, 2, 6],,noPlanSynthesised,,27416
1,,[r2, r3, r4, r5, r1],,[103, 2, 1, 1, 5],,noPlanSynthesised,,27516
1,,[r2, r3, r4, r5, r1],,[495, 3, 1, 2, 5],,noPlanSynthesised,,27579
1,,[r2, r3, r4, r5, r1],,[483, 2, 1, 2, 5],,noPlanSynthesised,,27664
1,,[r2, r3, r4, r5, r1],,[37, 4, 1, 2, 6],,noPlanSynthesised,,27780
1,,[r2, r3, r4, r5, r1],,[405, 2, 2, 1, 3],,noPlanSynthesised,,28506
1,,[r2, r3, r4, r5, r1],,[609, 6, 2, 2, 1],,noPlanSynthesised,,28592
1,,[r2, r3, r4, r5, r1],,[238, 2, 2, 1, 6],,noPlanSynthesised,,28691
1,,[r2, r3, r4, r5, r1],,[257, 2, 1, 2, 4],,noPlanSynthesised,,28801
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 2, 12756],,noPlanSynthesised,,29221
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 1, 31467],,noPlanSynthesised,,29240
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 1, 34557],,noPlanSynthesised,,29282
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 2, 24824],,noPlanSynthesised,,29314
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 2, 14166],,noPlanSynthesised,,29333
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 2, 11866],,noPlanSynthesised,,29445
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 2, 11752],,noPlanSynthesised,,29502
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 2, 3470],,noPlanSynthesised,,29564
2,,[r2, r3, r4, r5, r1],,[1, 5, 1, 1, 24744],,noPlanSynthesised,,29607
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 1, 38220],,noPlanSynthesised,,29643
2,,[r2, r3, r4, r5, r1],,[1, 6, 2, 2, 31309],,noPlanSynthesised,,29675
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 2, 37674],,noPlanSynthesised,,29696
2,,[r2, r3, r4, r5, r1],,[1, 1, 1, 2, 3642],,noPlanSynthesised,,29751
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 1, 18060],,noPlanSynthesised,,29771
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 2, 13082],,noPlanSynthesised,,29807
2,,[r2, r3, r4, r5, r1],,[1, 5, 1, 2, 12191],,noPlanSynthesised,,29848
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 1, 39649],,noPlanSynthesised,,30023
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 2, 36184],,noPlanSynthesised,,30077
2,,[r2, r3, r4, r5, r1],,[1, 5, 2, 2, 31355],,noPlanSynthesised,,30113
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 1, 18027],,noPlanSynthesised,,30130
2,,[r2, r3, r4, r5, r1],,[1, 1, 1, 1, 31023],,noPlanSynthesised,,30145
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 1, 16482],,noPlanSynthesised,,30207
2,,[r2, r3, r4, r5, r1],,[1, 2, 2, 2, 25403],,noPlanSynthesised,,30248
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 1, 11800],,noPlanSynthesised,,30380
2,,[r2, r3, r4, r5, r1],,[1, 3, 2, 2, 20835],,noPlanSynthesised,,30412
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 1, 13696],,noPlanSynthesised,,30468
2,,[r2, r3, r4, r5, r1],,[1, 6, 2, 2, 19401],,noPlanSynthesised,,30539
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 2, 4787],,noPlanSynthesised,,30584
2,,[r2, r3, r4, r5, r1],,[1, 3, 2, 1, 32506],,noPlanSynthesised,,30625
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 2, 33397],,noPlanSynthesised,,30669
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 1, 8404],,noPlanSynthesised,,30711
2,,[r2, r3, r4, r5, r1],,[1, 3, 2, 2, 25958],,noPlanSynthesised,,30731
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 1, 14945],,noPlanSynthesised,,30762
2,,[r2, r3, r4, r5, r1],,[1, 5, 2, 2, 9431],,noPlanSynthesised,,30818
2,,[r2, r3, r4, r5, r1],,[1, 5, 2, 1, 18452],,noPlanSynthesised,,30874
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 2, 33841],,noPlanSynthesised,,30945
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 2, 8776],,noPlanSynthesised,,31002
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 1, 21152],,noPlanSynthesised,,31047
2,,[r2, r3, r4, r5, r1],,[1, 2, 2, 1, 21798],,noPlanSynthesised,,31092
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 1, 39110],,noPlanSynthesised,,31127
2,,[r2, r3, r4, r5, r1],,[1, 2, 2, 2, 39956],,noPlanSynthesised,,31168
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 2, 30417],,noPlanSynthesised,,31296
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 2, 7571],,noPlanSynthesised,,31356
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 2, 29186],,noPlanSynthesised,,31401
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 2, 34033],,noPlanSynthesised,,31458
2,,[r2, r3, r4, r5, r1],,[1, 2, 2, 2, 5441],,noPlanSynthesised,,31506
2,,[r2, r3, r4, r5, r1],,[1, 1, 1, 1, 33646],,noPlanSynthesised,,31572
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 1, 9224],,noPlanSynthesised,,31642
2,,[r2, r3, r4, r5, r1],,[1, 5, 1, 1, 13441],,noPlanSynthesised,,31792
2,,[r2, r3, r4, r5, r1],,[1, 5, 1, 2, 33285],,noPlanSynthesised,,31843
2,,[r2, r3, r4, r5, r1],,[1, 6, 2, 1, 28183],,noPlanSynthesised,,31887
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 1, 38392],,noPlanSynthesised,,31943
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 1, 35125],,noPlanSynthesised,,31967
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 2, 34040],,noPlanSynthesised,,32018
2,,[r2, r3, r4, r5, r1],,[1, 1, 1, 2, 14881],,noPlanSynthesised,,32077
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 1, 21966],,noPlanSynthesised,,32124
2,,[r2, r3, r4, r5, r1],,[1, 5, 1, 1, 16567],,noPlanSynthesised,,32178
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 1, 36713],,noPlanSynthesised,,32253
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 2, 10316],,noPlanSynthesised,,32328
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 1, 18262],,noPlanSynthesised,,32367
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 1, 1410],,noPlanSynthesised,,32408
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 1, 14821],,noPlanSynthesised,,32457
2,,[r2, r3, r4, r5, r1],,[1, 2, 2, 2, 9648],,noPlanSynthesised,,32492
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 1, 2507],,noPlanSynthesised,,32512
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 2, 14479],,noPlanSynthesised,,32537
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 2, 8602],,noPlanSynthesised,,32557
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 1, 39415],,noPlanSynthesised,,32584
2,,[r2, r3, r4, r5, r1],,[1, 1, 1, 1, 3472],,noPlanSynthesised,,32619
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 2, 24491],,noPlanSynthesised,,32661
2,,[r2, r3, r4, r5, r1],,[1, 3, 2, 2, 21227],,noPlanSynthesised,,32690
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 2, 28740],,noPlanSynthesised,,32710
2,,[r2, r3, r4, r5, r1],,[1, 5, 2, 1, 21254],,noPlanSynthesised,,32734
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 1, 18666],,noPlanSynthesised,,32762
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 1, 33171],,noPlanSynthesised,,32792
2,,[r2, r3, r4, r5, r1],,[1, 2, 2, 1, 3894],,noPlanSynthesised,,32823
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 2, 24205],,noPlanSynthesised,,32847
2,,[r2, r3, r4, r5, r1],,[1, 3, 2, 1, 12722],,noPlanSynthesised,,32878
2,,[r2, r3, r4, r5, r1],,[1, 5, 2, 1, 17393],,noPlanSynthesised,,32932
2,,[r2, r3, r4, r5, r1],,[1, 4, 1, 2, 30723],,noPlanSynthesised,,32967
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 2, 10390],,noPlanSynthesised,,33024
2,,[r2, r3, r4, r5, r1],,[1, 3, 2, 2, 12277],,noPlanSynthesised,,33068
2,,[r2, r3, r4, r5, r1],,[1, 2, 2, 1, 6899],,noPlanSynthesised,,33088
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 1, 18754],,noPlanSynthesised,,33118
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 1, 40293],,noPlanSynthesised,,33135
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 2, 37119],,noPlanSynthesised,,33170
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 1, 39069],,noPlanSynthesised,,33210
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 1, 25417],,noPlanSynthesised,,33262
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 2, 24549],,noPlanSynthesised,,33302
2,,[r2, r3, r4, r5, r1],,[1, 3, 1, 1, 8936],,noPlanSynthesised,,33348
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 1, 9657],,noPlanSynthesised,,33390
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 2, 1199],,noPlanSynthesised,,33411
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 2, 28965],,noPlanSynthesised,,33446
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 1, 166],,noPlanSynthesised,,33485
2,,[r2, r3, r4, r5, r1],,[1, 1, 2, 2, 17433],,noPlanSynthesised,,33519
2,,[r2, r3, r4, r5, r1],,[1, 6, 1, 2, 35055],,noPlanSynthesised,,33560
2,,[r2, r3, r4, r5, r1],,[1, 1, 1, 1, 34928],,noPlanSynthesised,,33591
2,,[r2, r3, r4, r5, r1],,[1, 3, 2, 2, 30657],,noPlanSynthesised,,33631
2,,[r2, r3, r4, r5, r1],,[1, 4, 2, 2, 14472],,noPlanSynthesised,,33664
2,,[r2, r3, r4, r5, r1],,[1, 2, 1, 2, 7978],,noPlanSynthesised,,33709
2,,[r2, r3, r4, r5, r1],,[1, 1, 1, 2, 13832],,noPlanSynthesised,,33777
3,,[r2, r3, r4, r5],,[3149, 79, 2, 1],,noPlanSynthesised,,33910
3,,[r2, r3, r4, r5],,[596, 37, 1, 2],,noPlanSynthesised,,34002
3,,[r2, r3, r4, r5],,[4666, 64, 1, 2],,noPlanSynthesised,,34055
3,,[r2, r3, r4, r5],,[1709, 95, 2, 2],,noPlanSynthesised,,34129
3,,[r2, r3, r4, r5],,[4323, 98, 2, 2],,noPlanSynthesised,,34177
3,,[r2, r3, r4, r5],,[2202, 30, 2, 1],,noPlanSynthesised,,34240
3,,[r2, r3, r4, r5],,[109, 31, 2, 2],,noPlanSynthesised,,34275
3,,[r2, r3, r4, r5],,[3696, 93, 2, 1],,noPlanSynthesised,,34356
3,,[r2, r3, r4, r5],,[2937, 41, 2, 1],,noPlanSynthesised,,34423
3,,[r2, r3, r4, r5],,[2635, 9, 2, 2],,noPlanSynthesised,,34471
3,,[r2, r3, r4, r5],,[2048, 119, 1, 1],,noPlanSynthesised,,34507
3,,[r2, r3, r4, r5],,[2498, 96, 2, 2],,noPlanSynthesised,,34560
3,,[r2, r3, r4, r5],,[2390, 120, 1, 2],,noPlanSynthesised,,34602
3,,[r2, r3, r4, r5],,[4901, 42, 1, 2],,noPlanSynthesised,,34693
3,,[r2, r3, r4, r5],,[2408, 29, 1, 2],,noPlanSynthesised,,34756
3,,[r2, r3, r4, r5],,[880, 83, 1, 2],,noPlanSynthesised,,34803
3,,[r2, r3, r4, r5],,[3968, 83, 1, 1],,noPlanSynthesised,,34833
3,,[r2, r3, r4, r5],,[1815, 118, 1, 1],,noPlanSynthesised,,34886
3,,[r2, r3, r4, r5],,[1694, 86, 1, 1],,noPlanSynthesised,,35007
3,,[r2, r3, r4, r5],,[1850, 99, 2, 2],,noPlanSynthesised,,35082
3,,[r2, r3, r4, r5],,[1406, 79, 1, 1],,noPlanSynthesised,,35117
3,,[r2, r3, r4, r5],,[3824, 73, 1, 1],,noPlanSynthesised,,35185
3,,[r2, r3, r4, r5],,[2374, 31, 2, 1],,noPlanSynthesised,,35248
3,,[r2, r3, r4, r5],,[3789, 28, 1, 2],,noPlanSynthesised,,35339
3,,[r2, r3, r4, r5],,[1318, 9, 2, 2],,noPlanSynthesised,,35430
3,,[r2, r3, r4, r5],,[4829, 48, 1, 2],,noPlanSynthesised,,35489
3,,[r2, r3, r4, r5],,[935, 3, 2, 1],,noPlanSynthesised,,35534
3,,[r2, r3, r4, r5],,[4344, 83, 1, 1],,noPlanSynthesised,,35574
3,,[r2, r3, r4, r5],,[4687, 29, 2, 1],,noPlanSynthesised,,35599
3,,[r2, r3, r4, r5],,[2270, 30, 1, 1],,noPlanSynthesised,,35671
3,,[r2, r3, r4, r5],,[1193, 23, 1, 2],,noPlanSynthesised,,35731
3,,[r2, r3, r4, r5],,[3530, 84, 2, 1],,noPlanSynthesised,,35839
3,,[r2, r3, r4, r5],,[415, 23, 2, 1],,noPlanSynthesised,,35886
3,,[r2, r3, r4, r5],,[3105, 26, 2, 1],,noPlanSynthesised,,35923
3,,[r2, r3, r4, r5],,[3810, 89, 2, 2],,noPlanSynthesised,,35962
3,,[r2, r3, r4, r5],,[4834, 93, 2, 2],,noPlanSynthesised,,35994
3,,[r2, r3, r4, r5],,[3101, 100, 1, 2],,noPlanSynthesised,,36084
3,,[r2, r3, r4, r5],,[1364, 30, 1, 2],,noPlanSynthesised,,36176
3,,[r2, r3, r4, r5],,[119, 83, 1, 2],,noPlanSynthesised,,36229
3,,[r2, r3, r4, r5],,[2284, 104, 2, 1],,noPlanSynthesised,,36268
3,,[r2, r3, r4, r5],,[1039, 81, 1, 2],,noPlanSynthesised,,36307
3,,[r2, r3, r4, r5],,[358, 8, 2, 2],,noPlanSynthesised,,36355
3,,[r2, r3, r4, r5],,[5008, 27, 1, 2],,noPlanSynthesised,,36386
3,,[r2, r3, r4, r5],,[2873, 84, 1, 2],,noPlanSynthesised,,36410
3,,[r2, r3, r4, r5],,[860, 50, 2, 2],,noPlanSynthesised,,36445
3,,[r2, r3, r4, r5],,[2358, 28, 2, 2],,noPlanSynthesised,,36556
3,,[r2, r3, r4, r5],,[643, 94, 1, 1],,noPlanSynthesised,,36611
3,,[r2, r3, r4, r5],,[3703, 44, 1, 1],,noPlanSynthesised,,36654
3,,[r2, r3, r4, r5],,[491, 67, 2, 1],,noPlanSynthesised,,36689
3,,[r2, r3, r4, r5],,[2673, 23, 2, 2],,noPlanSynthesised,,36717
3,,[r2, r3, r4, r5],,[3926, 87, 2, 1],,noPlanSynthesised,,36784
3,,[r2, r3, r4, r5],,[2532, 117, 2, 2],,noPlanSynthesised,,36819
3,,[r2, r3, r4, r5],,[1313, 105, 1, 2],,noPlanSynthesised,,36850
3,,[r2, r3, r4, r5],,[3959, 61, 1, 1],,noPlanSynthesised,,36873
3,,[r2, r3, r4, r5],,[2257, 19, 1, 2],,noPlanSynthesised,,36898
3,,[r2, r3, r4, r5],,[4862, 19, 2, 1],,noPlanSynthesised,,36912
3,,[r2, r3, r4, r5],,[1893, 89, 1, 2],,noPlanSynthesised,,36937
3,,[r2, r3, r4, r5],,[902, 3, 1, 1],,noPlanSynthesised,,36961
3,,[r2, r3, r4, r5],,[4153, 40, 2, 1],,noPlanSynthesised,,37032
3,,[r2, r3, r4, r5],,[2373, 107, 2, 2],,noPlanSynthesised,,37106
3,,[r2, r3, r4, r5],,[3199, 95, 1, 1],,noPlanSynthesised,,37202
3,,[r2, r3, r4, r5],,[4652, 13, 1, 1],,noPlanSynthesised,,37253
3,,[r2, r3, r4, r5],,[2981, 16, 1, 1],,noPlanSynthesised,,37294
3,,[r2, r3, r4, r5],,[1575, 66, 1, 2],,noPlanSynthesised,,37352
3,,[r2, r3, r4, r5],,[3139, 31, 2, 1],,noPlanSynthesised,,37392
3,,[r2, r3, r4, r5],,[376, 23, 1, 1],,noPlanSynthesised,,37431
3,,[r2, r3, r4, r5],,[2347, 113, 2, 1],,noPlanSynthesised,,37506
3,,[r2, r3, r4, r5],,[929, 51, 2, 1],,noPlanSynthesised,,37554
3,,[r2, r3, r4, r5],,[1497, 94, 2, 1],,noPlanSynthesised,,37630
3,,[r2, r3, r4, r5],,[1065, 70, 1, 1],,noPlanSynthesised,,37693
3,,[r2, r3, r4, r5],,[2899, 88, 1, 2],,noPlanSynthesised,,37756
3,,[r2, r3, r4, r5],,[1187, 76, 1, 1],,noPlanSynthesised,,37802
3,,[r2, r3, r4, r5],,[664, 65, 2, 2],,noPlanSynthesised,,37848
3,,[r2, r3, r4, r5],,[4028, 96, 2, 2],,noPlanSynthesised,,37884
3,,[r2, r3, r4, r5],,[3138, 112, 1, 1],,noPlanSynthesised,,37926
3,,[r2, r3, r4, r5],,[1660, 48, 1, 2],,noPlanSynthesised,,37968
3,,[r2, r3, r4, r5],,[4933, 36, 1, 1],,noPlanSynthesised,,38008
3,,[r2, r3, r4, r5],,[4913, 55, 1, 2],,noPlanSynthesised,,38055
3,,[r2, r3, r4, r5],,[4271, 71, 2, 2],,noPlanSynthesised,,38117
3,,[r2, r3, r4, r5],,[2873, 85, 2, 1],,noPlanSynthesised,,38176
3,,[r2, r3, r4, r5],,[3592, 99, 2, 1],,noPlanSynthesised,,38220
3,,[r2, r3, r4, r5],,[2886, 33, 1, 1],,noPlanSynthesised,,38269
3,,[r2, r3, r4, r5],,[3377, 48, 2, 2],,noPlanSynthesised,,38308
3,,[r2, r3, r4, r5],,[3545, 55, 1, 2],,noPlanSynthesised,,38344
3,,[r2, r3, r4, r5],,[1095, 12, 2, 1],,noPlanSynthesised,,38374
3,,[r2, r3, r4, r5],,[1833, 74, 1, 1],,noPlanSynthesised,,38409
3,,[r2, r3, r4, r5],,[1198, 40, 2, 2],,noPlanSynthesised,,38496
3,,[r2, r3, r4, r5],,[651, 67, 2, 1],,noPlanSynthesised,,38624
