alloc,,robots,,perm,,reason,,time
696,,[r2, r3, r4, r5, r1],,[3, 11, 1, 2, 14],,noPlanSynthesised,,35180
701,,[r2, r3, r4, r5, r1],,[35, 24, 2, 1, 3],,noPlanSynthesised,,46783
459,,[r2, r3, r4, r5, r1],,[18, 22, 2, 1, 17],,noPlanSynthesised,,47017
676,,[r2, r3, r4, r5, r1],,[604, 5, 2, 2, 1],,noPlanSynthesised,,47088
955,,[r2, r3, r4, r5, r1],,[1, 23, 2, 1, 130],,noPlanSynthesised,,47663
588,,[r2, r3, r4, r5, r1],,[18, 19, 2, 1, 5],,noPlanSynthesised,,47865
893,,[r2, r3, r4, r5, r1],,[106, 2, 1, 2, 2],,noPlanSynthesised,,48687
104,,[r2, r3, r4, r5, r1],,[23, 1, 1, 1, 51],,noPlanSynthesised,,48752
1486,,[r2, r3, r4, r5, r1],,[4, 394, 1, 2, 3],,noPlanSynthesised,,48827
576,,[r2, r3, r4, r5, r1],,[60, 2, 1, 2, 11],,noPlanSynthesised,,49045
1560,,[r2, r3, r4, r5, r1],,[6, 71, 1, 2, 22],,noPlanSynthesised,,49368
1333,,[r2, r3, r4, r5, r1],,[3937, 1, 1, 1, 1],,noPlanSynthesised,,49507
1266,,[r2, r3, r4, r5, r1],,[1, 14, 1, 2, 40],,noPlanSynthesised,,52134
258,,[r2, r3, r4, r5, r1],,[238, 3, 2, 1, 1],,noPlanSynthesised,,52208
685,,[r2, r3, r4, r5, r1],,[213, 4, 1, 2, 6],,noPlanSynthesised,,52250
1269,,[r2, r3, r4, r5, r1],,[5, 60, 1, 1, 6],,noPlanSynthesised,,52528
218,,[r2, r3, r4, r5, r1],,[2, 109, 2, 1, 13],,noPlanSynthesised,,52543
849,,[r2, r3, r4, r5, r1],,[107, 3, 1, 2, 12],,noPlanSynthesised,,52641
428,,[r2, r3, r4, r5, r1],,[35, 15, 2, 1, 5],,noPlanSynthesised,,52985
1221,,[r2, r3, r4, r5, r1],,[4, 2, 2, 2, 517],,noPlanSynthesised,,53090
233,,[r2, r3, r4, r5, r1],,[59, 6, 1, 2, 16],,noPlanSynthesised,,53253
950,,[r2, r3, r4, r5, r1],,[4, 16, 2, 2, 73],,noPlanSynthesised,,54515
662,,[r2, r3, r4, r5, r1],,[80, 24, 2, 2, 1],,noPlanSynthesised,,54727
589,,[r2, r3, r4, r5, r1],,[19, 94, 2, 2, 2],,noPlanSynthesised,,55748
149,,[r2, r3, r4, r5, r1],,[74, 1, 2, 1, 3],,noPlanSynthesised,,55909
36,,[r2, r3, r4, r5, r1],,[4, 1, 2, 2, 24],,noPlanSynthesised,,55993
1294,,[r2, r3, r4, r5, r1],,[3, 75, 2, 2, 12],,noPlanSynthesised,,57476
1445,,[r2, r3, r4, r5, r1],,[4, 222, 1, 1, 5],,noPlanSynthesised,,57669
1317,,[r2, r3, r4, r5, r1],,[17690, 1, 1, 1, 1],,noPlanSynthesised,,57743
428,,[r2, r3, r4, r5, r1],,[79, 3, 1, 1, 5],,noPlanSynthesised,,57995
133,,[r2, r3, r4, r5, r1],,[19, 3, 2, 2, 21],,noPlanSynthesised,,58305
1244,,[r2, r3, r4, r5, r1],,[1, 60, 1, 1, 12],,noPlanSynthesised,,58576
1357,,[r2, r3, r4, r5, r1],,[355, 14, 2, 1, 1],,noPlanSynthesised,,59236
913,,[r2, r3, r4, r5, r1],,[23, 88, 2, 2, 1],,noPlanSynthesised,,59430
472,,[r2, r3, r4, r5, r1],,[18, 6, 2, 1, 10],,noPlanSynthesised,,59515
1437,,[r2, r3, r4, r5, r1],,[4, 4, 1, 2, 21],,noPlanSynthesised,,59940
450,,[r2, r3, r4, r5, r1],,[16, 18, 1, 2, 3],,noPlanSynthesised,,60448
248,,[r2, r3, r4, r5, r1],,[1, 2, 2, 1, 4],,noPlanSynthesised,,60576
755,,[r2, r3, r4, r5, r1],,[39, 120, 2, 1, 2],,noPlanSynthesised,,60827
328,,[r2, r3, r4, r5, r1],,[1, 17, 2, 2, 4],,noPlanSynthesised,,61902
466,,[r2, r3, r4, r5, r1],,[1, 27, 1, 1, 5],,noPlanSynthesised,,61971
68,,[r2, r3, r4, r5, r1],,[10, 23, 1, 2, 21],,noPlanSynthesised,,62305
363,,[r2, r3, r4, r5, r1],,[20, 14, 2, 2, 4],,noPlanSynthesised,,62833
1679,,[r2, r3, r4, r5, r1],,[2, 1, 1, 1, 622],,noPlanSynthesised,,63141
716,,[r2, r3, r4, r5, r1],,[257, 5, 1, 2, 1],,noPlanSynthesised,,63222
264,,[r2, r3, r4, r5, r1],,[9, 80, 2, 2, 4],,noPlanSynthesised,,63506
1081,,[r2, r3, r4, r5, r1],,[2, 52, 2, 2, 78],,noPlanSynthesised,,63824
1363,,[r2, r3, r4, r5, r1],,[574, 48, 1, 2, 1],,noPlanSynthesised,,63852
66,,[r2, r3, r4, r5, r1],,[86, 2, 1, 2, 13],,noPlanSynthesised,,64093
668,,[r2, r3, r4, r5, r1],,[618, 11, 2, 2, 2],,noPlanSynthesised,,64770
907,,[r2, r3, r4, r5, r1],,[176, 7, 2, 2, 1],,noPlanSynthesised,,65141
1285,,[r2, r3, r4, r5, r1],,[3, 18, 2, 2, 113],,noPlanSynthesised,,65478
784,,[r2, r3, r4, r5, r1],,[77, 17, 2, 2, 1],,noPlanSynthesised,,66230
1174,,[r2, r3, r4, r5, r1],,[23, 4, 2, 1, 93],,noPlanSynthesised,,66537
126,,[r2, r3, r4, r5, r1],,[67, 6, 1, 1, 17],,noPlanSynthesised,,66638
859,,[r2, r3, r4, r5, r1],,[63, 2, 1, 2, 3],,noPlanSynthesised,,66849
1326,,[r2, r3, r4, r5, r1],,[256, 67, 2, 1, 1],,noPlanSynthesised,,67311
1684,,[r2, r3, r4, r5, r1],,[15, 48, 1, 1, 1],,noPlanSynthesised,,67826
1375,,[r2, r3, r4, r5, r1],,[396, 94, 1, 2, 1],,noPlanSynthesised,,68339
452,,[r2, r3, r4, r5, r1],,[81, 9, 2, 1, 5],,noPlanSynthesised,,68889
221,,[r2, r3, r4, r5, r1],,[98, 6, 1, 2, 22],,noPlanSynthesised,,69031
192,,[r2, r3, r4, r5, r1],,[76, 15, 2, 2, 1],,noPlanSynthesised,,69367
72,,[r2, r3, r4, r5, r1],,[6, 12, 2, 2, 55],,noPlanSynthesised,,72581
813,,[r2, r3, r4, r5, r1],,[347, 8, 2, 1, 1],,noPlanSynthesised,,72887
617,,[r2, r3, r4, r5, r1],,[30, 22, 2, 2, 3],,noPlanSynthesised,,73240
759,,[r2, r3, r4, r5, r1],,[36, 67, 2, 2, 2],,noPlanSynthesised,,73516
1674,,[r2, r3, r4, r5, r1],,[1, 29, 2, 1, 80],,noPlanSynthesised,,73739
1718,,[r2, r3, r4, r5, r1],,[5, 98, 1, 2, 10],,noPlanSynthesised,,74196
65,,[r2, r3, r4, r5, r1],,[3, 3, 1, 2, 37],,noPlanSynthesised,,74867
748,,[r2, r3, r4, r5, r1],,[317, 11, 1, 2, 2],,noPlanSynthesised,,75300
743,,[r2, r3, r4, r5, r1],,[23, 12, 1, 1, 2],,noPlanSynthesised,,75707
1014,,[r2, r3, r4, r5, r1],,[2, 16, 2, 1, 615],,noPlanSynthesised,,76288
1382,,[r2, r3, r4, r5, r1],,[97, 46, 2, 2, 2],,noPlanSynthesised,,76662
1669,,[r2, r3, r4, r5, r1],,[1, 24, 2, 1, 3468],,noPlanSynthesised,,76867
467,,[r2, r3, r4, r5, r1],,[44, 2, 2, 2, 2],,noPlanSynthesised,,76935
1079,,[r2, r3, r4, r5, r1],,[6, 10, 1, 1, 15],,noPlanSynthesised,,77258
200,,[r2, r3, r4, r5, r1],,[4, 1, 2, 2, 42],,noPlanSynthesised,,77465
1643,,[r2, r3, r4, r5, r1],,[1, 12, 1, 1, 67],,noPlanSynthesised,,77521
420,,[r2, r3, r4, r5, r1],,[85, 23, 2, 1, 3],,noPlanSynthesised,,77810
1551,,[r2, r3, r4, r5, r1],,[3, 9, 2, 2, 12],,noPlanSynthesised,,78111
656,,[r2, r3, r4, r5, r1],,[119, 4, 1, 1, 2],,noPlanSynthesised,,78234
524,,[r2, r3, r4, r5, r1],,[96, 2, 2, 2, 4],,noPlanSynthesised,,78629
78,,[r2, r3, r4, r5, r1],,[5, 7, 2, 1, 10],,noPlanSynthesised,,78969
1037,,[r2, r3, r4, r5, r1],,[6, 19, 2, 1, 114],,noPlanSynthesised,,79243
1195,,[r2, r3, r4, r5, r1],,[2, 2, 2, 2, 1787],,noPlanSynthesised,,79332
1228,,[r2, r3, r4, r5, r1],,[1, 21, 1, 2, 59],,noPlanSynthesised,,79597
1279,,[r2, r3, r4, r5, r1],,[1, 5, 1, 2, 9],,noPlanSynthesised,,79726
108,,[r2, r3, r4, r5, r1],,[6, 4, 2, 1, 24],,noPlanSynthesised,,79823
672,,[r2, r3, r4, r5, r1],,[11, 4, 2, 1, 3],,noPlanSynthesised,,81190
1210,,[r2, r3, r4, r5, r1],,[2, 67, 2, 1, 47],,noPlanSynthesised,,81404
1471,,[r2, r3, r4, r5, r1],,[4, 44, 2, 1, 9],,noPlanSynthesised,,81746
396,,[r2, r3, r4, r5, r1],,[116, 5, 1, 2, 7],,noPlanSynthesised,,81841
434,,[r2, r3, r4, r5, r1],,[8, 66, 1, 2, 5],,noPlanSynthesised,,82130
1123,,[r2, r3, r4, r5, r1],,[3, 4, 1, 1, 19],,noPlanSynthesised,,82791
485,,[r2, r3, r4, r5, r1],,[88, 3, 2, 2, 2],,noPlanSynthesised,,82868
917,,[r2, r3, r4, r5, r1],,[667, 10, 1, 1, 1],,noPlanSynthesised,,83081
1369,,[r2, r3, r4, r5, r1],,[2, 114, 2, 2, 2],,noPlanSynthesised,,83210
541,,[r2, r3, r4, r5, r1],,[13, 22, 1, 2, 12],,noPlanSynthesised,,83596
559,,[r2, r3, r4, r5, r1],,[30, 21, 2, 1, 2],,noPlanSynthesised,,84040
603,,[r2, r3, r4, r5, r1],,[109, 11, 2, 1, 3],,noPlanSynthesised,,84174
1318,,[r2, r3, r4, r5, r1],,[433, 66, 2, 2, 1],,noPlanSynthesised,,84771
877,,[r2, r3, r4, r5, r1],,[691, 12, 2, 1, 1],,noPlanSynthesised,,85047
1651,,[r2, r3, r4, r5, r1],,[1, 16, 1, 1, 256],,noPlanSynthesised,,85296
132,,[r2, r3, r4, r5, r1],,[82, 1, 1, 1, 23],,noPlanSynthesised,,85430
857,,[r2, r3, r4, r5, r1],,[637, 1, 1, 1, 3],,noPlanSynthesised,,85664
1063,,[r2, r3, r4, r5, r1],,[3, 110, 1, 2, 10],,noPlanSynthesised,,86341
63,,[r2, r3, r4, r5, r1],,[22, 3, 1, 2, 23],,noPlanSynthesised,,86676
736,,[r2, r3, r4, r5, r1],,[9, 12, 1, 1, 2],,noPlanSynthesised,,86975
389,,[r2, r3, r4, r5, r1],,[2, 56, 2, 1, 6],,noPlanSynthesised,,87043
1516,,[r2, r3, r4, r5, r1],,[23, 8, 1, 2, 1],,noPlanSynthesised,,88561
970,,[r2, r3, r4, r5, r1],,[2, 9, 1, 1, 309],,noPlanSynthesised,,88881
1323,,[r2, r3, r4, r5, r1],,[2357, 5, 1, 1, 1],,noPlanSynthesised,,89106
449,,[r2, r3, r4, r5, r1],,[505, 5, 1, 1, 2],,noPlanSynthesised,,91334
1299,,[r2, r3, r4, r5, r1],,[4, 17, 1, 1, 34],,noPlanSynthesised,,91550
563,,[r2, r3, r4, r5, r1],,[7, 7, 1, 2, 2],,noPlanSynthesised,,91728
1002,,[r2, r3, r4, r5, r1],,[1, 115, 1, 2, 104],,noPlanSynthesised,,92318
843,,[r2, r3, r4, r5, r1],,[118, 65, 2, 2, 1],,noPlanSynthesised,,92567
921,,[r2, r3, r4, r5, r1],,[33, 46, 1, 1, 2],,noPlanSynthesised,,93008
657,,[r2, r3, r4, r5, r1],,[102, 5, 1, 1, 4],,noPlanSynthesised,,93286
197,,[r2, r3, r4, r5, r1],,[1, 11, 1, 1, 1],,noPlanSynthesised,,93818
1238,,[r2, r3, r4, r5, r1],,[3, 23, 1, 2, 27],,noPlanSynthesised,,94123
1624,,[r2, r3, r4, r5, r1],,[1, 103, 1, 2, 577],,noPlanSynthesised,,101898
1005,,[r2, r3, r4, r5, r1],,[2, 110, 2, 2, 80],,noPlanSynthesised,,104038
976,,[r2, r3, r4, r5, r1],,[5, 3, 2, 1, 321],,noPlanSynthesised,,105006
624,,[r2, r3, r4, r5, r1],,[35, 72, 1, 1, 1],,noPlanSynthesised,,105409
1285,,[r2, r3, r4, r5, r1],,[5, 3, 1, 2, 20],,noPlanSynthesised,,105994
192,,[r2, r3, r4, r5, r1],,[46, 20, 2, 2, 6],,noPlanSynthesised,,106538
1244,,[r2, r3, r4, r5, r1],,[1, 5, 2, 2, 59],,noPlanSynthesised,,106812
1648,,[r2, r3, r4, r5, r1],,[1, 90, 2, 1, 673],,noPlanSynthesised,,107769
948,,[r2, r3, r4, r5, r1],,[1, 1, 2, 2, 432],,noPlanSynthesised,,107855
687,,[r2, r3, r4, r5, r1],,[104, 19, 1, 2, 5],,noPlanSynthesised,,108105
1216,,[r2, r3, r4, r5, r1],,[6, 6, 2, 2, 162],,noPlanSynthesised,,108174
1072,,[r2, r3, r4, r5, r1],,[1, 61, 1, 2, 3],,noPlanSynthesised,,108437
1706,,[r2, r3, r4, r5, r1],,[4, 7, 1, 1, 14],,noPlanSynthesised,,108776
1448,,[r2, r3, r4, r5, r1],,[22, 15, 2, 1, 20],,noPlanSynthesised,,109020
1292,,[r2, r3, r4, r5, r1],,[4, 6, 2, 1, 409],,noPlanSynthesised,,109113
360,,[r2, r3, r4, r5, r1],,[3, 107, 1, 1, 12],,noPlanSynthesised,,110436
414,,[r2, r3, r4, r5, r1],,[1, 74, 1, 2, 5],,noPlanSynthesised,,110716
613,,[r2, r3, r4, r5, r1],,[29, 52, 1, 1, 2],,noPlanSynthesised,,111300
118,,[r2, r3, r4, r5, r1],,[15, 4, 1, 2, 73],,noPlanSynthesised,,111422
1384,,[r2, r3, r4, r5, r1],,[2958, 21, 1, 1, 1],,noPlanSynthesised,,111644
159,,[r2, r3, r4, r5, r1],,[18, 5, 1, 1, 17],,noPlanSynthesised,,111743
290,,[r2, r3, r4, r5, r1],,[3, 6, 2, 1, 292],,noPlanSynthesised,,111848
1101,,[r2, r3, r4, r5, r1],,[2, 22, 2, 2, 621],,noPlanSynthesised,,112056
909,,[r2, r3, r4, r5, r1],,[402, 5, 1, 1, 2],,noPlanSynthesised,,112457
848,,[r2, r3, r4, r5, r1],,[15, 1, 2, 2, 2],,noPlanSynthesised,,112873
270,,[r2, r3, r4, r5, r1],,[237, 4, 2, 1, 4],,noPlanSynthesised,,112961
662,,[r2, r3, r4, r5, r1],,[152, 1, 2, 2, 2],,noPlanSynthesised,,113157
579,,[r2, r3, r4, r5, r1],,[113, 3, 2, 2, 15],,noPlanSynthesised,,113242
1689,,[r2, r3, r4, r5, r1],,[270, 6, 2, 1, 2],,noPlanSynthesised,,113312
1415,,[r2, r3, r4, r5, r1],,[19, 11, 1, 2, 23],,noPlanSynthesised,,114618
482,,[r2, r3, r4, r5, r1],,[84, 1, 1, 2, 10],,noPlanSynthesised,,114665
745,,[r2, r3, r4, r5, r1],,[3407, 2, 1, 2, 2],,noPlanSynthesised,,114752
1144,,[r2, r3, r4, r5, r1],,[5, 3, 1, 1, 42],,noPlanSynthesised,,115146
316,,[r2, r3, r4, r5, r1],,[6, 1, 2, 2, 4],,noPlanSynthesised,,115245
1104,,[r2, r3, r4, r5, r1],,[2, 108, 1, 1, 6],,noPlanSynthesised,,116160
1507,,[r2, r3, r4, r5, r1],,[21, 14, 2, 1, 10],,noPlanSynthesised,,117948
1728,,[r2, r3, r4, r5, r1],,[6, 55, 1, 1, 14],,noPlanSynthesised,,118245
100,,[r2, r3, r4, r5, r1],,[3, 3, 1, 1, 113],,noPlanSynthesised,,118353
1280,,[r2, r3, r4, r5, r1],,[13, 1, 1, 1, 67],,noPlanSynthesised,,118498
1451,,[r2, r3, r4, r5, r1],,[3, 19, 2, 1, 4],,noPlanSynthesised,,118777
313,,[r2, r3, r4, r5, r1],,[23, 2, 1, 1, 66],,noPlanSynthesised,,118918
1281,,[r2, r3, r4, r5, r1],,[2, 18, 2, 1, 29],,noPlanSynthesised,,119814
1428,,[r2, r3, r4, r5, r1],,[5, 19, 2, 2, 116],,noPlanSynthesised,,120154
1683,,[r2, r3, r4, r5, r1],,[29, 57, 2, 1, 1],,noPlanSynthesised,,120338
900,,[r2, r3, r4, r5, r1],,[79, 19, 2, 1, 2],,noPlanSynthesised,,120545
274,,[r2, r3, r4, r5, r1],,[10, 19, 2, 2, 5],,noPlanSynthesised,,120728
1472,,[r2, r3, r4, r5, r1],,[8, 42, 1, 1, 5],,noPlanSynthesised,,120885
465,,[r2, r3, r4, r5, r1],,[69, 11, 1, 2, 4],,noPlanSynthesised,,120965
813,,[r2, r3, r4, r5, r1],,[216, 10, 1, 1, 2],,noPlanSynthesised,,121486
216,,[r2, r3, r4, r5, r1],,[8, 2, 2, 2, 4],,noPlanSynthesised,,121557
1403,,[r2, r3, r4, r5, r1],,[23, 643, 1, 1, 1],,noPlanSynthesised,,121623
452,,[r2, r3, r4, r5, r1],,[44, 1, 2, 1, 3],,noPlanSynthesised,,122002
1179,,[r2, r3, r4, r5, r1],,[2, 5, 1, 1, 882],,noPlanSynthesised,,122159
47,,[r2, r3, r4, r5, r1],,[1, 5, 1, 2, 578],,noPlanSynthesised,,122254
1474,,[r2, r3, r4, r5, r1],,[3, 563, 2, 1, 3],,noPlanSynthesised,,122358
673,,[r2, r3, r4, r5, r1],,[6, 6, 1, 2, 3],,noPlanSynthesised,,122941
1062,,[r2, r3, r4, r5, r1],,[1, 33, 2, 2, 93],,noPlanSynthesised,,123189
1392,,[r2, r3, r4, r5, r1],,[4183, 7, 2, 1, 1],,noPlanSynthesised,,123399
1633,,[r2, r3, r4, r5, r1],,[1, 14, 1, 2, 952],,noPlanSynthesised,,123642
626,,[r2, r3, r4, r5, r1],,[512, 20, 2, 1, 1],,noPlanSynthesised,,123910
425,,[r2, r3, r4, r5, r1],,[6, 23, 1, 2, 5],,noPlanSynthesised,,124308
153,,[r2, r3, r4, r5, r1],,[19, 4, 2, 2, 17],,noPlanSynthesised,,124417
400,,[r2, r3, r4, r5, r1],,[2, 15, 2, 1, 63],,noPlanSynthesised,,124622
1452,,[r2, r3, r4, r5, r1],,[11, 93, 2, 1, 3],,noPlanSynthesised,,124857
1543,,[r2, r3, r4, r5, r1],,[3, 83, 1, 1, 1],,noPlanSynthesised,,125698
163,,[r2, r3, r4, r5, r1],,[45, 2, 1, 1, 8],,noPlanSynthesised,,125886
149,,[r2, r3, r4, r5, r1],,[23, 3, 1, 2, 23],,noPlanSynthesised,,126175
123,,[r2, r3, r4, r5, r1],,[4, 5, 1, 2, 19],,noPlanSynthesised,,126368
1684,,[r2, r3, r4, r5, r1],,[28, 49, 2, 1, 1],,noPlanSynthesised,,126653
208,,[r2, r3, r4, r5, r1],,[18, 5, 1, 1, 91],,noPlanSynthesised,,126753
427,,[r2, r3, r4, r5, r1],,[17, 3, 2, 1, 16],,noPlanSynthesised,,127066
264,,[r2, r3, r4, r5, r1],,[19, 99, 1, 1, 1],,noPlanSynthesised,,127226
449,,[r2, r3, r4, r5, r1],,[624, 4, 1, 2, 2],,noPlanSynthesised,,127446
152,,[r2, r3, r4, r5, r1],,[1, 61, 1, 2, 20],,noPlanSynthesised,,127451
586,,[r2, r3, r4, r5, r1],,[594, 5, 1, 2, 1],,noPlanSynthesised,,127506
1466,,[r2, r3, r4, r5, r1],,[22, 17, 2, 2, 24],,noPlanSynthesised,,127711
1076,,[r2, r3, r4, r5, r1],,[4, 13, 1, 2, 47],,noPlanSynthesised,,127872
28,,[r2, r3, r4, r5, r1],,[5, 1, 2, 1, 42],,noPlanSynthesised,,131138
1549,,[r2, r3, r4, r5, r1],,[58, 13, 1, 2, 5],,noPlanSynthesised,,131525
239,,[r2, r3, r4, r5, r1],,[90, 2, 1, 2, 5],,noPlanSynthesised,,131720
1712,,[r2, r3, r4, r5, r1],,[1, 11, 1, 1, 259],,noPlanSynthesised,,131962
1345,,[r2, r3, r4, r5, r1],,[4185, 9, 1, 2, 1],,noPlanSynthesised,,132133
384,,[r2, r3, r4, r5, r1],,[51, 4, 1, 2, 11],,noPlanSynthesised,,132238
820,,[r2, r3, r4, r5, r1],,[91, 2, 1, 1, 4],,noPlanSynthesised,,132376
340,,[r2, r3, r4, r5, r1],,[17, 23, 2, 2, 1],,noPlanSynthesised,,138028
664,,[r2, r3, r4, r5, r1],,[67, 39, 2, 2, 2],,noPlanSynthesised,,138257
586,,[r2, r3, r4, r5, r1],,[230, 3, 1, 1, 4],,noPlanSynthesised,,138336
8,,[r2, r3, r4, r5],,[15245, 16, 2, 2],,noPlanSynthesised,,138401
1426,,[r2, r3, r4, r5, r1],,[3, 66, 1, 2, 5],,noPlanSynthesised,,139293
438,,[r2, r3, r4, r5, r1],,[3, 466, 1, 1, 5],,noPlanSynthesised,,139331
1678,,[r2, r3, r4, r5, r1],,[1, 43, 2, 2, 50],,noPlanSynthesised,,139485
273,,[r2, r3, r4, r5, r1],,[619, 4, 1, 2, 6],,noPlanSynthesised,,139562
1012,,[r2, r3, r4, r5, r1],,[1, 36, 1, 2, 117],,noPlanSynthesised,,140224
1462,,[r2, r3, r4, r5, r1],,[6, 517, 2, 2, 5],,noPlanSynthesised,,146783
1175,,[r2, r3, r4, r5, r1],,[6, 10, 2, 2, 28],,noPlanSynthesised,,147048
1215,,[r2, r3, r4, r5, r1],,[1, 118, 1, 1, 17],,noPlanSynthesised,,147620
355,,[r2, r3, r4, r5, r1],,[5, 83, 1, 2, 8],,noPlanSynthesised,,148306
735,,[r2, r3, r4, r5, r1],,[3, 2, 1, 2, 5],,noPlanSynthesised,,148422
1618,,[r2, r3, r4, r5, r1],,[1, 11, 1, 1, 540],,noPlanSynthesised,,148595
1634,,[r2, r3, r4, r5, r1],,[1, 101, 1, 1, 83],,noPlanSynthesised,,148792
462,,[r2, r3, r4, r5, r1],,[51, 21, 1, 1, 2],,noPlanSynthesised,,149017
202,,[r2, r3, r4, r5, r1],,[20, 2, 1, 1, 13],,noPlanSynthesised,,149095
1356,,[r2, r3, r4, r5, r1],,[507, 4, 2, 2, 2],,noPlanSynthesised,,149454
1286,,[r2, r3, r4, r5, r1],,[2, 2, 2, 2, 287],,noPlanSynthesised,,149539
1189,,[r2, r3, r4, r5, r1],,[2, 8, 1, 2, 337],,noPlanSynthesised,,149790
1208,,[r2, r3, r4, r5, r1],,[1, 22, 2, 1, 37],,noPlanSynthesised,,149973
1038,,[r2, r3, r4, r5, r1],,[2, 7, 1, 2, 95],,noPlanSynthesised,,150229
686,,[r2, r3, r4, r5, r1],,[98, 23, 2, 1, 6],,noPlanSynthesised,,150803
607,,[r2, r3, r4, r5, r1],,[71, 15, 2, 1, 5],,noPlanSynthesised,,151435
382,,[r2, r3, r4, r5, r1],,[2, 20, 1, 1, 4],,noPlanSynthesised,,152123
955,,[r2, r3, r4, r5, r1],,[2, 20, 1, 2, 284],,noPlanSynthesised,,153558
609,,[r2, r3, r4, r5, r1],,[219, 5, 1, 1, 1],,noPlanSynthesised,,153642
533,,[r2, r3, r4, r5, r1],,[688, 4, 1, 2, 6],,noPlanSynthesised,,153991
199,,[r2, r3, r4, r5, r1],,[11, 3, 2, 1, 12],,noPlanSynthesised,,154102
1052,,[r2, r3, r4, r5, r1],,[2, 470, 1, 2, 18],,noPlanSynthesised,,154185
1235,,[r2, r3, r4, r5, r1],,[2, 4, 2, 2, 252],,noPlanSynthesised,,154474
22,,[r2, r3, r4, r5, r1],,[6, 4, 2, 1, 639],,noPlanSynthesised,,154507
1362,,[r2, r3, r4, r5, r1],,[81, 19, 2, 1, 2],,noPlanSynthesised,,155154
