alloc,,robots,,permut,,attr,,time  (maxSucc value=prob. of failing times 100)
100,,[r2, r3, r1],,[1481539463, 247, 436102951],,{maxSucc=63.135946840265866, minTravel=694.0},,2898
75,,[r2, r3, r1],,[588804734, 360, 1053092444],,{maxSucc=53.66555481422599, minTravel=669.0},,251387
58,,[r2, r3, r1],,[11545678, 466, 1217145579],,{maxSucc=63.135946840265866, minTravel=693.0},,254134
73,,[r2, r3, r1],,[464680964, 92, 635078328],,{maxSucc=53.66555481422599, minTravel=733.0},,260602
34,,[r2, r3, r1],,[1741327374, 402, 1133458884],,{maxSucc=63.135946840265866, minTravel=765.0},,263942
32,,[r2, r3, r1],,[1438666530, 453, 1611401599],,{maxSucc=53.66555481422601, minTravel=755.0},,287313
49,,[r2, r3, r1],,[1399748873, 277, 1811572108],,{maxSucc=53.66555481422599, minTravel=742.0},,298758
23,,[r2, r3, r1],,[1820935359, 376, 413857547],,{maxSucc=54.766358052293725, minTravel=770.0},,304635
72,,[r2, r3, r1],,[1599406213, 179, 950961373],,{maxSucc=53.665554814226, minTravel=789.0},,309842
81,,[r2, r3, r1],,[1067621198, 227, 1497724673],,{maxSucc=63.135946840265866, minTravel=798.0},,315312
32,,[r2, r3, r1],,[371338774, 225, 122386359],,{maxSucc=53.66555481422599, minTravel=655.0},,320937
94,,[r2, r3, r1],,[707022097, 505, 891849572],,{maxSucc=63.13594684026588, minTravel=798.0},,326666
6,,[r2, r3, r1],,[752524779, 112, 1220363583],,{maxSucc=64.43100947328674, minTravel=771.0},,331683
61,,[r2, r3, r1],,[1475997776, 116, 1132842169],,{maxSucc=53.66555481422599, minTravel=748.0},,337326
33,,[r2, r3, r1],,[1537065566, 653, 287135824],,{maxSucc=53.665554814226, minTravel=649.0},,343797
82,,[r2, r3, r1],,[793232588, 669, 1061850136],,{maxSucc=63.135946840265866, minTravel=752.0},,347072
67,,[r2, r3, r1],,[84782243, 498, 770774659],,{maxSucc=63.135946840265866, minTravel=719.0},,355866
30,,[r2, r3, r1],,[341694379, 517, 301962303],,{maxSucc=63.135946840265866, minTravel=705.0},,363953
76,,[r2, r3, r1],,[342338247, 81, 438454794],,{maxSucc=53.66555481422598, minTravel=755.0},,368769
20,,[r2, r3, r1],,[493804648, 669, 1966866360],,{maxSucc=54.76635805229372, minTravel=689.0},,378429
95,,[r2, r3, r1],,[757209766, 536, 1957345492],,{maxSucc=63.135946840265866, minTravel=729.0},,383363
49,,[r2, r3, r1],,[1517556274, 644, 1367699997],,{maxSucc=63.135946840265866, minTravel=789.0},,388007
23,,[r2, r3, r1],,[1435052366, 393, 1733610449],,{maxSucc=54.766358052293704, minTravel=770.0},,392718
69,,[r2, r3, r1],,[1600108851, 180, 357784806],,{maxSucc=53.66555481422599, minTravel=781.0},,398609
57,,[r2, r3, r1],,[685428662, 475, 345688963],,{maxSucc=63.135946840265866, minTravel=840.0},,413842
42,,[r2, r3, r1],,[1070086476, 663, 1324265566],,{maxSucc=63.135946840265866, minTravel=730.0},,418963
60,,[r2, r3, r1],,[809171069, 113, 428484605],,{maxSucc=63.13594684026588, minTravel=717.0},,432831
86,,[r2, r3, r1],,[679897320, 378, 1996782442],,{maxSucc=63.135946840265866, minTravel=809.0},,437154
26,,[r2, r3, r1],,[620588422, 108, 587510811],,{maxSucc=54.766358052293725, minTravel=740.0},,440915
40,,[r2, r3, r1],,[771390185, 364, 1859157657],,{maxSucc=63.135946840265866, minTravel=796.0},,447388
93,,[r2, r3, r1],,[203814322, 97, 846377420],,{maxSucc=63.13594684026588, minTravel=822.0},,452031
37,,[r2, r3, r1],,[1504121169, 227, 1640487825],,{maxSucc=63.135946840265866, minTravel=780.0},,456200
38,,[r2, r3, r1],,[1868335217, 655, 1348906715],,{maxSucc=63.135946840265866, minTravel=840.0},,460608
36,,[r2, r3, r1],,[144383068, 409, 914048778],,{maxSucc=63.135946840265866, minTravel=755.0},,464451
71,,[r2, r3, r1],,[1919849675, 513, 139079222],,{maxSucc=53.66555481422599, minTravel=803.0},,472086
25,,[r2, r3, r1],,[858931909, 269, 825584220],,{maxSucc=63.78019119577879, minTravel=682.0},,475819
84,,[r2, r3, r1],,[1568223374, 519, 912832483],,{maxSucc=63.135946840265866, minTravel=806.0},,479107
71,,[r2, r3, r1],,[1702546411, 307, 208129044],,{maxSucc=53.66555481422599, minTravel=687.0},,482567
91,,[r2, r3, r1],,[1724022325, 222, 1049209624],,{maxSucc=63.135946840265866, minTravel=780.0},,485524
38,,[r2, r3, r1],,[1561562011, 123, 1298335319],,{maxSucc=63.135946840265866, minTravel=795.0},,489643
97,,[r2, r3, r1],,[1001017661, 380, 1846122985],,{maxSucc=53.66555481422599, minTravel=719.0},,493630
46,,[r2, r3, r1],,[753233298, 237, 1388560535],,{maxSucc=53.665554814226, minTravel=762.0},,497513
52,,[r2, r3, r1],,[1966933670, 571, 30369897],,{maxSucc=63.135946840265866, minTravel=783.0},,501316
61,,[r2, r3, r1],,[898409724, 279, 1088776152],,{maxSucc=53.66555481422598, minTravel=726.0},,505688
