alloc,,robots,,perm,,reason,,time
1,,[r2, r3, r4, r5, r1],,[12, 134, 14, 2, 2],,noPlanSynthesised,,20785
1,,[r2, r3, r4, r5, r1],,[4, 647, 1, 5, 1],,noPlanSynthesised,,28105
1,,[r2, r3, r4, r5, r1],,[20, 454, 1, 13, 2],,noPlanSynthesised,,28168
1,,[r2, r3, r4, r5, r1],,[18, 363, 17, 22, 2],,noPlanSynthesised,,28191
1,,[r2, r3, r4, r5, r1],,[10, 78, 2, 16, 1],,noPlanSynthesised,,28221
1,,[r2, r3, r4, r5, r1],,[16, 398, 16, 6, 2],,noPlanSynthesised,,28258
1,,[r2, r3, r4, r5, r1],,[6, 453, 6, 8, 2],,noPlanSynthesised,,28284
1,,[r2, r3, r4, r5, r1],,[24, 706, 9, 23, 1],,noPlanSynthesised,,28413
1,,[r2, r3, r4, r5, r1],,[17, 297, 4, 1, 1],,noPlanSynthesised,,28484
1,,[r2, r3, r4, r5, r1],,[19, 80, 20, 22, 1],,noPlanSynthesised,,28513
1,,[r2, r3, r4, r5, r1],,[23, 92, 15, 8, 1],,noPlanSynthesised,,28534
1,,[r2, r3, r4, r5, r1],,[20, 72, 7, 21, 2],,noPlanSynthesised,,28579
1,,[r2, r3, r4, r5, r1],,[16, 63, 8, 6, 2],,noPlanSynthesised,,28613
1,,[r2, r3, r4, r5, r1],,[6, 45, 2, 24, 2],,noPlanSynthesised,,28636
1,,[r2, r3, r4, r5, r1],,[15, 181, 15, 12, 1],,noPlanSynthesised,,28654
1,,[r2, r3, r4, r5, r1],,[3, 646, 14, 7, 1],,noPlanSynthesised,,28675
1,,[r2, r3, r4, r5, r1],,[12, 666, 14, 15, 1],,noPlanSynthesised,,28814
1,,[r2, r3, r4, r5, r1],,[18, 60, 7, 17, 1],,noPlanSynthesised,,28870
1,,[r2, r3, r4, r5, r1],,[18, 170, 23, 3, 1],,noPlanSynthesised,,28887
2,,[r2, r3, r4, r5, r1],,[1370, 11, 1, 4, 1],,noPlanSynthesised,,29469
2,,[r2, r3, r4, r5, r1],,[2171, 19, 5, 7, 1],,noPlanSynthesised,,29679
2,,[r2, r3, r4, r5, r1],,[1481, 24, 2, 21, 1],,noPlanSynthesised,,29982
2,,[r2, r3, r4, r5, r1],,[1020, 19, 24, 14, 1],,noPlanSynthesised,,30186
2,,[r2, r3, r4, r5, r1],,[1754, 7, 10, 1, 1],,noPlanSynthesised,,30361
2,,[r2, r3, r4, r5, r1],,[4345, 5, 19, 10, 1],,noPlanSynthesised,,30571
2,,[r2, r3, r4, r5, r1],,[3625, 3, 23, 9, 1],,noPlanSynthesised,,30934
2,,[r2, r3, r4, r5, r1],,[4720, 22, 24, 9, 1],,noPlanSynthesised,,31143
2,,[r2, r3, r4, r5, r1],,[3470, 8, 11, 19, 1],,noPlanSynthesised,,31388
2,,[r2, r3, r4, r5, r1],,[3758, 15, 11, 7, 1],,noPlanSynthesised,,31760
2,,[r2, r3, r4, r5, r1],,[261, 7, 18, 18, 1],,noPlanSynthesised,,31981
2,,[r2, r3, r4, r5, r1],,[2153, 18, 5, 6, 1],,noPlanSynthesised,,32195
2,,[r2, r3, r4, r5, r1],,[2851, 10, 13, 12, 1],,noPlanSynthesised,,32410
2,,[r2, r3, r4, r5, r1],,[4828, 20, 21, 23, 1],,noPlanSynthesised,,32668
2,,[r2, r3, r4, r5, r1],,[1201, 5, 23, 20, 1],,noPlanSynthesised,,32868
2,,[r2, r3, r4, r5, r1],,[4472, 17, 21, 5, 1],,noPlanSynthesised,,33190
2,,[r2, r3, r4, r5, r1],,[3530, 23, 18, 17, 1],,noPlanSynthesised,,33447
2,,[r2, r3, r4, r5, r1],,[4077, 16, 16, 10, 1],,noPlanSynthesised,,33840
2,,[r2, r3, r4, r5, r1],,[634, 22, 18, 22, 1],,noPlanSynthesised,,34060
2,,[r2, r3, r4, r5, r1],,[205, 18, 15, 11, 1],,noPlanSynthesised,,34287
2,,[r2, r3, r4, r5, r1],,[3484, 22, 24, 17, 1],,noPlanSynthesised,,34433
2,,[r2, r3, r4, r5, r1],,[3217, 16, 19, 11, 1],,noPlanSynthesised,,34650
2,,[r2, r3, r4, r5, r1],,[4999, 22, 23, 1, 1],,noPlanSynthesised,,35114
2,,[r2, r3, r4, r5, r1],,[570, 24, 11, 6, 1],,noPlanSynthesised,,35471
2,,[r2, r3, r4, r5, r1],,[3098, 1, 13, 24, 1],,noPlanSynthesised,,35695
2,,[r2, r3, r4, r5, r1],,[1111, 6, 2, 23, 1],,noPlanSynthesised,,36025
2,,[r2, r3, r4, r5, r1],,[512, 15, 23, 8, 1],,noPlanSynthesised,,36255
2,,[r2, r3, r4, r5, r1],,[929, 3, 5, 19, 1],,noPlanSynthesised,,36432
2,,[r2, r3, r4, r5, r1],,[4208, 16, 17, 18, 1],,noPlanSynthesised,,36695
2,,[r2, r3, r4, r5, r1],,[4738, 8, 4, 22, 1],,noPlanSynthesised,,37058
2,,[r2, r3, r4, r5, r1],,[1945, 17, 13, 2, 1],,noPlanSynthesised,,37374
2,,[r2, r3, r4, r5, r1],,[2318, 17, 8, 3, 1],,noPlanSynthesised,,37524
2,,[r2, r3, r4, r5, r1],,[789, 18, 20, 12, 1],,noPlanSynthesised,,37640
2,,[r2, r3, r4, r5, r1],,[4427, 20, 2, 22, 1],,noPlanSynthesised,,37997
2,,[r2, r3, r4, r5, r1],,[571, 15, 4, 19, 1],,noPlanSynthesised,,38177
2,,[r2, r3, r4, r5, r1],,[192, 7, 14, 8, 1],,noPlanSynthesised,,38335
2,,[r2, r3, r4, r5, r1],,[3457, 2, 21, 4, 1],,noPlanSynthesised,,38732
2,,[r2, r3, r4, r5, r1],,[4422, 18, 3, 9, 1],,noPlanSynthesised,,38970
2,,[r2, r3, r4, r5, r1],,[143, 6, 23, 17, 1],,noPlanSynthesised,,39171
2,,[r2, r3, r4, r5, r1],,[2449, 17, 20, 24, 1],,noPlanSynthesised,,39771
2,,[r2, r3, r4, r5, r1],,[3195, 15, 20, 18, 1],,noPlanSynthesised,,40028
2,,[r2, r3, r4, r5, r1],,[1757, 21, 3, 2, 1],,noPlanSynthesised,,40322
2,,[r2, r3, r4, r5, r1],,[4695, 24, 12, 19, 1],,noPlanSynthesised,,40505
2,,[r2, r3, r4, r5, r1],,[3910, 4, 18, 3, 1],,noPlanSynthesised,,40636
2,,[r2, r3, r4, r5, r1],,[2686, 20, 4, 15, 1],,noPlanSynthesised,,40784
2,,[r2, r3, r4, r5, r1],,[4889, 23, 3, 8, 1],,noPlanSynthesised,,40943
2,,[r2, r3, r4, r5, r1],,[3131, 14, 5, 13, 1],,noPlanSynthesised,,41028
2,,[r2, r3, r4, r5, r1],,[3457, 12, 17, 15, 1],,noPlanSynthesised,,42745
2,,[r2, r3, r4, r5, r1],,[616, 7, 16, 10, 1],,noPlanSynthesised,,43133
2,,[r2, r3, r4, r5, r1],,[1632, 16, 10, 24, 1],,noPlanSynthesised,,43488
2,,[r2, r3, r4, r5, r1],,[1852, 11, 13, 23, 1],,noPlanSynthesised,,43683
2,,[r2, r3, r4, r5, r1],,[3698, 23, 22, 5, 1],,noPlanSynthesised,,43812
2,,[r2, r3, r4, r5, r1],,[3198, 5, 1, 2, 1],,noPlanSynthesised,,44118
2,,[r2, r3, r4, r5, r1],,[4745, 3, 10, 24, 1],,noPlanSynthesised,,44273
2,,[r2, r3, r4, r5, r1],,[3529, 4, 4, 20, 1],,noPlanSynthesised,,46539
2,,[r2, r3, r4, r5, r1],,[30, 5, 4, 7, 1],,noPlanSynthesised,,46784
2,,[r2, r3, r4, r5, r1],,[1375, 3, 8, 22, 1],,noPlanSynthesised,,47004
2,,[r2, r3, r4, r5, r1],,[474, 5, 22, 13, 1],,noPlanSynthesised,,47152
2,,[r2, r3, r4, r5, r1],,[4651, 4, 23, 15, 1],,noPlanSynthesised,,47371
2,,[r2, r3, r4, r5, r1],,[150, 1, 23, 24, 1],,noPlanSynthesised,,47554
2,,[r2, r3, r4, r5, r1],,[2307, 1, 22, 1, 1],,noPlanSynthesised,,47722
2,,[r2, r3, r4, r5, r1],,[3812, 18, 16, 10, 1],,noPlanSynthesised,,47841
2,,[r2, r3, r4, r5, r1],,[3423, 20, 22, 16, 1],,noPlanSynthesised,,48019
2,,[r2, r3, r4, r5, r1],,[5016, 1, 18, 16, 1],,noPlanSynthesised,,48141
2,,[r2, r3, r4, r5, r1],,[3983, 15, 22, 2, 1],,noPlanSynthesised,,48356
2,,[r2, r3, r4, r5, r1],,[869, 21, 15, 19, 1],,noPlanSynthesised,,48530
2,,[r2, r3, r4, r5, r1],,[4719, 23, 10, 4, 1],,noPlanSynthesised,,48759
2,,[r2, r3, r4, r5, r1],,[4484, 21, 11, 18, 1],,noPlanSynthesised,,48880
2,,[r2, r3, r4, r5, r1],,[3480, 2, 3, 9, 1],,noPlanSynthesised,,50823
2,,[r2, r3, r4, r5, r1],,[2460, 19, 6, 21, 1],,noPlanSynthesised,,51246
2,,[r2, r3, r4, r5, r1],,[4029, 5, 18, 19, 1],,noPlanSynthesised,,51457
2,,[r2, r3, r4, r5, r1],,[709, 7, 14, 20, 1],,noPlanSynthesised,,51687
2,,[r2, r3, r4, r5, r1],,[4721, 9, 3, 20, 1],,noPlanSynthesised,,51866
2,,[r2, r3, r4, r5, r1],,[4331, 21, 8, 20, 1],,noPlanSynthesised,,51989
2,,[r2, r3, r4, r5, r1],,[4189, 22, 19, 13, 1],,noPlanSynthesised,,52126
2,,[r2, r3, r4, r5, r1],,[4752, 24, 21, 10, 1],,noPlanSynthesised,,52682
2,,[r2, r3, r4, r5, r1],,[2725, 1, 8, 16, 1],,noPlanSynthesised,,55018
2,,[r2, r3, r4, r5, r1],,[3053, 23, 1, 13, 1],,noPlanSynthesised,,55153
2,,[r2, r3, r4, r5, r1],,[4842, 19, 7, 6, 1],,noPlanSynthesised,,55227
2,,[r2, r3, r4, r5, r1],,[4440, 6, 14, 19, 1],,noPlanSynthesised,,55348
2,,[r2, r3, r4, r5, r1],,[3127, 19, 23, 20, 1],,noPlanSynthesised,,55437
2,,[r2, r3, r4, r5, r1],,[4532, 19, 22, 6, 1],,noPlanSynthesised,,55677
2,,[r2, r3, r4, r5, r1],,[4370, 8, 23, 16, 1],,noPlanSynthesised,,55847
2,,[r2, r3, r4, r5, r1],,[547, 3, 21, 7, 1],,noPlanSynthesised,,56238
2,,[r2, r3, r4, r5, r1],,[387, 20, 13, 20, 1],,noPlanSynthesised,,56502
2,,[r2, r3, r4, r5, r1],,[4276, 7, 6, 2, 1],,noPlanSynthesised,,56733
2,,[r2, r3, r4, r5, r1],,[734, 6, 12, 14, 1],,noPlanSynthesised,,56882
2,,[r2, r3, r4, r5, r1],,[447, 10, 5, 2, 1],,noPlanSynthesised,,57046
2,,[r2, r3, r4, r5, r1],,[2200, 15, 1, 19, 1],,noPlanSynthesised,,57183
2,,[r2, r3, r4, r5, r1],,[2637, 24, 5, 16, 1],,noPlanSynthesised,,57299
2,,[r2, r3, r4, r5, r1],,[1587, 21, 23, 9, 1],,noPlanSynthesised,,57415
2,,[r2, r3, r4, r5, r1],,[1378, 5, 1, 1, 1],,noPlanSynthesised,,57568
2,,[r2, r3, r4, r5, r1],,[4846, 20, 4, 14, 1],,noPlanSynthesised,,57659
2,,[r2, r3, r4, r5, r1],,[847, 16, 5, 6, 1],,noPlanSynthesised,,59132
2,,[r2, r3, r4, r5, r1],,[4541, 22, 18, 12, 1],,noPlanSynthesised,,59386
2,,[r2, r3, r4, r5, r1],,[1886, 22, 10, 12, 1],,noPlanSynthesised,,59584
2,,[r2, r3, r4, r5, r1],,[862, 19, 8, 8, 1],,noPlanSynthesised,,59943
2,,[r2, r3, r4, r5, r1],,[107, 3, 23, 13, 1],,noPlanSynthesised,,60111
2,,[r2, r3, r4, r5, r1],,[4908, 18, 20, 24, 1],,noPlanSynthesised,,60355
3,,[r2, r3, r4, r5, r1],,[19, 50, 16, 11, 5],,noPlanSynthesised,,60694
3,,[r2, r3, r4, r5, r1],,[7, 22, 14, 19, 2],,noPlanSynthesised,,60939
3,,[r2, r3, r4, r5, r1],,[14, 33, 21, 19, 1],,noPlanSynthesised,,61260
3,,[r2, r3, r4, r5, r1],,[24, 44, 18, 16, 3],,noPlanSynthesised,,61571
3,,[r2, r3, r4, r5, r1],,[12, 9, 22, 14, 4],,noPlanSynthesised,,61851
3,,[r2, r3, r4, r5, r1],,[20, 19, 6, 15, 3],,noPlanSynthesised,,62133
3,,[r2, r3, r4, r5, r1],,[19, 62, 17, 2, 6],,noPlanSynthesised,,62572
3,,[r2, r3, r4, r5, r1],,[20, 11, 24, 14, 2],,noPlanSynthesised,,62860
3,,[r2, r3, r4, r5, r1],,[21, 113, 19, 19, 3],,noPlanSynthesised,,63120
3,,[r2, r3, r4, r5, r1],,[10, 20, 1, 18, 3],,noPlanSynthesised,,63689
3,,[r2, r3, r4, r5, r1],,[20, 44, 6, 15, 1],,noPlanSynthesised,,64043
3,,[r2, r3, r4, r5, r1],,[23, 56, 21, 8, 5],,noPlanSynthesised,,64309
3,,[r2, r3, r4, r5, r1],,[14, 97, 16, 18, 2],,noPlanSynthesised,,64548
3,,[r2, r3, r4, r5, r1],,[14, 61, 24, 19, 4],,noPlanSynthesised,,65812
3,,[r2, r3, r4, r5, r1],,[21, 32, 17, 21, 3],,noPlanSynthesised,,66090
3,,[r2, r3, r4, r5, r1],,[1, 32, 21, 10, 4],,noPlanSynthesised,,66385
3,,[r2, r3, r4, r5, r1],,[22, 34, 11, 19, 3],,noPlanSynthesised,,66817
3,,[r2, r3, r4, r5, r1],,[3, 41, 16, 4, 3],,noPlanSynthesised,,67237
3,,[r2, r3, r4, r5, r1],,[12, 114, 3, 1, 4],,noPlanSynthesised,,67555
3,,[r2, r3, r4, r5, r1],,[8, 103, 1, 17, 4],,noPlanSynthesised,,67797
3,,[r2, r3, r4, r5, r1],,[6, 113, 7, 16, 6],,noPlanSynthesised,,68162
3,,[r2, r3, r4, r5, r1],,[18, 41, 6, 20, 5],,noPlanSynthesised,,68468
3,,[r2, r3, r4, r5, r1],,[17, 87, 21, 23, 5],,noPlanSynthesised,,68647
3,,[r2, r3, r4, r5, r1],,[11, 89, 18, 9, 3],,noPlanSynthesised,,68878
3,,[r2, r3, r4, r5, r1],,[8, 64, 13, 5, 4],,noPlanSynthesised,,69135
3,,[r2, r3, r4, r5, r1],,[11, 90, 13, 15, 2],,noPlanSynthesised,,69432
3,,[r2, r3, r4, r5, r1],,[5, 57, 8, 2, 1],,noPlanSynthesised,,69766
3,,[r2, r3, r4, r5, r1],,[7, 5, 11, 19, 1],,noPlanSynthesised,,70454
3,,[r2, r3, r4, r5, r1],,[12, 59, 11, 20, 1],,noPlanSynthesised,,70782
3,,[r2, r3, r4, r5, r1],,[9, 65, 24, 18, 4],,noPlanSynthesised,,71333
3,,[r2, r3, r4, r5, r1],,[10, 31, 24, 9, 4],,noPlanSynthesised,,71584
3,,[r2, r3, r4, r5, r1],,[6, 56, 13, 23, 4],,noPlanSynthesised,,71881
3,,[r2, r3, r4, r5, r1],,[15, 94, 7, 22, 5],,noPlanSynthesised,,72143
3,,[r2, r3, r4, r5, r1],,[10, 70, 17, 6, 1],,noPlanSynthesised,,75402
3,,[r2, r3, r4, r5, r1],,[23, 64, 4, 5, 2],,noPlanSynthesised,,75688
3,,[r2, r3, r4, r5, r1],,[22, 59, 21, 1, 5],,noPlanSynthesised,,75814
3,,[r2, r3, r4, r5, r1],,[24, 84, 24, 21, 5],,noPlanSynthesised,,75886
3,,[r2, r3, r4, r5, r1],,[21, 26, 24, 16, 5],,noPlanSynthesised,,76046
3,,[r2, r3, r4, r5, r1],,[13, 18, 4, 24, 4],,noPlanSynthesised,,76242
3,,[r2, r3, r4, r5, r1],,[22, 42, 23, 19, 5],,noPlanSynthesised,,76338
3,,[r2, r3, r4, r5, r1],,[24, 44, 1, 21, 2],,noPlanSynthesised,,76450
3,,[r2, r3, r4, r5, r1],,[5, 118, 24, 2, 4],,noPlanSynthesised,,76560
3,,[r2, r3, r4, r5, r1],,[12, 96, 8, 8, 2],,noPlanSynthesised,,76700
3,,[r2, r3, r4, r5, r1],,[11, 50, 7, 7, 4],,noPlanSynthesised,,77395
3,,[r2, r3, r4, r5, r1],,[5, 44, 11, 1, 4],,noPlanSynthesised,,77579
3,,[r2, r3, r4, r5, r1],,[10, 57, 4, 17, 4],,noPlanSynthesised,,77788
3,,[r2, r3, r4, r5, r1],,[3, 40, 17, 19, 5],,noPlanSynthesised,,78105
3,,[r2, r3, r4, r5, r1],,[2, 109, 5, 22, 2],,noPlanSynthesised,,78335
3,,[r2, r3, r4, r5, r1],,[4, 96, 13, 3, 6],,noPlanSynthesised,,78770
3,,[r2, r3, r4, r5, r1],,[7, 93, 23, 4, 3],,noPlanSynthesised,,78943
3,,[r2, r3, r4, r5, r1],,[7, 18, 13, 19, 4],,noPlanSynthesised,,79238
3,,[r2, r3, r4, r5, r1],,[23, 61, 14, 10, 3],,noPlanSynthesised,,79437
3,,[r2, r3, r4, r5, r1],,[8, 13, 10, 12, 4],,noPlanSynthesised,,79603
3,,[r2, r3, r4, r5, r1],,[22, 31, 18, 5, 1],,noPlanSynthesised,,79968
3,,[r2, r3, r4, r5, r1],,[2, 85, 12, 24, 3],,noPlanSynthesised,,80540
3,,[r2, r3, r4, r5, r1],,[3, 50, 3, 12, 5],,noPlanSynthesised,,80837
3,,[r2, r3, r4, r5, r1],,[10, 119, 15, 18, 4],,noPlanSynthesised,,81038
3,,[r2, r3, r4, r5, r1],,[1, 17, 15, 24, 1],,noPlanSynthesised,,81202
3,,[r2, r3, r4, r5, r1],,[23, 21, 2, 22, 5],,noPlanSynthesised,,81385
3,,[r2, r3, r4, r5, r1],,[3, 74, 2, 2, 6],,noPlanSynthesised,,81637
3,,[r2, r3, r4, r5, r1],,[6, 97, 23, 8, 5],,noPlanSynthesised,,81806
3,,[r2, r3, r4, r5, r1],,[2, 85, 19, 5, 4],,noPlanSynthesised,,82087
3,,[r2, r3, r4, r5, r1],,[8, 63, 24, 20, 3],,noPlanSynthesised,,82374
3,,[r2, r3, r4, r5, r1],,[11, 60, 17, 1, 2],,noPlanSynthesised,,82602
3,,[r2, r3, r4, r5, r1],,[15, 107, 13, 7, 5],,noPlanSynthesised,,82806
3,,[r2, r3, r4, r5, r1],,[19, 95, 10, 3, 4],,noPlanSynthesised,,83378
3,,[r2, r3, r4, r5, r1],,[12, 102, 11, 13, 4],,noPlanSynthesised,,83619
3,,[r2, r3, r4, r5, r1],,[11, 48, 17, 11, 1],,noPlanSynthesised,,84334
3,,[r2, r3, r4, r5, r1],,[1, 86, 13, 3, 3],,noPlanSynthesised,,84573
3,,[r2, r3, r4, r5, r1],,[1, 63, 3, 2, 1],,noPlanSynthesised,,84764
3,,[r2, r3, r4, r5, r1],,[16, 87, 8, 10, 2],,noPlanSynthesised,,84883
3,,[r2, r3, r4, r5, r1],,[17, 63, 24, 5, 6],,noPlanSynthesised,,85028
3,,[r2, r3, r4, r5, r1],,[17, 99, 23, 2, 2],,noPlanSynthesised,,85121
3,,[r2, r3, r4, r5, r1],,[1, 42, 18, 5, 6],,noPlanSynthesised,,85211
3,,[r2, r3, r4, r5, r1],,[16, 55, 2, 13, 4],,noPlanSynthesised,,85539
3,,[r2, r3, r4, r5, r1],,[12, 34, 7, 7, 4],,noPlanSynthesised,,85681
3,,[r2, r3, r4, r5, r1],,[11, 75, 17, 6, 5],,noPlanSynthesised,,85854
