alloc,,robots,,perm,,reason,,time
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 4, 1, 1, 1, 1, 1, 613],,noPlanSynthesised,,233808
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 3, 1, 1, 2, 1, 1, 687],,noPlanSynthesised,,233830
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 6, 1, 1, 1, 1, 1, 718],,noPlanSynthesised,,233852
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 6, 1, 1, 1, 1, 1, 75],,noPlanSynthesised,,233879
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 2, 1, 1, 2, 1, 1, 522],,noPlanSynthesised,,233926
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 2, 1, 1, 2, 1, 1, 357],,noPlanSynthesised,,233976
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 1, 1, 1, 2, 1, 1, 323],,noPlanSynthesised,,234003
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 1, 1, 1, 2, 1, 1, 309],,noPlanSynthesised,,234021
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 1, 1, 1, 1, 1, 1, 181],,noPlanSynthesised,,234058
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 5, 1, 1, 2, 1, 1, 630],,noPlanSynthesised,,234109
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 5, 1, 1, 1, 1, 1, 537],,noPlanSynthesised,,234138
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 3, 1, 1, 1, 1, 1, 308],,noPlanSynthesised,,234173
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 4, 1, 1, 1, 1, 1, 42],,noPlanSynthesised,,234197
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 4, 1, 1, 1, 1, 1, 439],,noPlanSynthesised,,234242
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 6, 1, 1, 1, 1, 1, 563],,noPlanSynthesised,,234262
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 4, 1, 1, 2, 1, 1, 44],,noPlanSynthesised,,234284
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 5, 1, 1, 1, 1, 1, 654],,noPlanSynthesised,,234306
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 2, 1, 1, 2, 1, 1, 156],,noPlanSynthesised,,234346
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 2, 1, 1, 2, 1, 1, 229],,noPlanSynthesised,,234368
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 6, 1, 1, 2, 1, 1, 274],,noPlanSynthesised,,234387
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 1, 1, 1, 1, 1, 1, 564],,noPlanSynthesised,,234405
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 2, 1, 1, 1, 1, 1, 408],,noPlanSynthesised,,234570
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 3, 1, 1, 1, 1, 1, 164],,noPlanSynthesised,,234595
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 4, 1, 1, 1, 1, 1, 265],,noPlanSynthesised,,234628
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 1, 1, 1, 1, 1, 1, 575],,noPlanSynthesised,,253465
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 5, 1, 1, 2, 1, 1, 643],,noPlanSynthesised,,253576
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 1, 1, 1, 1, 1, 1, 197],,noPlanSynthesised,,253628
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 1, 1, 1, 2, 1, 1, 487],,noPlanSynthesised,,253752
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 1, 1, 1, 1, 1, 1, 6],,noPlanSynthesised,,253884
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 6, 1, 1, 2, 1, 1, 359],,noPlanSynthesised,,253941
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 4, 1, 1, 2, 1, 1, 555],,noPlanSynthesised,,253974
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 4, 1, 1, 2, 1, 1, 141],,noPlanSynthesised,,254000
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 1, 1, 1, 1, 1, 1, 448],,noPlanSynthesised,,254022
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 2, 1, 1, 1, 1, 1, 403],,noPlanSynthesised,,254057
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 5, 1, 1, 2, 1, 1, 638],,noPlanSynthesised,,254096
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 3, 1, 1, 2, 1, 1, 84],,noPlanSynthesised,,254146
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 2, 1, 1, 1, 1, 1, 513],,noPlanSynthesised,,254184
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 3, 1, 1, 2, 1, 1, 219],,noPlanSynthesised,,254215
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 3, 1, 1, 2, 1, 1, 547],,noPlanSynthesised,,254264
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 4, 1, 1, 1, 1, 1, 302],,noPlanSynthesised,,272685
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 3, 1, 1, 2, 1, 1, 132],,noPlanSynthesised,,272761
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 3, 1, 1, 2, 1, 1, 45],,noPlanSynthesised,,272808
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 2, 1, 1, 1, 1, 1, 427],,noPlanSynthesised,,272867
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 2, 1, 1, 1, 1, 1, 10],,noPlanSynthesised,,272889
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 4, 1, 1, 1, 1, 1, 449],,noPlanSynthesised,,272921
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 1, 1, 1, 1, 1, 1, 49],,noPlanSynthesised,,272962
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 6, 1, 1, 2, 1, 1, 450],,noPlanSynthesised,,272992
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 3, 1, 1, 2, 1, 1, 90],,noPlanSynthesised,,273033
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 1, 1, 1, 2, 1, 1, 71],,noPlanSynthesised,,273060
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 2, 1, 1, 1, 1, 1, 561],,noPlanSynthesised,,273098
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 5, 1, 1, 1, 1, 1, 491],,noPlanSynthesised,,273120
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 5, 1, 1, 1, 1, 1, 193],,noPlanSynthesised,,273150
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 2, 1, 1, 2, 1, 1, 697],,noPlanSynthesised,,273183
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 1, 1, 1, 2, 1, 1, 484],,noPlanSynthesised,,273202
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[4, 3, 1, 1, 1, 1, 1, 587],,noPlanSynthesised,,273230
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 3, 1, 1, 1, 1, 1, 244],,noPlanSynthesised,,273249
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 3, 1, 1, 1, 1, 1, 716],,noPlanSynthesised,,273277
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 1, 1, 1, 2, 1, 1, 91],,noPlanSynthesised,,273306
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 2, 1, 1, 1, 1, 1, 677],,noPlanSynthesised,,273325
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 2, 1, 1, 2, 1, 1, 646],,noPlanSynthesised,,273343
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 3, 1, 1, 1, 1, 1, 531],,noPlanSynthesised,,273361
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 2, 1, 1, 2, 1, 1, 173],,noPlanSynthesised,,273379
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[2, 4, 1, 1, 1, 1, 1, 606],,noPlanSynthesised,,273488
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[5, 5, 1, 1, 1, 1, 1, 171],,noPlanSynthesised,,273509
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 3, 1, 1, 1, 1, 1, 706],,noPlanSynthesised,,273527
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[3, 2, 1, 1, 2, 1, 1, 667],,noPlanSynthesised,,273561
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 4, 1, 1, 2, 1, 1, 393],,noPlanSynthesised,,273581
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 6, 1, 1, 1, 1, 1, 552],,noPlanSynthesised,,273612
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 3, 1, 1, 2, 1, 1, 158],,noPlanSynthesised,,273703
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 2, 1, 1, 2, 1, 1, 235],,noPlanSynthesised,,273791
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 6, 1, 1, 1, 1, 1, 570],,noPlanSynthesised,,273861
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[1, 5, 1, 1, 2, 1, 1, 176],,noPlanSynthesised,,273928
3,,[r2, r3, r4, r5, r6, r7, r8, r1],,[6, 2, 1, 1, 2, 1, 1, 714],,noPlanSynthesised,,273968
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[45, 92, 1, 1, 1, 1, 2, 1],,noPlanSynthesised,,274381
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[19, 108, 1, 1, 1, 1, 1, 2],,noPlanSynthesised,,274515
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[85, 108, 1, 1, 1, 1, 1, 1],,noPlanSynthesised,,274693
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[88, 51, 1, 1, 1, 1, 1, 2],,noPlanSynthesised,,274787
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[29, 54, 1, 1, 1, 1, 1, 1],,noPlanSynthesised,,274912
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[30, 87, 1, 1, 1, 1, 2, 2],,noPlanSynthesised,,275392
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[95, 24, 1, 1, 1, 1, 1, 1],,noPlanSynthesised,,275608
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[37, 119, 1, 1, 1, 1, 1, 2],,noPlanSynthesised,,275764
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[50, 106, 1, 1, 1, 1, 1, 1],,noPlanSynthesised,,275852
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[102, 50, 1, 1, 1, 1, 2, 1],,noPlanSynthesised,,276230
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[39, 17, 1, 1, 1, 1, 1, 1],,noPlanSynthesised,,276371
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[105, 77, 1, 1, 1, 1, 2, 1],,noPlanSynthesised,,276650
4,,[r2, r3, r4, r5, r6, r7, r8, r1],,[86, 29, 1, 1, 1, 1, 1, 2],,noPlanSynthesised,,276805
