alloc,,robots,,perm,,reason,,time
1,,[r2, r3, r4, r5, r1],,[1, 2, 59, 79, 2908],,noPlanSynthesised,,3895
1,,[r2, r3, r4, r5, r1],,[1, 3, 18, 92, 1611],,noPlanSynthesised,,11786
1,,[r2, r3, r4, r5, r1],,[1, 6, 18, 73, 3246],,noPlanSynthesised,,11873
1,,[r2, r3, r4, r5, r1],,[2, 1, 35, 117, 1995],,noPlanSynthesised,,11995
1,,[r2, r3, r4, r5, r1],,[1, 3, 44, 75, 1432],,noPlanSynthesised,,12097
1,,[r2, r3, r4, r5, r1],,[1, 1, 103, 72, 4412],,noPlanSynthesised,,12186
1,,[r2, r3, r4, r5, r1],,[2, 5, 114, 31, 2518],,noPlanSynthesised,,12266
1,,[r2, r3, r4, r5, r1],,[1, 2, 57, 51, 826],,noPlanSynthesised,,12362
1,,[r2, r3, r4, r5, r1],,[1, 3, 113, 47, 4565],,noPlanSynthesised,,12445
1,,[r2, r3, r4, r5, r1],,[2, 5, 117, 110, 1693],,noPlanSynthesised,,12561
1,,[r2, r3, r4, r5, r1],,[2, 4, 30, 86, 692],,noPlanSynthesised,,12661
1,,[r2, r3, r4, r5, r1],,[2, 5, 61, 65, 786],,noPlanSynthesised,,12755
1,,[r2, r3, r4, r5, r1],,[2, 6, 87, 59, 1407],,noPlanSynthesised,,12844
1,,[r2, r3, r4, r5, r1],,[2, 6, 91, 84, 3422],,noPlanSynthesised,,12954
1,,[r2, r3, r4, r5, r1],,[1, 1, 96, 90, 3376],,noPlanSynthesised,,13056
1,,[r2, r3, r4, r5, r1],,[1, 5, 103, 4, 4184],,noPlanSynthesised,,13156
1,,[r2, r3, r4, r5, r1],,[2, 5, 82, 24, 3286],,noPlanSynthesised,,13261
1,,[r2, r3, r4, r5, r1],,[1, 2, 77, 24, 4860],,noPlanSynthesised,,13333
1,,[r2, r3, r4, r5, r1],,[2, 6, 80, 117, 1680],,noPlanSynthesised,,13735
1,,[r2, r3, r4, r5, r1],,[2, 5, 41, 65, 4557],,noPlanSynthesised,,13868
1,,[r2, r3, r4, r5, r1],,[1, 2, 112, 69, 741],,noPlanSynthesised,,13954
1,,[r2, r3, r4, r5, r1],,[2, 4, 47, 86, 2926],,noPlanSynthesised,,14322
1,,[r2, r3, r4, r5, r1],,[1, 5, 115, 118, 4153],,noPlanSynthesised,,14408
1,,[r2, r3, r4, r5, r1],,[1, 3, 92, 55, 3390],,noPlanSynthesised,,14474
1,,[r2, r3, r4, r5, r1],,[2, 4, 99, 49, 2358],,noPlanSynthesised,,14561
1,,[r2, r3, r4, r5, r1],,[2, 5, 78, 97, 1371],,noPlanSynthesised,,14649
1,,[r2, r3, r4, r5, r1],,[2, 1, 31, 84, 2644],,noPlanSynthesised,,14729
1,,[r2, r3, r4, r5, r1],,[1, 1, 3, 81, 2711],,noPlanSynthesised,,14810
1,,[r2, r3, r4, r5, r1],,[2, 1, 91, 17, 286],,noPlanSynthesised,,14897
1,,[r2, r3, r4, r5, r1],,[1, 6, 8, 52, 2134],,noPlanSynthesised,,14969
1,,[r2, r3, r4, r5, r1],,[2, 1, 103, 57, 3403],,noPlanSynthesised,,15133
1,,[r2, r3, r4, r5, r1],,[2, 6, 11, 94, 4278],,noPlanSynthesised,,15282
1,,[r2, r3, r4, r5, r1],,[2, 2, 103, 97, 4389],,noPlanSynthesised,,15421
1,,[r2, r3, r4, r5, r1],,[2, 4, 5, 75, 2027],,noPlanSynthesised,,15523
1,,[r2, r3, r4, r5, r1],,[1, 5, 112, 26, 830],,noPlanSynthesised,,15622
1,,[r2, r3, r4, r5, r1],,[2, 5, 61, 47, 1917],,noPlanSynthesised,,15733
1,,[r2, r3, r4, r5, r1],,[2, 3, 56, 88, 3221],,noPlanSynthesised,,15821
1,,[r2, r3, r4, r5, r1],,[2, 5, 30, 74, 2370],,noPlanSynthesised,,15897
1,,[r2, r3, r4, r5, r1],,[2, 4, 38, 43, 646],,noPlanSynthesised,,15981
1,,[r2, r3, r4, r5, r1],,[2, 3, 51, 13, 1375],,noPlanSynthesised,,16050
1,,[r2, r3, r4, r5, r1],,[1, 1, 18, 93, 1902],,noPlanSynthesised,,16127
1,,[r2, r3, r4, r5, r1],,[2, 6, 34, 2, 2304],,noPlanSynthesised,,16224
1,,[r2, r3, r4, r5, r1],,[1, 4, 110, 64, 4917],,noPlanSynthesised,,16321
1,,[r2, r3, r4, r5, r1],,[2, 5, 79, 60, 4812],,noPlanSynthesised,,16420
1,,[r2, r3, r4, r5, r1],,[2, 1, 55, 103, 404],,noPlanSynthesised,,16494
1,,[r2, r3, r4, r5, r1],,[2, 5, 72, 11, 413],,noPlanSynthesised,,16741
1,,[r2, r3, r4, r5, r1],,[1, 2, 88, 78, 840],,noPlanSynthesised,,16900
1,,[r2, r3, r4, r5, r1],,[2, 6, 50, 88, 4600],,noPlanSynthesised,,16997
1,,[r2, r3, r4, r5, r1],,[2, 2, 41, 33, 2582],,noPlanSynthesised,,17088
1,,[r2, r3, r4, r5, r1],,[2, 6, 72, 106, 4481],,noPlanSynthesised,,17163
1,,[r2, r3, r4, r5, r1],,[1, 6, 32, 58, 650],,noPlanSynthesised,,17227
1,,[r2, r3, r4, r5, r1],,[2, 5, 1, 114, 3591],,noPlanSynthesised,,17328
1,,[r2, r3, r4, r5, r1],,[2, 2, 92, 91, 620],,noPlanSynthesised,,17398
1,,[r2, r3, r4, r5, r1],,[2, 6, 43, 64, 1305],,noPlanSynthesised,,17465
1,,[r2, r3, r4, r5, r1],,[1, 1, 89, 8, 197],,noPlanSynthesised,,17551
1,,[r2, r3, r4, r5, r1],,[2, 5, 50, 86, 4372],,noPlanSynthesised,,17643
1,,[r2, r3, r4, r5, r1],,[1, 1, 6, 44, 875],,noPlanSynthesised,,17844
1,,[r2, r3, r4, r5, r1],,[2, 5, 33, 37, 422],,noPlanSynthesised,,18070
1,,[r2, r3, r4, r5, r1],,[1, 4, 118, 60, 1799],,noPlanSynthesised,,18165
1,,[r2, r3, r4, r5, r1],,[2, 1, 100, 92, 1344],,noPlanSynthesised,,18407
1,,[r2, r3, r4, r5, r1],,[1, 6, 59, 52, 1991],,noPlanSynthesised,,18502
1,,[r2, r3, r4, r5, r1],,[1, 2, 65, 7, 1877],,noPlanSynthesised,,18595
1,,[r2, r3, r4, r5, r1],,[2, 6, 14, 46, 431],,noPlanSynthesised,,18688
1,,[r2, r3, r4, r5, r1],,[1, 4, 30, 48, 3046],,noPlanSynthesised,,18785
1,,[r2, r3, r4, r5, r1],,[2, 1, 113, 87, 805],,noPlanSynthesised,,19090
1,,[r2, r3, r4, r5, r1],,[2, 6, 84, 34, 153],,noPlanSynthesised,,19238
1,,[r2, r3, r4, r5, r1],,[1, 5, 76, 103, 4435],,noPlanSynthesised,,19337
1,,[r2, r3, r4, r5, r1],,[1, 4, 87, 72, 1915],,noPlanSynthesised,,19406
1,,[r2, r3, r4, r5, r1],,[1, 2, 45, 100, 1437],,noPlanSynthesised,,19454
1,,[r2, r3, r4, r5, r1],,[1, 6, 115, 21, 2902],,noPlanSynthesised,,19512
1,,[r2, r3, r4, r5, r1],,[2, 4, 48, 65, 4655],,noPlanSynthesised,,19736
1,,[r2, r3, r4, r5, r1],,[2, 2, 11, 114, 4660],,noPlanSynthesised,,19824
1,,[r2, r3, r4, r5, r1],,[2, 3, 32, 44, 2392],,noPlanSynthesised,,19896
1,,[r2, r3, r4, r5, r1],,[2, 2, 64, 6, 4391],,noPlanSynthesised,,19984
1,,[r2, r3, r4, r5, r1],,[1, 2, 93, 11, 1099],,noPlanSynthesised,,20101
1,,[r2, r3, r4, r5, r1],,[2, 3, 62, 104, 1169],,noPlanSynthesised,,20237
1,,[r2, r3, r4, r5, r1],,[1, 4, 97, 118, 3275],,noPlanSynthesised,,20333
1,,[r2, r3, r4, r5, r1],,[2, 2, 66, 75, 4352],,noPlanSynthesised,,20407
1,,[r2, r3, r4, r5, r1],,[1, 2, 63, 106, 3833],,noPlanSynthesised,,20473
1,,[r2, r3, r4, r5, r1],,[1, 5, 49, 72, 38],,noPlanSynthesised,,20528
1,,[r2, r3, r4, r5, r1],,[2, 1, 111, 16, 2992],,noPlanSynthesised,,20603
1,,[r2, r3, r4, r5, r1],,[2, 1, 112, 86, 4030],,noPlanSynthesised,,20666
1,,[r2, r3, r4, r5, r1],,[1, 6, 16, 68, 2666],,noPlanSynthesised,,20740
1,,[r2, r3, r4, r5, r1],,[1, 5, 114, 44, 2392],,noPlanSynthesised,,20813
1,,[r2, r3, r4, r5, r1],,[1, 2, 19, 65, 957],,noPlanSynthesised,,20880
1,,[r2, r3, r4, r5, r1],,[2, 1, 55, 60, 5019],,noPlanSynthesised,,20951
1,,[r2, r3, r4, r5, r1],,[1, 2, 87, 39, 2988],,noPlanSynthesised,,21038
1,,[r2, r3, r4, r5, r1],,[1, 5, 17, 106, 3797],,noPlanSynthesised,,21104
1,,[r2, r3, r4, r5, r1],,[1, 2, 88, 58, 1460],,noPlanSynthesised,,21226
1,,[r2, r3, r4, r5, r1],,[2, 3, 47, 18, 3359],,noPlanSynthesised,,21334
1,,[r2, r3, r4, r5, r1],,[2, 2, 94, 111, 1361],,noPlanSynthesised,,21411
1,,[r2, r3, r4, r5, r1],,[1, 5, 6, 17, 1677],,noPlanSynthesised,,21460
1,,[r2, r3, r4, r5, r1],,[2, 4, 48, 28, 2533],,noPlanSynthesised,,21546
1,,[r2, r3, r4, r5, r1],,[1, 2, 48, 101, 1168],,noPlanSynthesised,,21620
1,,[r2, r3, r4, r5, r1],,[2, 1, 31, 29, 911],,noPlanSynthesised,,21711
1,,[r2, r3, r4, r5, r1],,[2, 5, 70, 89, 1662],,noPlanSynthesised,,21789
1,,[r2, r3, r4, r5, r1],,[1, 1, 44, 116, 4211],,noPlanSynthesised,,21856
1,,[r2, r3, r4, r5, r1],,[2, 1, 67, 20, 4107],,noPlanSynthesised,,21929
1,,[r2, r3, r4, r5, r1],,[1, 1, 17, 75, 719],,noPlanSynthesised,,22003
1,,[r2, r3, r4, r5, r1],,[2, 5, 21, 4, 524],,noPlanSynthesised,,22110
1,,[r2, r3, r4, r5, r1],,[1, 1, 87, 73, 2305],,noPlanSynthesised,,22212
1,,[r2, r3, r4, r5, r1],,[2, 2, 35, 67, 3931],,noPlanSynthesised,,22285
1,,[r2, r3, r4, r5, r1],,[1, 5, 52, 45, 1653],,noPlanSynthesised,,22348
1,,[r2, r3, r4, r5, r1],,[1, 3, 118, 95, 109],,noPlanSynthesised,,22406
1,,[r2, r3, r4, r5, r1],,[2, 3, 31, 55, 585],,noPlanSynthesised,,22477
1,,[r2, r3, r4, r5, r1],,[2, 3, 75, 6, 167],,noPlanSynthesised,,22557
1,,[r2, r3, r4, r5, r1],,[1, 3, 70, 43, 4170],,noPlanSynthesised,,22629
1,,[r2, r3, r4, r5, r1],,[1, 3, 62, 63, 1555],,noPlanSynthesised,,22931
1,,[r2, r3, r4, r5, r1],,[2, 1, 1, 100, 1033],,noPlanSynthesised,,23007
1,,[r2, r3, r4, r5, r1],,[1, 2, 98, 120, 2057],,noPlanSynthesised,,23073
1,,[r2, r3, r4, r5, r1],,[2, 5, 113, 74, 2233],,noPlanSynthesised,,23207
1,,[r2, r3, r4, r5, r1],,[2, 2, 104, 97, 1044],,noPlanSynthesised,,23283
1,,[r2, r3, r4, r5, r1],,[1, 1, 40, 32, 650],,noPlanSynthesised,,23351
1,,[r2, r3, r4, r5, r1],,[2, 3, 66, 31, 2137],,noPlanSynthesised,,23423
1,,[r2, r3, r4, r5, r1],,[2, 5, 116, 112, 4260],,noPlanSynthesised,,23492
1,,[r2, r3, r4, r5, r1],,[2, 2, 26, 114, 1941],,noPlanSynthesised,,23588
1,,[r2, r3, r4, r5, r1],,[2, 6, 105, 99, 3214],,noPlanSynthesised,,23711
1,,[r2, r3, r4, r5, r1],,[2, 4, 112, 118, 2649],,noPlanSynthesised,,23800
1,,[r2, r3, r4, r5, r1],,[1, 5, 10, 62, 4897],,noPlanSynthesised,,23882
1,,[r2, r3, r4, r5, r1],,[2, 2, 101, 16, 4516],,noPlanSynthesised,,23993
1,,[r2, r3, r4, r5, r1],,[1, 3, 86, 71, 964],,noPlanSynthesised,,24073
1,,[r2, r3, r4, r5, r1],,[1, 1, 108, 79, 2730],,noPlanSynthesised,,24257
1,,[r2, r3, r4, r5, r1],,[2, 6, 18, 49, 4599],,noPlanSynthesised,,24363
1,,[r2, r3, r4, r5, r1],,[2, 4, 50, 27, 4691],,noPlanSynthesised,,24455
1,,[r2, r3, r4, r5, r1],,[2, 3, 93, 21, 187],,noPlanSynthesised,,24533
1,,[r2, r3, r4, r5, r1],,[2, 3, 104, 106, 2716],,noPlanSynthesised,,24897
1,,[r2, r3, r4, r5, r1],,[1, 3, 12, 18, 2479],,noPlanSynthesised,,25153
1,,[r2, r3, r4, r5, r1],,[1, 3, 49, 75, 4016],,noPlanSynthesised,,25261
1,,[r2, r3, r4, r5, r1],,[1, 2, 20, 60, 1],,noPlanSynthesised,,25398
1,,[r2, r3, r4, r5, r1],,[2, 6, 93, 21, 4740],,noPlanSynthesised,,25488
1,,[r2, r3, r4, r5, r1],,[2, 3, 13, 60, 1256],,noPlanSynthesised,,25551
1,,[r2, r3, r4, r5, r1],,[1, 3, 35, 55, 3794],,noPlanSynthesised,,25658
1,,[r2, r3, r4, r5, r1],,[2, 6, 66, 21, 4855],,noPlanSynthesised,,25735
1,,[r2, r3, r4, r5, r1],,[2, 1, 98, 82, 2631],,noPlanSynthesised,,25815
1,,[r2, r3, r4, r5, r1],,[2, 5, 31, 116, 427],,noPlanSynthesised,,26026
1,,[r2, r3, r4, r5, r1],,[1, 1, 80, 110, 15],,noPlanSynthesised,,26137
1,,[r2, r3, r4, r5, r1],,[1, 1, 61, 58, 4291],,noPlanSynthesised,,26232
1,,[r2, r3, r4, r5, r1],,[2, 6, 103, 15, 5027],,noPlanSynthesised,,26312
1,,[r2, r3, r4, r5, r1],,[1, 6, 15, 107, 1687],,noPlanSynthesised,,26593
1,,[r2, r3, r4, r5, r1],,[1, 2, 100, 29, 473],,noPlanSynthesised,,26666
1,,[r2, r3, r4, r5, r1],,[1, 4, 83, 69, 913],,noPlanSynthesised,,26731
1,,[r2, r3, r4, r5, r1],,[2, 1, 119, 86, 4365],,noPlanSynthesised,,26802
1,,[r2, r3, r4, r5, r1],,[1, 3, 75, 48, 2921],,noPlanSynthesised,,26854
1,,[r2, r3, r4, r5, r1],,[1, 5, 67, 6, 2920],,noPlanSynthesised,,26890
1,,[r2, r3, r4, r5, r1],,[1, 5, 103, 94, 3830],,noPlanSynthesised,,26943
1,,[r2, r3, r4, r5, r1],,[1, 5, 75, 26, 4774],,noPlanSynthesised,,27028
1,,[r2, r3, r4, r5, r1],,[2, 6, 112, 18, 2828],,noPlanSynthesised,,27098
1,,[r2, r3, r4, r5, r1],,[1, 6, 92, 25, 1105],,noPlanSynthesised,,27154
1,,[r2, r3, r4, r5, r1],,[2, 6, 11, 29, 2850],,noPlanSynthesised,,27277
1,,[r2, r3, r4, r5, r1],,[2, 6, 17, 90, 1543],,noPlanSynthesised,,27343
1,,[r2, r3, r4, r5, r1],,[2, 6, 102, 2, 249],,noPlanSynthesised,,27409
1,,[r2, r3, r4, r5, r1],,[1, 2, 42, 74, 3957],,noPlanSynthesised,,27500
1,,[r2, r3, r4, r5, r1],,[1, 6, 12, 30, 2657],,noPlanSynthesised,,27574
1,,[r2, r3, r4, r5, r1],,[1, 4, 84, 85, 1148],,noPlanSynthesised,,27673
1,,[r2, r3, r4, r5, r1],,[2, 2, 32, 5, 139],,noPlanSynthesised,,27801
1,,[r2, r3, r4, r5, r1],,[1, 6, 110, 55, 2741],,noPlanSynthesised,,27870
1,,[r2, r3, r4, r5, r1],,[2, 4, 22, 27, 3614],,noPlanSynthesised,,27949
1,,[r2, r3, r4, r5, r1],,[2, 4, 53, 74, 2461],,noPlanSynthesised,,28018
1,,[r2, r3, r4, r5, r1],,[1, 2, 75, 71, 4066],,noPlanSynthesised,,28095
1,,[r2, r3, r4, r5, r1],,[2, 6, 33, 67, 4561],,noPlanSynthesised,,28228
1,,[r2, r3, r4, r5, r1],,[1, 6, 92, 108, 1877],,noPlanSynthesised,,28315
1,,[r2, r3, r4, r5, r1],,[2, 3, 24, 74, 4137],,noPlanSynthesised,,28401
1,,[r2, r3, r4, r5, r1],,[2, 1, 50, 36, 4257],,noPlanSynthesised,,28500
1,,[r2, r3, r4, r5, r1],,[2, 5, 78, 108, 2401],,noPlanSynthesised,,28607
1,,[r2, r3, r4, r5, r1],,[1, 3, 115, 26, 3155],,noPlanSynthesised,,28688
1,,[r2, r3, r4, r5, r1],,[1, 6, 59, 12, 3740],,noPlanSynthesised,,28739
1,,[r2, r3, r4, r5, r1],,[1, 3, 108, 41, 805],,noPlanSynthesised,,29102
1,,[r2, r3, r4, r5, r1],,[1, 6, 53, 117, 4940],,noPlanSynthesised,,29241
1,,[r2, r3, r4, r5, r1],,[1, 6, 68, 58, 5003],,noPlanSynthesised,,29327
1,,[r2, r3, r4, r5, r1],,[2, 5, 88, 69, 960],,noPlanSynthesised,,29427
1,,[r2, r3, r4, r5, r1],,[1, 4, 66, 72, 1493],,noPlanSynthesised,,29497
1,,[r2, r3, r4, r5, r1],,[2, 1, 107, 24, 3829],,noPlanSynthesised,,29599
1,,[r2, r3, r4, r5, r1],,[2, 6, 92, 102, 2375],,noPlanSynthesised,,29687
1,,[r2, r3, r4, r5, r1],,[1, 2, 10, 33, 5008],,noPlanSynthesised,,29752
1,,[r2, r3, r4, r5, r1],,[1, 5, 105, 82, 1936],,noPlanSynthesised,,29820
1,,[r2, r3, r4, r5, r1],,[1, 2, 109, 67, 4100],,noPlanSynthesised,,29876
1,,[r2, r3, r4, r5, r1],,[2, 5, 17, 101, 345],,noPlanSynthesised,,29980
1,,[r2, r3, r4, r5, r1],,[2, 2, 117, 42, 7],,noPlanSynthesised,,30262
1,,[r2, r3, r4, r5, r1],,[2, 5, 112, 21, 2999],,noPlanSynthesised,,30363
1,,[r2, r3, r4, r5, r1],,[1, 1, 4, 69, 3105],,noPlanSynthesised,,30419
1,,[r2, r3, r4, r5, r1],,[1, 5, 108, 27, 158],,noPlanSynthesised,,30482
1,,[r2, r3, r4, r5, r1],,[2, 2, 71, 28, 2584],,noPlanSynthesised,,30575
1,,[r2, r3, r4, r5, r1],,[1, 6, 14, 5, 1192],,noPlanSynthesised,,30648
1,,[r2, r3, r4, r5, r1],,[1, 3, 43, 22, 1339],,noPlanSynthesised,,30723
1,,[r2, r3, r4, r5, r1],,[2, 2, 37, 12, 2814],,noPlanSynthesised,,30950
1,,[r2, r3, r4, r5, r1],,[2, 6, 51, 10, 2520],,noPlanSynthesised,,31359
1,,[r2, r3, r4, r5, r1],,[2, 4, 74, 104, 595],,noPlanSynthesised,,31480
1,,[r2, r3, r4, r5, r1],,[1, 6, 61, 64, 3976],,noPlanSynthesised,,31580
1,,[r2, r3, r4, r5, r1],,[1, 3, 119, 75, 673],,noPlanSynthesised,,31851
1,,[r2, r3, r4, r5, r1],,[1, 3, 4, 41, 1863],,noPlanSynthesised,,31944
1,,[r2, r3, r4, r5, r1],,[1, 3, 40, 26, 4237],,noPlanSynthesised,,32029
1,,[r2, r3, r4, r5, r1],,[2, 4, 11, 38, 4358],,noPlanSynthesised,,32130
1,,[r2, r3, r4, r5, r1],,[2, 1, 97, 88, 2977],,noPlanSynthesised,,32256
1,,[r2, r3, r4, r5, r1],,[1, 6, 7, 38, 428],,noPlanSynthesised,,32325
1,,[r2, r3, r4, r5, r1],,[1, 6, 93, 32, 1390],,noPlanSynthesised,,32365
1,,[r2, r3, r4, r5, r1],,[1, 3, 33, 103, 1230],,noPlanSynthesised,,32418
1,,[r2, r3, r4, r5, r1],,[1, 1, 101, 94, 2119],,noPlanSynthesised,,32461
1,,[r2, r3, r4, r5, r1],,[2, 2, 51, 38, 1055],,noPlanSynthesised,,32532
1,,[r2, r3, r4, r5, r1],,[2, 3, 55, 40, 233],,noPlanSynthesised,,32625
1,,[r2, r3, r4, r5, r1],,[1, 4, 88, 6, 1401],,noPlanSynthesised,,32702
1,,[r2, r3, r4, r5, r1],,[2, 6, 72, 75, 69],,noPlanSynthesised,,32780
1,,[r2, r3, r4, r5, r1],,[2, 2, 82, 114, 1520],,noPlanSynthesised,,32876
1,,[r2, r3, r4, r5, r1],,[2, 1, 13, 14, 583],,noPlanSynthesised,,32992
1,,[r2, r3, r4, r5, r1],,[1, 5, 55, 82, 4779],,noPlanSynthesised,,33072
1,,[r2, r3, r4, r5, r1],,[1, 2, 111, 9, 2960],,noPlanSynthesised,,33180
1,,[r2, r3, r4, r5, r1],,[1, 6, 2, 21, 2181],,noPlanSynthesised,,33255
1,,[r2, r3, r4, r5, r1],,[2, 3, 86, 11, 2128],,noPlanSynthesised,,33611
