alloc,,robots,,perm,,reason,,time
1,,[r2, r3, r4, r5, r1],,[1, 102, 5, 5, 1431],,noPlanSynthesised,,5040
1,,[r2, r3, r4, r5, r1],,[1, 79, 1, 5, 3961],,noPlanSynthesised,,58364
1,,[r2, r3, r4, r5, r1],,[2, 32, 3, 3, 3855],,noPlanSynthesised,,59420
1,,[r2, r3, r4, r5, r1],,[4, 74, 2, 6, 1078],,noPlanSynthesised,,60442
1,,[r2, r3, r4, r5, r1],,[1, 43, 6, 2, 4815],,noPlanSynthesised,,61522
1,,[r2, r3, r4, r5, r1],,[6, 1, 4, 6, 4380],,noPlanSynthesised,,62524
1,,[r2, r3, r4, r5, r1],,[1, 45, 2, 3, 943],,noPlanSynthesised,,63487
1,,[r2, r3, r4, r5, r1],,[6, 107, 1, 4, 4193],,noPlanSynthesised,,64500
1,,[r2, r3, r4, r5, r1],,[5, 33, 4, 4, 2256],,noPlanSynthesised,,66054
1,,[r2, r3, r4, r5, r1],,[6, 28, 5, 4, 4882],,noPlanSynthesised,,66857
1,,[r2, r3, r4, r5, r1],,[5, 61, 6, 5, 693],,noPlanSynthesised,,67978
1,,[r2, r3, r4, r5, r1],,[1, 89, 3, 6, 875],,noPlanSynthesised,,69008
1,,[r2, r3, r4, r5, r1],,[4, 97, 2, 1, 3153],,noPlanSynthesised,,70283
1,,[r2, r3, r4, r5, r1],,[2, 18, 1, 1, 2851],,noPlanSynthesised,,71536
1,,[r2, r3, r4, r5, r1],,[6, 111, 6, 6, 165],,noPlanSynthesised,,72440
1,,[r2, r3, r4, r5, r1],,[5, 105, 1, 5, 4228],,noPlanSynthesised,,73433
1,,[r2, r3, r4, r5, r1],,[4, 67, 6, 2, 4536],,noPlanSynthesised,,74516
1,,[r2, r3, r4, r5, r1],,[3, 35, 1, 3, 369],,noPlanSynthesised,,75422
1,,[r2, r3, r4, r5, r1],,[4, 110, 4, 2, 4317],,noPlanSynthesised,,76481
1,,[r2, r3, r4, r5, r1],,[6, 44, 4, 4, 672],,noPlanSynthesised,,77491
1,,[r2, r3, r4, r5, r1],,[2, 105, 3, 5, 1132],,noPlanSynthesised,,78569
1,,[r2, r3, r4, r5, r1],,[3, 103, 6, 6, 1465],,noPlanSynthesised,,79379
1,,[r2, r3, r4, r5, r1],,[6, 19, 2, 4, 1843],,noPlanSynthesised,,80143
1,,[r2, r3, r4, r5, r1],,[2, 57, 5, 2, 1837],,noPlanSynthesised,,82203
1,,[r2, r3, r4, r5, r1],,[1, 85, 2, 6, 4243],,noPlanSynthesised,,83076
1,,[r2, r3, r4, r5, r1],,[5, 19, 4, 5, 2021],,noPlanSynthesised,,84088
1,,[r2, r3, r4, r5, r1],,[4, 84, 3, 1, 1225],,noPlanSynthesised,,85272
1,,[r2, r3, r4, r5, r1],,[5, 79, 4, 5, 997],,noPlanSynthesised,,86951
1,,[r2, r3, r4, r5, r1],,[2, 94, 4, 4, 2270],,noPlanSynthesised,,88377
1,,[r2, r3, r4, r5, r1],,[6, 63, 5, 6, 2594],,noPlanSynthesised,,89096
1,,[r2, r3, r4, r5, r1],,[5, 63, 3, 4, 3900],,noPlanSynthesised,,92063
1,,[r2, r3, r4, r5, r1],,[3, 81, 1, 3, 4700],,noPlanSynthesised,,92980
1,,[r2, r3, r4, r5, r1],,[6, 8, 6, 4, 2651],,noPlanSynthesised,,93724
1,,[r2, r3, r4, r5, r1],,[6, 83, 2, 6, 5035],,noPlanSynthesised,,94485
1,,[r2, r3, r4, r5, r1],,[5, 7, 3, 3, 3995],,noPlanSynthesised,,95602
1,,[r2, r3, r4, r5, r1],,[2, 26, 6, 6, 918],,noPlanSynthesised,,97436
1,,[r2, r3, r4, r5, r1],,[1, 102, 4, 1, 41],,noPlanSynthesised,,98689
1,,[r2, r3, r4, r5, r1],,[1, 35, 2, 1, 4464],,noPlanSynthesised,,99550
1,,[r2, r3, r4, r5, r1],,[6, 90, 5, 6, 2642],,noPlanSynthesised,,100329
1,,[r2, r3, r4, r5, r1],,[2, 41, 4, 1, 2185],,noPlanSynthesised,,101552
1,,[r2, r3, r4, r5, r1],,[6, 103, 6, 3, 4985],,noPlanSynthesised,,102394
1,,[r2, r3, r4, r5, r1],,[4, 49, 5, 2, 294],,noPlanSynthesised,,103477
1,,[r2, r3, r4, r5, r1],,[2, 68, 1, 1, 3079],,noPlanSynthesised,,105704
1,,[r2, r3, r4, r5, r1],,[1, 87, 3, 1, 3674],,noPlanSynthesised,,106519
1,,[r2, r3, r4, r5, r1],,[3, 42, 1, 6, 2000],,noPlanSynthesised,,107324
1,,[r2, r3, r4, r5, r1],,[3, 103, 6, 2, 2715],,noPlanSynthesised,,108170
1,,[r2, r3, r4, r5, r1],,[5, 44, 1, 6, 3885],,noPlanSynthesised,,109272
1,,[r2, r3, r4, r5, r1],,[5, 52, 1, 6, 4005],,noPlanSynthesised,,111058
1,,[r2, r3, r4, r5, r1],,[4, 111, 1, 1, 3418],,noPlanSynthesised,,112588
1,,[r2, r3, r4, r5, r1],,[5, 31, 2, 1, 4998],,noPlanSynthesised,,113694
1,,[r2, r3, r4, r5, r1],,[6, 89, 6, 4, 2709],,noPlanSynthesised,,114445
1,,[r2, r3, r4, r5, r1],,[3, 32, 3, 2, 2238],,noPlanSynthesised,,115279
1,,[r2, r3, r4, r5, r1],,[3, 115, 2, 4, 4617],,noPlanSynthesised,,116025
1,,[r2, r3, r4, r5, r1],,[2, 90, 6, 2, 2601],,noPlanSynthesised,,116749
1,,[r2, r3, r4, r5, r1],,[6, 103, 2, 2, 2515],,noPlanSynthesised,,117569
1,,[r2, r3, r4, r5, r1],,[5, 117, 6, 3, 3999],,noPlanSynthesised,,118617
1,,[r2, r3, r4, r5, r1],,[3, 31, 5, 3, 3724],,noPlanSynthesised,,119430
1,,[r2, r3, r4, r5, r1],,[2, 29, 3, 2, 2981],,noPlanSynthesised,,120913
1,,[r2, r3, r4, r5, r1],,[3, 35, 3, 4, 2589],,noPlanSynthesised,,121710
2,,[r2, r3, r4, r5, r1],,[190, 715, 1, 2, 3],,noPlanSynthesised,,122687
2,,[r2, r3, r4, r5, r1],,[212, 614, 1, 5, 5],,noPlanSynthesised,,123487
2,,[r2, r3, r4, r5, r1],,[283, 514, 3, 2, 2],,noPlanSynthesised,,125450
2,,[r2, r3, r4, r5, r1],,[51, 169, 3, 3, 1],,noPlanSynthesised,,126316
2,,[r2, r3, r4, r5, r1],,[224, 92, 4, 1, 6],,noPlanSynthesised,,127495
2,,[r2, r3, r4, r5, r1],,[386, 585, 1, 5, 5],,noPlanSynthesised,,128417
2,,[r2, r3, r4, r5, r1],,[624, 363, 1, 4, 4],,noPlanSynthesised,,129229
2,,[r2, r3, r4, r5, r1],,[11, 230, 6, 4, 1],,noPlanSynthesised,,129875
2,,[r2, r3, r4, r5, r1],,[522, 247, 3, 6, 3],,noPlanSynthesised,,131596
2,,[r2, r3, r4, r5, r1],,[70, 512, 1, 4, 5],,noPlanSynthesised,,132410
2,,[r2, r3, r4, r5, r1],,[351, 219, 2, 1, 4],,noPlanSynthesised,,133213
2,,[r2, r3, r4, r5, r1],,[48, 383, 3, 3, 5],,noPlanSynthesised,,133819
2,,[r2, r3, r4, r5, r1],,[554, 457, 4, 1, 1],,noPlanSynthesised,,135011
2,,[r2, r3, r4, r5, r1],,[480, 175, 1, 6, 4],,noPlanSynthesised,,135863
2,,[r2, r3, r4, r5, r1],,[703, 14, 4, 5, 4],,noPlanSynthesised,,138463
2,,[r2, r3, r4, r5, r1],,[95, 253, 4, 2, 6],,noPlanSynthesised,,139322
2,,[r2, r3, r4, r5, r1],,[246, 221, 2, 5, 3],,noPlanSynthesised,,140088
2,,[r2, r3, r4, r5, r1],,[174, 538, 2, 6, 3],,noPlanSynthesised,,140819
2,,[r2, r3, r4, r5, r1],,[594, 495, 3, 2, 4],,noPlanSynthesised,,141452
2,,[r2, r3, r4, r5, r1],,[707, 394, 4, 3, 5],,noPlanSynthesised,,142095
2,,[r2, r3, r4, r5, r1],,[366, 677, 5, 4, 1],,noPlanSynthesised,,142769
2,,[r2, r3, r4, r5, r1],,[695, 718, 1, 3, 3],,noPlanSynthesised,,143408
2,,[r2, r3, r4, r5, r1],,[444, 112, 3, 5, 1],,noPlanSynthesised,,144018
2,,[r2, r3, r4, r5, r1],,[303, 404, 6, 4, 3],,noPlanSynthesised,,144848
2,,[r2, r3, r4, r5, r1],,[97, 322, 2, 5, 1],,noPlanSynthesised,,147007
2,,[r2, r3, r4, r5, r1],,[36, 174, 1, 4, 5],,noPlanSynthesised,,147794
2,,[r2, r3, r4, r5, r1],,[561, 196, 2, 3, 4],,noPlanSynthesised,,148542
2,,[r2, r3, r4, r5, r1],,[685, 61, 4, 6, 3],,noPlanSynthesised,,149445
2,,[r2, r3, r4, r5, r1],,[441, 590, 4, 1, 1],,noPlanSynthesised,,150509
2,,[r2, r3, r4, r5, r1],,[570, 550, 5, 5, 6],,noPlanSynthesised,,151434
2,,[r2, r3, r4, r5, r1],,[344, 74, 2, 1, 4],,noPlanSynthesised,,152360
2,,[r2, r3, r4, r5, r1],,[336, 173, 6, 5, 3],,noPlanSynthesised,,153016
2,,[r2, r3, r4, r5, r1],,[276, 585, 2, 1, 1],,noPlanSynthesised,,153650
2,,[r2, r3, r4, r5, r1],,[659, 496, 3, 6, 6],,noPlanSynthesised,,154331
2,,[r2, r3, r4, r5, r1],,[511, 3, 1, 6, 4],,noPlanSynthesised,,155874
2,,[r2, r3, r4, r5, r1],,[20, 437, 6, 2, 3],,noPlanSynthesised,,156618
2,,[r2, r3, r4, r5, r1],,[288, 241, 4, 6, 4],,noPlanSynthesised,,157303
2,,[r2, r3, r4, r5, r1],,[682, 560, 1, 6, 2],,noPlanSynthesised,,157919
2,,[r2, r3, r4, r5, r1],,[396, 307, 1, 3, 4],,noPlanSynthesised,,158521
2,,[r2, r3, r4, r5, r1],,[614, 352, 3, 4, 1],,noPlanSynthesised,,159528
2,,[r2, r3, r4, r5, r1],,[113, 155, 1, 6, 3],,noPlanSynthesised,,160267
2,,[r2, r3, r4, r5, r1],,[390, 605, 4, 2, 2],,noPlanSynthesised,,160963
2,,[r2, r3, r4, r5, r1],,[220, 693, 2, 2, 5],,noPlanSynthesised,,161670
2,,[r2, r3, r4, r5, r1],,[399, 279, 2, 5, 4],,noPlanSynthesised,,163977
2,,[r2, r3, r4, r5, r1],,[146, 207, 1, 4, 4],,noPlanSynthesised,,164865
2,,[r2, r3, r4, r5, r1],,[639, 14, 1, 1, 6],,noPlanSynthesised,,166077
2,,[r2, r3, r4, r5, r1],,[348, 231, 4, 1, 5],,noPlanSynthesised,,166911
2,,[r2, r3, r4, r5, r1],,[619, 33, 5, 1, 3],,noPlanSynthesised,,167778
2,,[r2, r3, r4, r5, r1],,[565, 448, 3, 2, 2],,noPlanSynthesised,,168569
2,,[r2, r3, r4, r5, r1],,[364, 334, 1, 1, 1],,noPlanSynthesised,,169371
2,,[r2, r3, r4, r5, r1],,[706, 614, 5, 5, 5],,noPlanSynthesised,,170263
2,,[r2, r3, r4, r5, r1],,[70, 549, 6, 4, 6],,noPlanSynthesised,,170952
2,,[r2, r3, r4, r5, r1],,[601, 10, 2, 1, 6],,noPlanSynthesised,,171610
2,,[r2, r3, r4, r5, r1],,[254, 702, 2, 3, 6],,noPlanSynthesised,,172392
2,,[r2, r3, r4, r5, r1],,[614, 3, 2, 1, 6],,noPlanSynthesised,,173106
2,,[r2, r3, r4, r5, r1],,[534, 574, 4, 6, 1],,noPlanSynthesised,,173818
2,,[r2, r3, r4, r5, r1],,[327, 277, 1, 5, 4],,noPlanSynthesised,,174892
2,,[r2, r3, r4, r5, r1],,[230, 630, 1, 1, 6],,noPlanSynthesised,,175716
2,,[r2, r3, r4, r5, r1],,[466, 147, 1, 6, 5],,noPlanSynthesised,,176455
2,,[r2, r3, r4, r5, r1],,[228, 73, 4, 3, 3],,noPlanSynthesised,,177178
2,,[r2, r3, r4, r5, r1],,[472, 582, 4, 3, 5],,noPlanSynthesised,,177864
2,,[r2, r3, r4, r5, r1],,[641, 391, 4, 1, 5],,noPlanSynthesised,,178690
2,,[r2, r3, r4, r5, r1],,[243, 293, 3, 6, 3],,noPlanSynthesised,,179449
2,,[r2, r3, r4, r5, r1],,[6, 77, 1, 4, 4],,noPlanSynthesised,,180198
2,,[r2, r3, r4, r5, r1],,[551, 614, 6, 2, 4],,noPlanSynthesised,,180737
2,,[r2, r3, r4, r5, r1],,[261, 591, 4, 5, 5],,noPlanSynthesised,,182246
2,,[r2, r3, r4, r5, r1],,[619, 29, 1, 2, 1],,noPlanSynthesised,,183770
2,,[r2, r3, r4, r5, r1],,[87, 408, 2, 1, 3],,noPlanSynthesised,,184735
2,,[r2, r3, r4, r5, r1],,[238, 475, 4, 3, 1],,noPlanSynthesised,,185597
2,,[r2, r3, r4, r5, r1],,[628, 57, 4, 4, 4],,noPlanSynthesised,,186463
2,,[r2, r3, r4, r5, r1],,[244, 526, 3, 6, 6],,noPlanSynthesised,,187099
2,,[r2, r3, r4, r5, r1],,[198, 210, 4, 3, 5],,noPlanSynthesised,,187719
2,,[r2, r3, r4, r5, r1],,[159, 691, 3, 3, 2],,noPlanSynthesised,,189761
2,,[r2, r3, r4, r5, r1],,[110, 497, 3, 2, 4],,noPlanSynthesised,,190550
2,,[r2, r3, r4, r5, r1],,[483, 5, 4, 3, 5],,noPlanSynthesised,,191952
2,,[r2, r3, r4, r5, r1],,[268, 160, 5, 6, 3],,noPlanSynthesised,,192679
2,,[r2, r3, r4, r5, r1],,[97, 447, 6, 3, 5],,noPlanSynthesised,,193607
2,,[r2, r3, r4, r5, r1],,[36, 609, 1, 1, 4],,noPlanSynthesised,,194494
2,,[r2, r3, r4, r5, r1],,[694, 433, 5, 4, 3],,noPlanSynthesised,,195207
2,,[r2, r3, r4, r5, r1],,[615, 134, 1, 3, 6],,noPlanSynthesised,,195890
2,,[r2, r3, r4, r5, r1],,[196, 589, 6, 1, 1],,noPlanSynthesised,,196606
2,,[r2, r3, r4, r5, r1],,[535, 74, 1, 6, 5],,noPlanSynthesised,,197426
2,,[r2, r3, r4, r5, r1],,[635, 575, 5, 1, 5],,noPlanSynthesised,,198063
2,,[r2, r3, r4, r5, r1],,[181, 217, 4, 5, 4],,noPlanSynthesised,,199953
2,,[r2, r3, r4, r5, r1],,[67, 494, 4, 6, 5],,noPlanSynthesised,,200885
2,,[r2, r3, r4, r5, r1],,[544, 338, 4, 3, 3],,noPlanSynthesised,,201540
2,,[r2, r3, r4, r5, r1],,[111, 275, 3, 3, 3],,noPlanSynthesised,,202164
2,,[r2, r3, r4, r5, r1],,[715, 368, 2, 5, 6],,noPlanSynthesised,,203119
2,,[r2, r3, r4, r5, r1],,[213, 566, 5, 5, 5],,noPlanSynthesised,,205172
2,,[r2, r3, r4, r5, r1],,[9, 454, 5, 3, 6],,noPlanSynthesised,,206091
2,,[r2, r3, r4, r5, r1],,[543, 594, 5, 1, 1],,noPlanSynthesised,,206832
2,,[r2, r3, r4, r5, r1],,[180, 503, 5, 5, 1],,noPlanSynthesised,,207554
2,,[r2, r3, r4, r5, r1],,[624, 707, 3, 4, 3],,noPlanSynthesised,,208246
2,,[r2, r3, r4, r5, r1],,[26, 93, 5, 2, 6],,noPlanSynthesised,,209033
2,,[r2, r3, r4, r5, r1],,[62, 491, 2, 3, 1],,noPlanSynthesised,,209860
2,,[r2, r3, r4, r5, r1],,[582, 432, 1, 2, 3],,noPlanSynthesised,,210522
2,,[r2, r3, r4, r5, r1],,[474, 198, 2, 5, 5],,noPlanSynthesised,,211372
2,,[r2, r3, r4, r5, r1],,[286, 72, 6, 6, 3],,noPlanSynthesised,,212061
2,,[r2, r3, r4, r5, r1],,[67, 340, 2, 3, 1],,noPlanSynthesised,,214222
2,,[r2, r3, r4, r5, r1],,[463, 230, 2, 4, 1],,noPlanSynthesised,,215923
3,,[r2, r3, r4, r5, r1],,[5, 54, 1, 5, 4331],,noPlanSynthesised,,216881
3,,[r2, r3, r4, r5, r1],,[6, 9, 6, 2, 4681],,noPlanSynthesised,,217626
3,,[r2, r3, r4, r5, r1],,[4, 65, 5, 2, 1827],,noPlanSynthesised,,218423
3,,[r2, r3, r4, r5, r1],,[5, 95, 2, 5, 942],,noPlanSynthesised,,219173
3,,[r2, r3, r4, r5, r1],,[6, 67, 5, 1, 716],,noPlanSynthesised,,219881
3,,[r2, r3, r4, r5, r1],,[6, 23, 5, 2, 2711],,noPlanSynthesised,,221212
3,,[r2, r3, r4, r5, r1],,[3, 31, 6, 3, 1257],,noPlanSynthesised,,222030
3,,[r2, r3, r4, r5, r1],,[4, 116, 6, 4, 3166],,noPlanSynthesised,,223855
3,,[r2, r3, r4, r5, r1],,[4, 22, 4, 4, 2512],,noPlanSynthesised,,224811
3,,[r2, r3, r4, r5, r1],,[2, 91, 1, 2, 152],,noPlanSynthesised,,225600
3,,[r2, r3, r4, r5, r1],,[2, 120, 5, 1, 1582],,noPlanSynthesised,,226363
3,,[r2, r3, r4, r5, r1],,[5, 104, 5, 6, 4918],,noPlanSynthesised,,227013
3,,[r2, r3, r4, r5, r1],,[2, 77, 1, 3, 2384],,noPlanSynthesised,,227772
3,,[r2, r3, r4, r5, r1],,[4, 2, 4, 4, 1317],,noPlanSynthesised,,232200
3,,[r2, r3, r4, r5, r1],,[3, 80, 3, 2, 625],,noPlanSynthesised,,233003
3,,[r2, r3, r4, r5, r1],,[5, 34, 4, 2, 4398],,noPlanSynthesised,,233779
3,,[r2, r3, r4, r5, r1],,[5, 77, 3, 1, 2782],,noPlanSynthesised,,236276
3,,[r2, r3, r4, r5, r1],,[2, 86, 5, 1, 271],,noPlanSynthesised,,237102
3,,[r2, r3, r4, r5, r1],,[6, 109, 4, 4, 334],,noPlanSynthesised,,237991
3,,[r2, r3, r4, r5, r1],,[2, 105, 5, 4, 4972],,noPlanSynthesised,,239007
3,,[r2, r3, r4, r5, r1],,[1, 18, 2, 3, 3407],,noPlanSynthesised,,239800
3,,[r2, r3, r4, r5, r1],,[3, 107, 2, 2, 4859],,noPlanSynthesised,,240606
3,,[r2, r3, r4, r5, r1],,[5, 13, 3, 5, 4236],,noPlanSynthesised,,241369
3,,[r2, r3, r4, r5, r1],,[3, 99, 6, 6, 4039],,noPlanSynthesised,,242134
3,,[r2, r3, r4, r5, r1],,[6, 89, 1, 6, 402],,noPlanSynthesised,,242937
3,,[r2, r3, r4, r5, r1],,[1, 59, 1, 2, 4492],,noPlanSynthesised,,243753
3,,[r2, r3, r4, r5, r1],,[6, 119, 5, 1, 3326],,noPlanSynthesised,,244714
3,,[r2, r3, r4, r5, r1],,[2, 81, 4, 4, 2297],,noPlanSynthesised,,245708
3,,[r2, r3, r4, r5, r1],,[1, 117, 5, 6, 4289],,noPlanSynthesised,,246421
3,,[r2, r3, r4, r5, r1],,[1, 7, 6, 4, 1710],,noPlanSynthesised,,247128
3,,[r2, r3, r4, r5, r1],,[3, 60, 5, 2, 3017],,noPlanSynthesised,,247988
3,,[r2, r3, r4, r5, r1],,[3, 115, 3, 4, 1539],,noPlanSynthesised,,248726
3,,[r2, r3, r4, r5, r1],,[6, 46, 5, 3, 5026],,noPlanSynthesised,,249498
3,,[r2, r3, r4, r5, r1],,[3, 115, 1, 2, 2127],,noPlanSynthesised,,250193
3,,[r2, r3, r4, r5, r1],,[2, 103, 1, 5, 3601],,noPlanSynthesised,,251854
3,,[r2, r3, r4, r5, r1],,[5, 3, 5, 2, 3977],,noPlanSynthesised,,252802
3,,[r2, r3, r4, r5, r1],,[6, 110, 5, 2, 251],,noPlanSynthesised,,253592
3,,[r2, r3, r4, r5, r1],,[3, 84, 3, 1, 1080],,noPlanSynthesised,,254206
3,,[r2, r3, r4, r5, r1],,[4, 24, 1, 4, 2159],,noPlanSynthesised,,255199
3,,[r2, r3, r4, r5, r1],,[4, 24, 3, 2, 2109],,noPlanSynthesised,,256283
3,,[r2, r3, r4, r5, r1],,[6, 47, 5, 6, 1248],,noPlanSynthesised,,257123
3,,[r2, r3, r4, r5, r1],,[1, 104, 3, 6, 778],,noPlanSynthesised,,258812
3,,[r2, r3, r4, r5, r1],,[4, 71, 5, 4, 5026],,noPlanSynthesised,,259617
3,,[r2, r3, r4, r5, r1],,[4, 1, 5, 3, 71],,noPlanSynthesised,,261065
3,,[r2, r3, r4, r5, r1],,[4, 7, 5, 2, 1450],,noPlanSynthesised,,262819
3,,[r2, r3, r4, r5, r1],,[6, 105, 3, 3, 3829],,noPlanSynthesised,,263887
3,,[r2, r3, r4, r5, r1],,[5, 12, 2, 4, 1056],,noPlanSynthesised,,264614
3,,[r2, r3, r4, r5, r1],,[5, 12, 4, 4, 2883],,noPlanSynthesised,,265573
3,,[r2, r3, r4, r5, r1],,[5, 52, 1, 6, 37],,noPlanSynthesised,,266389
3,,[r2, r3, r4, r5, r1],,[6, 55, 1, 1, 3795],,noPlanSynthesised,,268017
3,,[r2, r3, r4, r5, r1],,[6, 61, 1, 4, 2217],,noPlanSynthesised,,268865
3,,[r2, r3, r4, r5, r1],,[4, 26, 6, 5, 3156],,noPlanSynthesised,,269642
3,,[r2, r3, r4, r5, r1],,[3, 67, 6, 4, 4213],,noPlanSynthesised,,270355
3,,[r2, r3, r4, r5, r1],,[1, 57, 6, 4, 130],,noPlanSynthesised,,271002
3,,[r2, r3, r4, r5, r1],,[4, 71, 6, 4, 2697],,noPlanSynthesised,,272909
3,,[r2, r3, r4, r5, r1],,[4, 89, 3, 4, 3749],,noPlanSynthesised,,273705
3,,[r2, r3, r4, r5, r1],,[6, 18, 3, 5, 2694],,noPlanSynthesised,,274397
3,,[r2, r3, r4, r5, r1],,[5, 23, 4, 6, 4815],,noPlanSynthesised,,275137
3,,[r2, r3, r4, r5, r1],,[1, 54, 1, 3, 664],,noPlanSynthesised,,275803
3,,[r2, r3, r4, r5, r1],,[3, 21, 2, 4, 4335],,noPlanSynthesised,,276581
3,,[r2, r3, r4, r5, r1],,[4, 22, 5, 5, 143],,noPlanSynthesised,,277627
3,,[r2, r3, r4, r5, r1],,[3, 79, 6, 1, 4014],,noPlanSynthesised,,278396
3,,[r2, r3, r4, r5, r1],,[2, 113, 3, 5, 1920],,noPlanSynthesised,,279508
3,,[r2, r3, r4, r5, r1],,[6, 27, 2, 3, 3397],,noPlanSynthesised,,280264
3,,[r2, r3, r4, r5, r1],,[6, 32, 6, 1, 1058],,noPlanSynthesised,,281013
3,,[r2, r3, r4, r5, r1],,[1, 43, 1, 1, 3494],,noPlanSynthesised,,283892
3,,[r2, r3, r4, r5, r1],,[4, 61, 2, 1, 1242],,noPlanSynthesised,,284715
3,,[r2, r3, r4, r5, r1],,[3, 107, 2, 2, 3435],,noPlanSynthesised,,285471
3,,[r2, r3, r4, r5, r1],,[3, 89, 6, 5, 4626],,noPlanSynthesised,,286056
3,,[r2, r3, r4, r5, r1],,[2, 43, 2, 5, 3578],,noPlanSynthesised,,287468
3,,[r2, r3, r4, r5, r1],,[4, 42, 5, 2, 388],,noPlanSynthesised,,289381
3,,[r2, r3, r4, r5, r1],,[3, 1, 3, 1, 4006],,noPlanSynthesised,,290163
3,,[r2, r3, r4, r5, r1],,[4, 62, 2, 3, 5009],,noPlanSynthesised,,290878
3,,[r2, r3, r4, r5, r1],,[1, 44, 5, 2, 4468],,noPlanSynthesised,,291807
3,,[r2, r3, r4, r5, r1],,[2, 51, 3, 4, 1874],,noPlanSynthesised,,292640
