alloc,,robots,,perm,,reason,,time
1,,[r2, r3, r1],,[5505825, 435, 1440812886],,probSuccessViolated,,12698
46,,[r2, r3, r1],,[199242559, 573, 431151964],,probSuccessViolated,,5956989
46,,[r2, r3, r1],,[656590593, 605, 22893143],,probSuccessViolated,,5962198
46,,[r2, r3, r1],,[1093213822, 112, 797448957],,probSuccessViolated,,5964670
46,,[r2, r3, r1],,[1736467358, 96, 113498459],,probSuccessViolated,,5970875
46,,[r2, r3, r1],,[1895361832, 113, 1649873507],,probSuccessViolated,,5973502
46,,[r2, r3, r1],,[321622316, 125, 891619342],,probSuccessViolated,,5976124
46,,[r2, r3, r1],,[465627987, 171, 133110041],,probSuccessViolated,,5978707
46,,[r2, r3, r1],,[53214451, 236, 291926768],,probSuccessViolated,,5981198
46,,[r2, r3, r1],,[933410581, 639, 1574227111],,probSuccessViolated,,5991468
46,,[r2, r3, r1],,[1606659199, 357, 1135639364],,probSuccessViolated,,5999320
46,,[r2, r3, r1],,[1490389977, 504, 89586],,probSuccessViolated,,6001908
46,,[r2, r3, r1],,[632473083, 197, 82440228],,probSuccessViolated,,6004596
46,,[r2, r3, r1],,[1239600158, 269, 1287025933],,probSuccessViolated,,6015000
46,,[r2, r3, r1],,[302070835, 9, 1521169861],,probSuccessViolated,,6017666
46,,[r2, r3, r1],,[1389854725, 156, 257598861],,noPlanSynthesised,,6020440
46,,[r2, r3, r1],,[1373739532, 488, 591714765],,probSuccessViolated,,6025510
46,,[r2, r3, r1],,[394380754, 194, 1214598451],,probSuccessViolated,,6038484
46,,[r2, r3, r1],,[366783953, 433, 13202655],,probSuccessViolated,,6047964
46,,[r2, r3, r1],,[862011194, 464, 995717277],,probSuccessViolated,,6050509
46,,[r2, r3, r1],,[409198457, 696, 946228657],,probSuccessViolated,,6063597
46,,[r2, r3, r1],,[794867534, 468, 778343827],,probSuccessViolated,,6066208
46,,[r2, r3, r1],,[1788803435, 117, 126179714],,probSuccessViolated,,6073699
47,,[r2, r3, r1],,[602623855, 2, 1252902492],,probSuccessViolated,,6076288
47,,[r2, r3, r1],,[710624761, 495, 1931877765],,probSuccessViolated,,6081336
47,,[r2, r3, r1],,[334909241, 292, 703578125],,probSuccessViolated,,6084029
47,,[r2, r3, r1],,[1769343129, 239, 1135083969],,probSuccessViolated,,6086587
47,,[r2, r3, r1],,[1610569951, 267, 1243363895],,probSuccessViolated,,6096851
47,,[r2, r3, r1],,[806236562, 125, 250087802],,probSuccessViolated,,6104333
47,,[r2, r3, r1],,[1099608038, 305, 1568777854],,probSuccessViolated,,6109275
47,,[r2, r3, r1],,[260917135, 612, 1648399759],,probSuccessViolated,,6119398
47,,[r2, r3, r1],,[500454106, 609, 1796388965],,probSuccessViolated,,6124881
47,,[r2, r3, r1],,[667278193, 30, 1945767309],,probSuccessViolated,,6132554
47,,[r2, r3, r1],,[1488071145, 245, 416762655],,probSuccessViolated,,6135228
47,,[r2, r3, r1],,[726778207, 475, 905975145],,probSuccessViolated,,6140480
47,,[r2, r3, r1],,[1267864395, 567, 1574604530],,probSuccessViolated,,6159559
47,,[r2, r3, r1],,[15815873, 9, 1663180023],,probSuccessViolated,,6164629
47,,[r2, r3, r1],,[480568062, 301, 264305730],,probSuccessViolated,,6169977
47,,[r2, r3, r1],,[1518648136, 627, 409795314],,probSuccessViolated,,6172745
47,,[r2, r3, r1],,[1361787325, 213, 104147921],,probSuccessViolated,,6176744
47,,[r2, r3, r1],,[1985621984, 693, 1600353440],,probSuccessViolated,,6192442
47,,[r2, r3, r1],,[164523035, 500, 35267227],,probSuccessViolated,,6202915
48,,[r2, r3, r1],,[1191458965, 558, 368585718],,probSuccessViolated,,6210759
48,,[r2, r3, r1],,[176433690, 701, 252801400],,probSuccessViolated,,6215971
48,,[r2, r3, r1],,[28741569, 684, 403607101],,probSuccessViolated,,6220985
48,,[r2, r3, r1],,[1872844505, 337, 1844810944],,probSuccessViolated,,6223818
48,,[r2, r3, r1],,[259340144, 506, 1323891946],,probSuccessViolated,,6236872
48,,[r2, r3, r1],,[1405153304, 611, 764457287],,probSuccessViolated,,6247252
48,,[r2, r3, r1],,[49552629, 473, 1140704128],,probSuccessViolated,,6249731
48,,[r2, r3, r1],,[106708339, 102, 399071596],,probSuccessViolated,,6252245
48,,[r2, r3, r1],,[484752939, 28, 1261929563],,probSuccessViolated,,6254929
48,,[r2, r3, r1],,[38222712, 264, 1937509704],,probSuccessViolated,,6257612
48,,[r2, r3, r1],,[1992733746, 176, 879884754],,probSuccessViolated,,6265483
48,,[r2, r3, r1],,[440221319, 7, 177858607],,probSuccessViolated,,6267968
48,,[r2, r3, r1],,[1352501056, 528, 1546381528],,probSuccessViolated,,6270973
48,,[r2, r3, r1],,[904520004, 141, 1666264774],,probSuccessViolated,,6279944
48,,[r2, r3, r1],,[259888256, 707, 569253442],,probSuccessViolated,,6285183
48,,[r2, r3, r1],,[1791233712, 347, 1884076908],,probSuccessViolated,,6290260
48,,[r2, r3, r1],,[84507958, 19, 1095127243],,probSuccessViolated,,6292696
48,,[r2, r3, r1],,[1476880789, 45, 1695668933],,probSuccessViolated,,6297684
48,,[r2, r3, r1],,[1684162086, 12, 762124515],,probSuccessViolated,,6302907
48,,[r2, r3, r1],,[1047707960, 329, 708485664],,probSuccessViolated,,6308001
48,,[r2, r3, r1],,[1524489864, 664, 157954684],,probSuccessViolated,,6315654
48,,[r2, r3, r1],,[1694246212, 528, 537511399],,probSuccessViolated,,6318281
48,,[r2, r3, r1],,[1500696745, 285, 651900267],,probSuccessViolated,,6323308
48,,[r2, r3, r1],,[431430411, 130, 765599463],,probSuccessViolated,,6325542
48,,[r2, r3, r1],,[1847989135, 382, 350796770],,probSuccessViolated,,6328076
48,,[r2, r3, r1],,[1201206547, 357, 1072719723],,probSuccessViolated,,6333096
48,,[r2, r3, r1],,[427953160, 482, 579728774],,probSuccessViolated,,6338289
49,,[r2, r3, r1],,[1477083155, 268, 1833676004],,probSuccessViolated,,6340946
49,,[r2, r3, r1],,[955458611, 140, 735097020],,probSuccessViolated,,6343550
49,,[r2, r3, r1],,[1538256696, 544, 568903584],,probSuccessViolated,,6346149
49,,[r2, r3, r1],,[230139527, 29, 529173608],,probSuccessViolated,,6348625
49,,[r2, r3, r1],,[1066477069, 704, 1196263788],,probSuccessViolated,,6353801
49,,[r2, r3, r1],,[1894964722, 715, 1317423318],,probSuccessViolated,,6356463
49,,[r2, r3, r1],,[1047366111, 399, 1540999759],,probSuccessViolated,,6359319
49,,[r2, r3, r1],,[1193684422, 363, 159388386],,probSuccessViolated,,6361612
49,,[r2, r3, r1],,[769554070, 425, 1920706952],,probSuccessViolated,,6366766
49,,[r2, r3, r1],,[1278805068, 29, 101630048],,probSuccessViolated,,6369367
49,,[r2, r3, r1],,[830129527, 153, 1232965010],,probSuccessViolated,,6374459
49,,[r2, r3, r1],,[199699621, 660, 1433657982],,probSuccessViolated,,6379664
49,,[r2, r3, r1],,[120887026, 362, 933128450],,probSuccessViolated,,6382327
49,,[r2, r3, r1],,[130347090, 623, 445657798],,probSuccessViolated,,6387933
49,,[r2, r3, r1],,[1791674932, 141, 888323336],,probSuccessViolated,,6393075
49,,[r2, r3, r1],,[372577331, 14, 1705015593],,probSuccessViolated,,6395672
49,,[r2, r3, r1],,[1467017847, 208, 1475982820],,probSuccessViolated,,6400585
49,,[r2, r3, r1],,[120440272, 375, 183467532],,probSuccessViolated,,6410623
49,,[r2, r3, r1],,[411597997, 305, 1476779879],,probSuccessViolated,,6415871
49,,[r2, r3, r1],,[299960647, 291, 1045817014],,probSuccessViolated,,6421021
49,,[r2, r3, r1],,[712359997, 281, 1521697733],,probSuccessViolated,,6423527
49,,[r2, r3, r1],,[1731624316, 139, 1778955789],,probSuccessViolated,,6426121
49,,[r2, r3, r1],,[1057274416, 298, 1073648390],,probSuccessViolated,,6431334
49,,[r2, r3, r1],,[735015594, 46, 232376732],,probSuccessViolated,,6433817
49,,[r2, r3, r1],,[1378370510, 319, 392397871],,probSuccessViolated,,6436348
49,,[r2, r3, r1],,[1511555017, 677, 980356362],,probSuccessViolated,,6444030
49,,[r2, r3, r1],,[548936045, 412, 247394227],,probSuccessViolated,,6454023
49,,[r2, r3, r1],,[521979084, 474, 697481555],,probSuccessViolated,,6456487
49,,[r2, r3, r1],,[950068024, 252, 1071737513],,probSuccessViolated,,6461769
50,,[r2, r3, r1],,[647518977, 362, 655294129],,probSuccessViolated,,6472267
50,,[r2, r3, r1],,[1820213777, 671, 1224838503],,probSuccessViolated,,6482351
50,,[r2, r3, r1],,[111818110, 190, 484652635],,probSuccessViolated,,6487561
50,,[r2, r3, r1],,[780735222, 656, 1985390023],,probSuccessViolated,,6492356
50,,[r2, r3, r1],,[657155333, 70, 1252739297],,probSuccessViolated,,6500125
50,,[r2, r3, r1],,[551411737, 665, 154969428],,probSuccessViolated,,6502607
50,,[r2, r3, r1],,[1796561041, 271, 333511577],,probSuccessViolated,,6510094
50,,[r2, r3, r1],,[150250475, 132, 25300546],,probSuccessViolated,,6515402
50,,[r2, r3, r1],,[912579294, 389, 525732047],,probSuccessViolated,,6517956
50,,[r2, r3, r1],,[1550523802, 162, 1822300527],,probSuccessViolated,,6523096
50,,[r2, r3, r1],,[657314721, 715, 1206032675],,probSuccessViolated,,6525759
50,,[r2, r3, r1],,[153663762, 201, 132599159],,probSuccessViolated,,6528191
50,,[r2, r3, r1],,[41326631, 2, 1861034536],,probSuccessViolated,,6533370
50,,[r2, r3, r1],,[1847812933, 40, 524122610],,probSuccessViolated,,6548537
50,,[r2, r3, r1],,[1151989493, 708, 190528791],,probSuccessViolated,,6551036
50,,[r2, r3, r1],,[1792645132, 703, 567901065],,probSuccessViolated,,6553658
50,,[r2, r3, r1],,[1400935429, 605, 1121068954],,probSuccessViolated,,6566348
50,,[r2, r3, r1],,[1808706618, 307, 1997646874],,probSuccessViolated,,6575153
50,,[r2, r3, r1],,[11982071, 226, 1755270772],,probSuccessViolated,,6585603
51,,[r2, r3, r1],,[1751170889, 521, 472059468],,probSuccessViolated,,6601373
51,,[r2, r3, r1],,[390888338, 666, 990740708],,probSuccessViolated,,6609261
51,,[r2, r3, r1],,[1882851641, 449, 267579502],,probSuccessViolated,,6611762
51,,[r2, r3, r1],,[480492161, 674, 1281871380],,probSuccessViolated,,6614341
51,,[r2, r3, r1],,[927580316, 297, 1645531450],,probSuccessViolated,,6622174
51,,[r2, r3, r1],,[869590246, 613, 109651434],,probSuccessViolated,,6627449
51,,[r2, r3, r1],,[469728115, 329, 1890302603],,probSuccessViolated,,6630103
51,,[r2, r3, r1],,[1727017613, 20, 695024370],,probSuccessViolated,,6638042
51,,[r2, r3, r1],,[1060293540, 662, 624836117],,probSuccessViolated,,6640534
51,,[r2, r3, r1],,[340220704, 521, 86452979],,probSuccessViolated,,6645882
51,,[r2, r3, r1],,[855200386, 167, 1426757050],,probSuccessViolated,,6648533
51,,[r2, r3, r1],,[1696353893, 480, 1539960690],,probSuccessViolated,,6651214
51,,[r2, r3, r1],,[1887216894, 605, 56584884],,probSuccessViolated,,6653808
51,,[r2, r3, r1],,[820405660, 298, 1989926111],,probSuccessViolated,,6674208
51,,[r2, r3, r1],,[1706536249, 689, 1049093822],,probSuccessViolated,,6676903
51,,[r2, r3, r1],,[1207862071, 255, 516167480],,probSuccessViolated,,6679525
51,,[r2, r3, r1],,[608326625, 268, 1821640067],,probSuccessViolated,,6682140
51,,[r2, r3, r1],,[467366670, 672, 1580930481],,probSuccessViolated,,6684693
51,,[r2, r3, r1],,[478841305, 192, 1015972858],,probSuccessViolated,,6694791
51,,[r2, r3, r1],,[616909417, 447, 1411835787],,probSuccessViolated,,6697412
51,,[r2, r3, r1],,[1219083181, 570, 1181906747],,probSuccessViolated,,6702676
51,,[r2, r3, r1],,[944343991, 142, 1453664935],,probSuccessViolated,,6707519
51,,[r2, r3, r1],,[268801744, 205, 1423745908],,probSuccessViolated,,6710096
51,,[r2, r3, r1],,[1197610968, 440, 979030727],,probSuccessViolated,,6712653
52,,[r2, r3, r1],,[1545658802, 243, 444321944],,probSuccessViolated,,6727985
52,,[r2, r3, r1],,[423233397, 24, 781843381],,probSuccessViolated,,6730403
52,,[r2, r3, r1],,[1960917926, 290, 474499580],,probSuccessViolated,,6735577
52,,[r2, r3, r1],,[141114814, 708, 1513674988],,probSuccessViolated,,6740673
52,,[r2, r3, r1],,[1063034832, 658, 86554080],,probSuccessViolated,,6743241
52,,[r2, r3, r1],,[1039350910, 214, 491457497],,probSuccessViolated,,6750911
52,,[r2, r3, r1],,[1010973897, 66, 539334419],,probSuccessViolated,,6753602
52,,[r2, r3, r1],,[753070998, 167, 1390946711],,probSuccessViolated,,6769237
52,,[r2, r3, r1],,[399954108, 591, 1182051357],,probSuccessViolated,,6776759
52,,[r2, r3, r1],,[1071885239, 351, 675162955],,probSuccessViolated,,6784244
52,,[r2, r3, r1],,[65823416, 149, 477902860],,probSuccessViolated,,6786808
52,,[r2, r3, r1],,[1703849847, 379, 1542378456],,probSuccessViolated,,6789373
52,,[r2, r3, r1],,[886345904, 40, 1201770799],,probSuccessViolated,,6794412
52,,[r2, r3, r1],,[1911582609, 508, 339376737],,probSuccessViolated,,6797019
52,,[r2, r3, r1],,[725574606, 645, 1602374303],,probSuccessViolated,,6799513
52,,[r2, r3, r1],,[1765320467, 602, 1300040943],,probSuccessViolated,,6804423
52,,[r2, r3, r1],,[1347444277, 400, 1755063656],,probSuccessViolated,,6806796
52,,[r2, r3, r1],,[297898243, 624, 1519274820],,probSuccessViolated,,6811901
52,,[r2, r3, r1],,[127402419, 532, 67404732],,probSuccessViolated,,6817129
52,,[r2, r3, r1],,[1354326892, 187, 1458954420],,probSuccessViolated,,6822366
52,,[r2, r3, r1],,[1722492670, 484, 1744400687],,probSuccessViolated,,6832731
52,,[r2, r3, r1],,[1241694710, 663, 77994391],,probSuccessViolated,,6835230
52,,[r2, r3, r1],,[575831256, 303, 275879552],,probSuccessViolated,,6837783
52,,[r2, r3, r1],,[1100075868, 93, 1863735028],,probSuccessViolated,,6840334
52,,[r2, r3, r1],,[616297068, 323, 895215639],,probSuccessViolated,,6848205
53,,[r2, r3, r1],,[1863088394, 73, 1555822179],,probSuccessViolated,,6860598
53,,[r2, r3, r1],,[1007301938, 237, 486798176],,probSuccessViolated,,6863210
53,,[r2, r3, r1],,[1893371196, 212, 847216773],,probSuccessViolated,,6865829
53,,[r2, r3, r1],,[1515151959, 199, 1485488758],,probSuccessViolated,,6874444
53,,[r2, r3, r1],,[970918160, 83, 1757546520],,noPlanSynthesised,,6891873
53,,[r2, r3, r1],,[1909194904, 130, 1005645292],,probSuccessViolated,,6894441
53,,[r2, r3, r1],,[996576043, 293, 1993818163],,probSuccessViolated,,6897192
53,,[r2, r3, r1],,[1048815991, 654, 1631023137],,probSuccessViolated,,6904839
53,,[r2, r3, r1],,[1691408310, 478, 946324147],,probSuccessViolated,,6907512
53,,[r2, r3, r1],,[861131237, 501, 1961537495],,probSuccessViolated,,6910210
53,,[r2, r3, r1],,[575946481, 350, 1044697599],,probSuccessViolated,,6917842
53,,[r2, r3, r1],,[463368773, 472, 141468440],,probSuccessViolated,,6923008
53,,[r2, r3, r1],,[1661071637, 26, 1358862467],,probSuccessViolated,,6925558
53,,[r2, r3, r1],,[511960266, 121, 549883847],,probSuccessViolated,,6930772
53,,[r2, r3, r1],,[1175317208, 530, 158078707],,probSuccessViolated,,6933385
53,,[r2, r3, r1],,[1891529633, 210, 641808270],,probSuccessViolated,,6938222
53,,[r2, r3, r1],,[210150429, 650, 1164001478],,probSuccessViolated,,6943369
53,,[r2, r3, r1],,[813354900, 200, 1910683250],,probSuccessViolated,,6945968
53,,[r2, r3, r1],,[1472501682, 136, 1883830750],,probSuccessViolated,,6966089
53,,[r2, r3, r1],,[1862972798, 514, 1508039303],,noPlanSynthesised,,6967616
53,,[r2, r3, r1],,[947044845, 124, 19533059],,probSuccessViolated,,6972791
53,,[r2, r3, r1],,[77082427, 339, 1628748131],,probSuccessViolated,,6975331
54,,[r2, r3, r1],,[436407960, 510, 16607784],,probSuccessViolated,,6985528
54,,[r2, r3, r1],,[85810416, 210, 1975876368],,probSuccessViolated,,6988117
54,,[r2, r3, r1],,[1866197873, 411, 16327604],,probSuccessViolated,,6995590
54,,[r2, r3, r1],,[1392909907, 375, 1110140206],,probSuccessViolated,,7000796
54,,[r2, r3, r1],,[1958088655, 610, 181085534],,probSuccessViolated,,7005839
54,,[r2, r3, r1],,[730981437, 691, 1410694460],,probSuccessViolated,,7016442
54,,[r2, r3, r1],,[1911395114, 150, 1772731981],,probSuccessViolated,,7021677
54,,[r2, r3, r1],,[1707052081, 436, 658433983],,probSuccessViolated,,7027064
54,,[r2, r3, r1],,[795879396, 121, 1403298728],,probSuccessViolated,,7032074
54,,[r2, r3, r1],,[1889196959, 115, 11179630],,probSuccessViolated,,7042144
54,,[r2, r3, r1],,[716873347, 376, 783269199],,probSuccessViolated,,7046462
54,,[r2, r3, r1],,[1675212663, 372, 1578514659],,probSuccessViolated,,7051492
54,,[r2, r3, r1],,[947678177, 685, 1420079436],,probSuccessViolated,,7053975
54,,[r2, r3, r1],,[844874042, 289, 1567801252],,probSuccessViolated,,7059192
54,,[r2, r3, r1],,[82894524, 384, 1195486693],,probSuccessViolated,,7064218
54,,[r2, r3, r1],,[1318011004, 679, 192883251],,probSuccessViolated,,7069199
54,,[r2, r3, r1],,[1430848480, 374, 456856066],,probSuccessViolated,,7071617
54,,[r2, r3, r1],,[1073092937, 169, 1995753355],,probSuccessViolated,,7079383
54,,[r2, r3, r1],,[148080679, 392, 1880824796],,probSuccessViolated,,7084595
54,,[r2, r3, r1],,[1659399230, 475, 563912954],,probSuccessViolated,,7087260
54,,[r2, r3, r1],,[1320446175, 201, 265040083],,probSuccessViolated,,7089665
54,,[r2, r3, r1],,[1167065513, 378, 1683605900],,probSuccessViolated,,7105452
54,,[r2, r3, r1],,[1978593673, 120, 696172999],,probSuccessViolated,,7108020
55,,[r2, r3, r1],,[63020164, 581, 1332124171],,probSuccessViolated,,7110754
55,,[r2, r3, r1],,[619576373, 61, 442851160],,probSuccessViolated,,7113383
55,,[r2, r3, r1],,[1503583593, 69, 29041926],,probSuccessViolated,,7115951
55,,[r2, r3, r1],,[893950587, 516, 1204732339],,probSuccessViolated,,7118561
55,,[r2, r3, r1],,[178064016, 280, 797674081],,probSuccessViolated,,7120801
55,,[r2, r3, r1],,[310716447, 353, 331106475],,probSuccessViolated,,7123264
55,,[r2, r3, r1],,[170140867, 138, 1841049010],,probSuccessViolated,,7128415
55,,[r2, r3, r1],,[224133500, 295, 1346837587],,probSuccessViolated,,7141470
55,,[r2, r3, r1],,[43386434, 154, 1260101191],,probSuccessViolated,,7149109
55,,[r2, r3, r1],,[697385357, 80, 73417896],,probSuccessViolated,,7164321
55,,[r2, r3, r1],,[774132352, 135, 1552636101],,probSuccessViolated,,7169374
55,,[r2, r3, r1],,[543196129, 459, 1263713304],,probSuccessViolated,,7185363
55,,[r2, r3, r1],,[1069883493, 137, 1911444454],,probSuccessViolated,,7187944
55,,[r2, r3, r1],,[203405220, 353, 1946511885],,probSuccessViolated,,7190532
55,,[r2, r3, r1],,[277016690, 210, 572090993],,probSuccessViolated,,7195687
55,,[r2, r3, r1],,[299294730, 27, 870734115],,probSuccessViolated,,7203142
55,,[r2, r3, r1],,[1770753018, 330, 820305861],,probSuccessViolated,,7205838
55,,[r2, r3, r1],,[1712738551, 300, 1088621997],,probSuccessViolated,,7208453
55,,[r2, r3, r1],,[95212521, 372, 894842996],,probSuccessViolated,,7213489
55,,[r2, r3, r1],,[1722520381, 502, 1688533890],,probSuccessViolated,,7215958
55,,[r2, r3, r1],,[1657010203, 218, 1201478612],,probSuccessViolated,,7218491
55,,[r2, r3, r1],,[1983807929, 568, 764608308],,probSuccessViolated,,7223624
55,,[r2, r3, r1],,[714865746, 445, 1374844741],,probSuccessViolated,,7228805
55,,[r2, r3, r1],,[385902945, 360, 1326409665],,probSuccessViolated,,7233906
55,,[r2, r3, r1],,[1092309511, 369, 1306897918],,probSuccessViolated,,7236250
56,,[r2, r3, r1],,[1495505601, 306, 1641699386],,probSuccessViolated,,7238857
56,,[r2, r3, r1],,[708595070, 53, 742074992],,probSuccessViolated,,7241517
56,,[r2, r3, r1],,[1220690529, 504, 1956737241],,probSuccessViolated,,7246900
56,,[r2, r3, r1],,[1681272690, 31, 1470426430],,probSuccessViolated,,7249358
56,,[r2, r3, r1],,[1199018882, 461, 1150265419],,probSuccessViolated,,7254477
56,,[r2, r3, r1],,[7898627, 170, 21804072],,probSuccessViolated,,7259599
56,,[r2, r3, r1],,[739333564, 545, 1385076430],,probSuccessViolated,,7262119
56,,[r2, r3, r1],,[1858781602, 651, 1122024531],,probSuccessViolated,,7264588
56,,[r2, r3, r1],,[467110478, 662, 308906980],,probSuccessViolated,,7267112
56,,[r2, r3, r1],,[1199259865, 571, 20696232],,probSuccessViolated,,7272717
56,,[r2, r3, r1],,[1613833905, 440, 366472648],,probSuccessViolated,,7275492
56,,[r2, r3, r1],,[1264492264, 541, 122058532],,probSuccessViolated,,7277994
56,,[r2, r3, r1],,[610133779, 15, 1652619069],,probSuccessViolated,,7293027
56,,[r2, r3, r1],,[323358964, 689, 1792227283],,probSuccessViolated,,7295681
56,,[r2, r3, r1],,[924174004, 70, 1380300923],,probSuccessViolated,,7298272
56,,[r2, r3, r1],,[1420668697, 573, 146852211],,probSuccessViolated,,7303325
56,,[r2, r3, r1],,[247588911, 622, 522099086],,probSuccessViolated,,7305782
56,,[r2, r3, r1],,[626389896, 143, 1575242975],,probSuccessViolated,,7308469
56,,[r2, r3, r1],,[1805541664, 163, 1061810260],,probSuccessViolated,,7311787
56,,[r2, r3, r1],,[1841775630, 230, 1148640558],,probSuccessViolated,,7314283
56,,[r2, r3, r1],,[662306603, 28, 1975440143],,probSuccessViolated,,7319979
56,,[r2, r3, r1],,[840232576, 294, 1197232326],,probSuccessViolated,,7322447
56,,[r2, r3, r1],,[592905420, 515, 1195749259],,probSuccessViolated,,7332848
56,,[r2, r3, r1],,[897146646, 444, 1567842973],,probSuccessViolated,,7335378
56,,[r2, r3, r1],,[1019570499, 620, 558707383],,probSuccessViolated,,7337919
56,,[r2, r3, r1],,[969982878, 510, 1682827677],,probSuccessViolated,,7340497
56,,[r2, r3, r1],,[1311861213, 137, 1610280246],,probSuccessViolated,,7343573
56,,[r2, r3, r1],,[596211549, 180, 1931230586],,probSuccessViolated,,7348699
56,,[r2, r3, r1],,[857827232, 149, 1484509247],,probSuccessViolated,,7354202
56,,[r2, r3, r1],,[137405080, 498, 2654674],,probSuccessViolated,,7356850
57,,[r2, r3, r1],,[1946779250, 21, 1422471724],,probSuccessViolated,,7377708
57,,[r2, r3, r1],,[106069636, 204, 1270066190],,probSuccessViolated,,7382430
57,,[r2, r3, r1],,[367693392, 176, 899855743],,probSuccessViolated,,7384947
57,,[r2, r3, r1],,[812968947, 638, 1864674308],,probSuccessViolated,,7395293
57,,[r2, r3, r1],,[508079967, 635, 648083212],,probSuccessViolated,,7399972
57,,[r2, r3, r1],,[967515330, 649, 1915629378],,probSuccessViolated,,7405113
57,,[r2, r3, r1],,[101504980, 507, 427742065],,probSuccessViolated,,7407773
57,,[r2, r3, r1],,[1950259317, 625, 898052479],,probSuccessViolated,,7412834
57,,[r2, r3, r1],,[414726111, 316, 100631682],,probSuccessViolated,,7430442
57,,[r2, r3, r1],,[910653609, 366, 1235937587],,probSuccessViolated,,7441037
57,,[r2, r3, r1],,[915907478, 555, 237933912],,probSuccessViolated,,7453698
57,,[r2, r3, r1],,[966546063, 233, 968780640],,probSuccessViolated,,7456170
57,,[r2, r3, r1],,[600623909, 397, 1954167859],,probSuccessViolated,,7461353
57,,[r2, r3, r1],,[1621395658, 4, 1622130667],,probSuccessViolated,,7468750
57,,[r2, r3, r1],,[299476773, 394, 154999009],,probSuccessViolated,,7471216
57,,[r2, r3, r1],,[857569648, 358, 1269166909],,probSuccessViolated,,7477374
57,,[r2, r3, r1],,[895948882, 38, 543211317],,probSuccessViolated,,7479962
57,,[r2, r3, r1],,[1324535900, 94, 1071506201],,probSuccessViolated,,7485771
57,,[r2, r3, r1],,[1585870056, 245, 198610069],,probSuccessViolated,,7493506
57,,[r2, r3, r1],,[50868175, 150, 1035947134],,probSuccessViolated,,7496131
58,,[r2, r3, r1],,[281434097, 555, 341594683],,probSuccessViolated,,7498548
58,,[r2, r3, r1],,[454293100, 589, 84158932],,probSuccessViolated,,7510874
58,,[r2, r3, r1],,[1829943173, 494, 749186451],,probSuccessViolated,,7515959
58,,[r2, r3, r1],,[318907765, 710, 1959290967],,probSuccessViolated,,7518572
58,,[r2, r3, r1],,[939031394, 444, 711803123],,probSuccessViolated,,7521074
58,,[r2, r3, r1],,[469685272, 371, 906818865],,probSuccessViolated,,7528749
58,,[r2, r3, r1],,[878422363, 564, 31676564],,probSuccessViolated,,7536809
58,,[r2, r3, r1],,[932200561, 54, 304892818],,probSuccessViolated,,7539342
58,,[r2, r3, r1],,[181833580, 586, 696778920],,probSuccessViolated,,7541948
58,,[r2, r3, r1],,[1934194700, 599, 489976080],,probSuccessViolated,,7544480
58,,[r2, r3, r1],,[1282123028, 163, 1690619990],,probSuccessViolated,,7547050
58,,[r2, r3, r1],,[1386367733, 244, 973830828],,probSuccessViolated,,7549700
58,,[r2, r3, r1],,[1996152675, 62, 1257923182],,probSuccessViolated,,7554770
58,,[r2, r3, r1],,[724279834, 317, 839982344],,probSuccessViolated,,7556975
58,,[r2, r3, r1],,[403293272, 557, 1796454244],,probSuccessViolated,,7559590
58,,[r2, r3, r1],,[1031516063, 107, 478300052],,probSuccessViolated,,7562211
58,,[r2, r3, r1],,[305254649, 433, 1972275367],,probSuccessViolated,,7564876
58,,[r2, r3, r1],,[1540081882, 168, 275844253],,probSuccessViolated,,7572598
58,,[r2, r3, r1],,[742115301, 255, 1927023187],,probSuccessViolated,,7580651
58,,[r2, r3, r1],,[959153800, 549, 1093198538],,probSuccessViolated,,7583410
58,,[r2, r3, r1],,[1646171096, 31, 53433764],,probSuccessViolated,,7596900
58,,[r2, r3, r1],,[1080435363, 463, 576347365],,probSuccessViolated,,7602056
58,,[r2, r3, r1],,[451662261, 670, 656508363],,probSuccessViolated,,7604563
58,,[r2, r3, r1],,[428300255, 649, 1121783858],,probSuccessViolated,,7607159
58,,[r2, r3, r1],,[1555775583, 558, 770972293],,probSuccessViolated,,7609930
58,,[r2, r3, r1],,[268640373, 485, 1801624906],,probSuccessViolated,,7617315
58,,[r2, r3, r1],,[1531131559, 576, 904726790],,probSuccessViolated,,7620059
58,,[r2, r3, r1],,[1028134629, 464, 1735819880],,probSuccessViolated,,7622810
58,,[r2, r3, r1],,[1592185092, 164, 307222805],,probSuccessViolated,,7626039
59,,[r2, r3, r1],,[1883958510, 376, 17075254],,probSuccessViolated,,7628697
59,,[r2, r3, r1],,[398708167, 211, 1425404608],,probSuccessViolated,,7631078
59,,[r2, r3, r1],,[1174864947, 401, 1231722477],,probSuccessViolated,,7633700
59,,[r2, r3, r1],,[1205963250, 593, 183906983],,probSuccessViolated,,7641312
59,,[r2, r3, r1],,[1311476272, 354, 595466630],,probSuccessViolated,,7643868
59,,[r2, r3, r1],,[1487520750, 448, 768224418],,probSuccessViolated,,7646328
59,,[r2, r3, r1],,[1112932745, 35, 145594598],,noPlanSynthesised,,7647974
59,,[r2, r3, r1],,[1980706899, 253, 948120595],,probSuccessViolated,,7655563
59,,[r2, r3, r1],,[891508109, 717, 244456859],,probSuccessViolated,,7660492
59,,[r2, r3, r1],,[1893218908, 245, 549481443],,probSuccessViolated,,7663039
