alloc,,robots,,perm,,reason,,time
3,,[r3, r4, r5, r6, r1],,[6, 1, 1, 1, 199557],,noPlanSynthesised,,97464
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 86658],,noPlanSynthesised,,97569
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 186773],,noPlanSynthesised,,97575
3,,[r3, r4, r5, r6, r1],,[6, 1, 1, 1, 296438],,noPlanSynthesised,,97694
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 1, 69248],,noPlanSynthesised,,97704
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 286761],,noPlanSynthesised,,97840
3,,[r3, r4, r5, r6, r1],,[1, 1, 1, 2, 143014],,noPlanSynthesised,,97846
3,,[r3, r4, r5, r6, r1],,[1, 1, 1, 2, 175379],,noPlanSynthesised,,97850
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 1, 201670],,noPlanSynthesised,,97855
3,,[r3, r4, r5, r6, r1],,[1, 1, 1, 2, 194303],,noPlanSynthesised,,97861
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 1, 343609],,noPlanSynthesised,,97869
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 2, 341458],,noPlanSynthesised,,97875
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 2, 251821],,noPlanSynthesised,,98075
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 2, 318767],,noPlanSynthesised,,98235
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 1, 327256],,noPlanSynthesised,,98239
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 19340],,noPlanSynthesised,,98337
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 181620],,noPlanSynthesised,,98341
3,,[r3, r4, r5, r6, r1],,[1, 1, 1, 2, 254682],,noPlanSynthesised,,98345
3,,[r3, r4, r5, r6, r1],,[6, 1, 1, 1, 290489],,noPlanSynthesised,,98457
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 155260],,noPlanSynthesised,,98579
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 1, 302703],,noPlanSynthesised,,98583
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 1, 216318],,noPlanSynthesised,,98586
3,,[r3, r4, r5, r6, r1],,[4, 1, 1, 1, 40446],,noPlanSynthesised,,98589
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 327038],,noPlanSynthesised,,98593
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 2, 71392],,noPlanSynthesised,,98600
3,,[r3, r4, r5, r6, r1],,[4, 1, 1, 1, 313346],,noPlanSynthesised,,98604
3,,[r3, r4, r5, r6, r1],,[6, 1, 1, 1, 92827],,noPlanSynthesised,,98718
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 121831],,noPlanSynthesised,,98722
3,,[r3, r4, r5, r6, r1],,[4, 1, 1, 2, 14308],,noPlanSynthesised,,98726
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 2, 82015],,noPlanSynthesised,,98730
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 2, 224979],,noPlanSynthesised,,98908
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 301309],,noPlanSynthesised,,98914
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 338567],,noPlanSynthesised,,98918
3,,[r3, r4, r5, r6, r1],,[6, 1, 1, 2, 234218],,noPlanSynthesised,,99157
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 263647],,noPlanSynthesised,,99419
3,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 248085],,noPlanSynthesised,,99597
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 2, 325749],,noPlanSynthesised,,99931
3,,[r3, r4, r5, r6, r1],,[4, 1, 1, 1, 62013],,noPlanSynthesised,,99936
3,,[r3, r4, r5, r6, r1],,[1, 1, 1, 1, 180140],,noPlanSynthesised,,99944
3,,[r3, r4, r5, r6, r1],,[4, 1, 1, 2, 291020],,noPlanSynthesised,,99950
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 2, 273229],,noPlanSynthesised,,99957
3,,[r3, r4, r5, r6, r1],,[4, 1, 1, 1, 319811],,noPlanSynthesised,,99962
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 158143],,noPlanSynthesised,,100081
3,,[r3, r4, r5, r6, r1],,[2, 1, 1, 1, 332254],,noPlanSynthesised,,100085
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 2, 36244],,noPlanSynthesised,,100257
3,,[r3, r4, r5, r6, r1],,[3, 1, 1, 2, 252131],,noPlanSynthesised,,100446
4,,[r2, r3, r4, r5, r6, r1],,[21, 5, 1, 1, 2, 24],,noPlanSynthesised,,101033
4,,[r2, r3, r4, r5, r6, r1],,[14, 2, 1, 1, 2, 22],,noPlanSynthesised,,101176
4,,[r2, r3, r4, r5, r6, r1],,[48, 1, 1, 1, 1, 8],,noPlanSynthesised,,101269
4,,[r2, r3, r4, r5, r6, r1],,[28, 3, 1, 1, 2, 1],,noPlanSynthesised,,101360
4,,[r2, r3, r4, r5, r6, r1],,[116, 5, 1, 1, 1, 16],,noPlanSynthesised,,101790
4,,[r2, r3, r4, r5, r6, r1],,[52, 3, 1, 1, 1, 8],,noPlanSynthesised,,101819
4,,[r2, r3, r4, r5, r6, r1],,[12, 1, 1, 1, 1, 10],,noPlanSynthesised,,101846
4,,[r2, r3, r4, r5, r6, r1],,[113, 6, 1, 1, 2, 10],,noPlanSynthesised,,101875
4,,[r2, r3, r4, r5, r6, r1],,[89, 2, 1, 1, 1, 5],,noPlanSynthesised,,101942
4,,[r2, r3, r4, r5, r6, r1],,[60, 6, 1, 1, 1, 15],,noPlanSynthesised,,102029
4,,[r2, r3, r4, r5, r6, r1],,[13, 3, 1, 1, 1, 15],,noPlanSynthesised,,102051
4,,[r2, r3, r4, r5, r6, r1],,[11, 2, 1, 1, 2, 13],,noPlanSynthesised,,102218
4,,[r2, r3, r4, r5, r6, r1],,[95, 2, 1, 1, 2, 21],,noPlanSynthesised,,102846
4,,[r2, r3, r4, r5, r6, r1],,[17, 6, 1, 1, 1, 3],,noPlanSynthesised,,102885
4,,[r2, r3, r4, r5, r6, r1],,[119, 6, 1, 1, 1, 2],,noPlanSynthesised,,102904
4,,[r2, r3, r4, r5, r6, r1],,[58, 3, 1, 1, 2, 19],,noPlanSynthesised,,102937
4,,[r2, r3, r4, r5, r6, r1],,[12, 2, 1, 1, 1, 5],,noPlanSynthesised,,102973
4,,[r2, r3, r4, r5, r6, r1],,[70, 2, 1, 1, 1, 11],,noPlanSynthesised,,103149
4,,[r2, r3, r4, r5, r6, r1],,[29, 3, 1, 1, 2, 6],,noPlanSynthesised,,103185
4,,[r2, r3, r4, r5, r6, r1],,[23, 2, 1, 1, 2, 23],,noPlanSynthesised,,103205
4,,[r2, r3, r4, r5, r6, r1],,[31, 4, 1, 1, 2, 5],,noPlanSynthesised,,103230
4,,[r2, r3, r4, r5, r6, r1],,[26, 4, 1, 1, 1, 15],,noPlanSynthesised,,103249
4,,[r2, r3, r4, r5, r6, r1],,[66, 2, 1, 1, 1, 14],,noPlanSynthesised,,103275
4,,[r2, r3, r4, r5, r6, r1],,[111, 3, 1, 1, 2, 18],,noPlanSynthesised,,103298
4,,[r2, r3, r4, r5, r6, r1],,[43, 3, 1, 1, 2, 2],,noPlanSynthesised,,103319
4,,[r2, r3, r4, r5, r6, r1],,[30, 2, 1, 1, 1, 15],,noPlanSynthesised,,103362
4,,[r2, r3, r4, r5, r6, r1],,[104, 4, 1, 1, 1, 23],,noPlanSynthesised,,103812
4,,[r2, r3, r4, r5, r6, r1],,[87, 4, 1, 1, 2, 13],,noPlanSynthesised,,103879
4,,[r2, r3, r4, r5, r6, r1],,[14, 3, 1, 1, 2, 7],,noPlanSynthesised,,103899
4,,[r2, r3, r4, r5, r6, r1],,[86, 5, 1, 1, 1, 19],,noPlanSynthesised,,103920
4,,[r2, r3, r4, r5, r6, r1],,[81, 2, 1, 1, 2, 10],,noPlanSynthesised,,103939
4,,[r2, r3, r4, r5, r6, r1],,[44, 3, 1, 1, 1, 2],,noPlanSynthesised,,103959
4,,[r2, r3, r4, r5, r6, r1],,[21, 4, 1, 1, 1, 13],,noPlanSynthesised,,104478
4,,[r2, r3, r4, r5, r6, r1],,[37, 2, 1, 1, 1, 2],,noPlanSynthesised,,104500
4,,[r2, r3, r4, r5, r6, r1],,[52, 2, 1, 1, 1, 12],,noPlanSynthesised,,104551
4,,[r2, r3, r4, r5, r6, r1],,[21, 2, 1, 1, 1, 5],,noPlanSynthesised,,104573
4,,[r2, r3, r4, r5, r6, r1],,[119, 3, 1, 1, 1, 6],,noPlanSynthesised,,104952
4,,[r2, r3, r4, r5, r6, r1],,[107, 6, 1, 1, 1, 18],,noPlanSynthesised,,104971
4,,[r2, r3, r4, r5, r6, r1],,[108, 5, 1, 1, 1, 20],,noPlanSynthesised,,104999
4,,[r2, r3, r4, r5, r6, r1],,[26, 1, 1, 1, 1, 5],,noPlanSynthesised,,105022
4,,[r2, r3, r4, r5, r6, r1],,[77, 3, 1, 1, 1, 16],,noPlanSynthesised,,105047
4,,[r2, r3, r4, r5, r6, r1],,[87, 4, 1, 1, 2, 3],,noPlanSynthesised,,105308
4,,[r2, r3, r4, r5, r6, r1],,[7, 4, 1, 1, 1, 22],,noPlanSynthesised,,105647
4,,[r2, r3, r4, r5, r6, r1],,[59, 1, 1, 1, 1, 17],,noPlanSynthesised,,105677
4,,[r2, r3, r4, r5, r6, r1],,[17, 1, 1, 1, 2, 16],,noPlanSynthesised,,105702
4,,[r2, r3, r4, r5, r6, r1],,[36, 2, 1, 1, 1, 23],,noPlanSynthesised,,105720
4,,[r2, r3, r4, r5, r6, r1],,[112, 2, 1, 1, 2, 13],,noPlanSynthesised,,105767
4,,[r2, r3, r4, r5, r6, r1],,[23, 1, 1, 1, 2, 9],,noPlanSynthesised,,105790
4,,[r2, r3, r4, r5, r6, r1],,[39, 1, 1, 1, 2, 12],,noPlanSynthesised,,106574
4,,[r2, r3, r4, r5, r6, r1],,[11, 3, 1, 1, 2, 5],,noPlanSynthesised,,106657
4,,[r2, r3, r4, r5, r6, r1],,[19, 2, 1, 1, 2, 1],,noPlanSynthesised,,107491
4,,[r2, r3, r4, r5, r6, r1],,[47, 1, 1, 1, 1, 18],,noPlanSynthesised,,107571
4,,[r2, r3, r4, r5, r6, r1],,[61, 4, 1, 1, 2, 2],,noPlanSynthesised,,107922
4,,[r2, r3, r4, r5, r6, r1],,[86, 3, 1, 1, 2, 18],,noPlanSynthesised,,107952
4,,[r2, r3, r4, r5, r6, r1],,[56, 6, 1, 1, 1, 19],,noPlanSynthesised,,107972
4,,[r2, r3, r4, r5, r6, r1],,[88, 1, 1, 1, 1, 11],,noPlanSynthesised,,108015
4,,[r2, r3, r4, r5, r6, r1],,[86, 3, 1, 1, 1, 16],,noPlanSynthesised,,108052
4,,[r2, r3, r4, r5, r6, r1],,[10, 1, 1, 1, 1, 10],,noPlanSynthesised,,108214
4,,[r2, r3, r4, r5, r6, r1],,[6, 4, 1, 1, 2, 11],,noPlanSynthesised,,108239
4,,[r2, r3, r4, r5, r6, r1],,[101, 5, 1, 1, 2, 4],,noPlanSynthesised,,108404
4,,[r2, r3, r4, r5, r6, r1],,[93, 4, 1, 1, 2, 16],,noPlanSynthesised,,108432
4,,[r2, r3, r4, r5, r6, r1],,[28, 1, 1, 1, 2, 7],,noPlanSynthesised,,108458
4,,[r2, r3, r4, r5, r6, r1],,[51, 5, 1, 1, 2, 15],,noPlanSynthesised,,108489
4,,[r2, r3, r4, r5, r6, r1],,[7, 4, 1, 1, 1, 3],,noPlanSynthesised,,108515
4,,[r2, r3, r4, r5, r6, r1],,[93, 2, 1, 1, 1, 3],,noPlanSynthesised,,109175
4,,[r2, r3, r4, r5, r6, r1],,[118, 2, 1, 1, 2, 23],,noPlanSynthesised,,109207
4,,[r2, r3, r4, r5, r6, r1],,[118, 6, 1, 1, 2, 18],,noPlanSynthesised,,109228
4,,[r2, r3, r4, r5, r6, r1],,[99, 2, 1, 1, 1, 7],,noPlanSynthesised,,109250
4,,[r2, r3, r4, r5, r6, r1],,[106, 6, 1, 1, 2, 18],,noPlanSynthesised,,109272
4,,[r2, r3, r4, r5, r6, r1],,[99, 3, 1, 1, 1, 12],,noPlanSynthesised,,109313
4,,[r2, r3, r4, r5, r6, r1],,[64, 1, 1, 1, 1, 6],,noPlanSynthesised,,109333
4,,[r2, r3, r4, r5, r6, r1],,[17, 5, 1, 1, 2, 1],,noPlanSynthesised,,109530
4,,[r2, r3, r4, r5, r6, r1],,[61, 3, 1, 1, 2, 23],,noPlanSynthesised,,109551
4,,[r2, r3, r4, r5, r6, r1],,[40, 2, 1, 1, 1, 11],,noPlanSynthesised,,109649
4,,[r2, r3, r4, r5, r6, r1],,[24, 4, 1, 1, 1, 4],,noPlanSynthesised,,109676
4,,[r2, r3, r4, r5, r6, r1],,[42, 5, 1, 1, 2, 13],,noPlanSynthesised,,109896
4,,[r2, r3, r4, r5, r6, r1],,[95, 1, 1, 1, 2, 3],,noPlanSynthesised,,110078
4,,[r2, r3, r4, r5, r6, r1],,[81, 3, 1, 1, 1, 21],,noPlanSynthesised,,110491
4,,[r2, r3, r4, r5, r6, r1],,[116, 5, 1, 1, 1, 2],,noPlanSynthesised,,110517
4,,[r2, r3, r4, r5, r6, r1],,[25, 5, 1, 1, 2, 6],,noPlanSynthesised,,110781
4,,[r2, r3, r4, r5, r6, r1],,[74, 2, 1, 1, 1, 19],,noPlanSynthesised,,111153
4,,[r2, r3, r4, r5, r6, r1],,[84, 1, 1, 1, 2, 21],,noPlanSynthesised,,113550
4,,[r2, r3, r4, r5, r6, r1],,[26, 2, 1, 1, 1, 10],,noPlanSynthesised,,113659
4,,[r2, r3, r4, r5, r6, r1],,[19, 4, 1, 1, 1, 2],,noPlanSynthesised,,113744
4,,[r2, r3, r4, r5, r6, r1],,[7, 4, 1, 1, 2, 10],,noPlanSynthesised,,113768
4,,[r2, r3, r4, r5, r6, r1],,[23, 6, 1, 1, 1, 11],,noPlanSynthesised,,113790
5,,[r2, r3, r4, r5, r6, r1],,[4005, 22, 1, 1, 1, 1],,noPlanSynthesised,,114210
5,,[r2, r3, r4, r5, r6, r1],,[125, 2, 1, 2, 1, 1],,noPlanSynthesised,,114272
5,,[r2, r3, r4, r5, r6, r1],,[794, 11, 1, 1, 1, 1],,noPlanSynthesised,,114334
5,,[r2, r3, r4, r5, r6, r1],,[3880, 8, 1, 2, 1, 1],,noPlanSynthesised,,114548
5,,[r2, r3, r4, r5, r6, r1],,[4096, 22, 1, 1, 1, 1],,noPlanSynthesised,,114623
5,,[r2, r3, r4, r5, r6, r1],,[900, 23, 1, 2, 1, 1],,noPlanSynthesised,,116080
5,,[r2, r3, r4, r5, r6, r1],,[4144, 18, 1, 1, 1, 1],,noPlanSynthesised,,118797
5,,[r2, r3, r4, r5, r6, r1],,[1318, 1, 1, 2, 1, 1],,noPlanSynthesised,,118925
5,,[r2, r3, r4, r5, r6, r1],,[3719, 18, 1, 2, 1, 1],,noPlanSynthesised,,118995
5,,[r2, r3, r4, r5, r6, r1],,[1761, 21, 1, 1, 1, 1],,noPlanSynthesised,,119049
5,,[r2, r3, r4, r5, r6, r1],,[4298, 15, 1, 2, 1, 1],,noPlanSynthesised,,119110
5,,[r2, r3, r4, r5, r6, r1],,[1281, 21, 1, 2, 1, 1],,noPlanSynthesised,,119244
5,,[r2, r3, r4, r5, r6, r1],,[1924, 15, 1, 1, 1, 1],,noPlanSynthesised,,119291
5,,[r2, r3, r4, r5, r6, r1],,[4181, 18, 1, 2, 1, 1],,noPlanSynthesised,,119345
5,,[r2, r3, r4, r5, r6, r1],,[1939, 10, 1, 2, 1, 1],,noPlanSynthesised,,119438
5,,[r2, r3, r4, r5, r6, r1],,[1592, 12, 1, 1, 1, 1],,noPlanSynthesised,,119523
5,,[r2, r3, r4, r5, r6, r1],,[471, 23, 1, 2, 1, 1],,noPlanSynthesised,,119642
5,,[r2, r3, r4, r5, r6, r1],,[3720, 1, 1, 1, 1, 1],,noPlanSynthesised,,119683
5,,[r2, r3, r4, r5, r6, r1],,[2722, 16, 1, 2, 1, 1],,noPlanSynthesised,,119761
5,,[r2, r3, r4, r5, r6, r1],,[3258, 24, 1, 2, 1, 1],,noPlanSynthesised,,119860
5,,[r2, r3, r4, r5, r6, r1],,[388, 1, 1, 2, 1, 1],,noPlanSynthesised,,119936
5,,[r2, r3, r4, r5, r6, r1],,[959, 4, 1, 2, 1, 1],,noPlanSynthesised,,120057
5,,[r2, r3, r4, r5, r6, r1],,[1384, 14, 1, 2, 1, 1],,noPlanSynthesised,,120147
5,,[r2, r3, r4, r5, r6, r1],,[3696, 13, 1, 1, 1, 1],,noPlanSynthesised,,120276
5,,[r2, r3, r4, r5, r6, r1],,[4361, 18, 1, 2, 1, 1],,noPlanSynthesised,,122117
5,,[r2, r3, r4, r5, r6, r1],,[3744, 20, 1, 2, 1, 1],,noPlanSynthesised,,122240
5,,[r2, r3, r4, r5, r6, r1],,[4253, 19, 1, 1, 1, 1],,noPlanSynthesised,,122290
5,,[r2, r3, r4, r5, r6, r1],,[3497, 21, 1, 1, 1, 1],,noPlanSynthesised,,122331
5,,[r2, r3, r4, r5, r6, r1],,[2734, 3, 1, 2, 1, 1],,noPlanSynthesised,,122384
5,,[r2, r3, r4, r5, r6, r1],,[4430, 22, 1, 1, 1, 1],,noPlanSynthesised,,122428
5,,[r2, r3, r4, r5, r6, r1],,[4703, 10, 1, 1, 1, 1],,noPlanSynthesised,,122474
5,,[r2, r3, r4, r5, r6, r1],,[3756, 21, 1, 1, 1, 1],,noPlanSynthesised,,122519
5,,[r2, r3, r4, r5, r6, r1],,[305, 24, 1, 1, 1, 1],,noPlanSynthesised,,122568
5,,[r2, r3, r4, r5, r6, r1],,[3826, 22, 1, 1, 1, 1],,noPlanSynthesised,,122608
5,,[r2, r3, r4, r5, r6, r1],,[4926, 5, 1, 2, 1, 1],,noPlanSynthesised,,122792
5,,[r2, r3, r4, r5, r6, r1],,[1164, 14, 1, 1, 1, 1],,noPlanSynthesised,,122881
5,,[r2, r3, r4, r5, r6, r1],,[1037, 4, 1, 1, 1, 1],,noPlanSynthesised,,123104
5,,[r2, r3, r4, r5, r6, r1],,[2404, 3, 1, 2, 1, 1],,noPlanSynthesised,,123148
5,,[r2, r3, r4, r5, r6, r1],,[4619, 16, 1, 1, 1, 1],,noPlanSynthesised,,123192
5,,[r2, r3, r4, r5, r6, r1],,[4015, 8, 1, 2, 1, 1],,noPlanSynthesised,,123260
5,,[r2, r3, r4, r5, r6, r1],,[2874, 7, 1, 1, 1, 1],,noPlanSynthesised,,123306
5,,[r2, r3, r4, r5, r6, r1],,[104, 13, 1, 1, 1, 1],,noPlanSynthesised,,123348
5,,[r2, r3, r4, r5, r6, r1],,[2721, 18, 1, 1, 1, 1],,noPlanSynthesised,,123421
5,,[r2, r3, r4, r5, r6, r1],,[1812, 20, 1, 2, 1, 1],,noPlanSynthesised,,123484
5,,[r2, r3, r4, r5, r6, r1],,[4023, 22, 1, 1, 1, 1],,noPlanSynthesised,,123550
5,,[r2, r3, r4, r5, r6, r1],,[3675, 7, 1, 2, 1, 1],,noPlanSynthesised,,123609
5,,[r2, r3, r4, r5, r6, r1],,[4407, 14, 1, 2, 1, 1],,noPlanSynthesised,,126136
5,,[r2, r3, r4, r5, r6, r1],,[499, 20, 1, 2, 1, 1],,noPlanSynthesised,,127945
5,,[r2, r3, r4, r5, r6, r1],,[472, 17, 1, 2, 1, 1],,noPlanSynthesised,,128010
5,,[r2, r3, r4, r5, r6, r1],,[2777, 2, 1, 1, 1, 1],,noPlanSynthesised,,128181
5,,[r2, r3, r4, r5, r6, r1],,[4601, 21, 1, 2, 1, 1],,noPlanSynthesised,,128257
5,,[r2, r3, r4, r5, r6, r1],,[547, 21, 1, 2, 1, 1],,noPlanSynthesised,,129748
5,,[r2, r3, r4, r5, r6, r1],,[395, 7, 1, 1, 1, 1],,noPlanSynthesised,,129814
5,,[r2, r3, r4, r5, r6, r1],,[3855, 6, 1, 1, 1, 1],,noPlanSynthesised,,129933
5,,[r2, r3, r4, r5, r6, r1],,[177, 5, 1, 1, 1, 1],,noPlanSynthesised,,130076
5,,[r2, r3, r4, r5, r6, r1],,[2073, 14, 1, 1, 1, 1],,noPlanSynthesised,,130220
5,,[r2, r3, r4, r5, r6, r1],,[579, 8, 1, 1, 1, 1],,noPlanSynthesised,,130399
5,,[r2, r3, r4, r5, r6, r1],,[3340, 16, 1, 2, 1, 1],,noPlanSynthesised,,130480
5,,[r2, r3, r4, r5, r6, r1],,[614, 19, 1, 1, 1, 1],,noPlanSynthesised,,130541
5,,[r2, r3, r4, r5, r6, r1],,[3511, 14, 1, 2, 1, 1],,noPlanSynthesised,,130583
5,,[r2, r3, r4, r5, r6, r1],,[4531, 6, 1, 1, 1, 1],,noPlanSynthesised,,130642
5,,[r2, r3, r4, r5, r6, r1],,[4354, 11, 1, 1, 1, 1],,noPlanSynthesised,,130770
5,,[r2, r3, r4, r5, r6, r1],,[4517, 8, 1, 2, 1, 1],,noPlanSynthesised,,131728
5,,[r2, r3, r4, r5, r6, r1],,[3966, 11, 1, 2, 1, 1],,noPlanSynthesised,,132889
5,,[r2, r3, r4, r5, r6, r1],,[3226, 5, 1, 2, 1, 1],,noPlanSynthesised,,132943
5,,[r2, r3, r4, r5, r6, r1],,[3732, 7, 1, 1, 1, 1],,noPlanSynthesised,,133014
5,,[r2, r3, r4, r5, r6, r1],,[1511, 20, 1, 2, 1, 1],,noPlanSynthesised,,133087
5,,[r2, r3, r4, r5, r6, r1],,[2837, 22, 1, 1, 1, 1],,noPlanSynthesised,,133219
5,,[r2, r3, r4, r5, r6, r1],,[49, 19, 1, 2, 1, 1],,noPlanSynthesised,,135198
5,,[r2, r3, r4, r5, r6, r1],,[976, 4, 1, 1, 1, 1],,noPlanSynthesised,,135259
5,,[r2, r3, r4, r5, r6, r1],,[1705, 12, 1, 2, 1, 1],,noPlanSynthesised,,135315
5,,[r2, r3, r4, r5, r6, r1],,[76, 20, 1, 1, 1, 1],,noPlanSynthesised,,135362
5,,[r2, r3, r4, r5, r6, r1],,[4479, 12, 1, 2, 1, 1],,noPlanSynthesised,,135413
5,,[r2, r3, r4, r5, r6, r1],,[3357, 11, 1, 2, 1, 1],,noPlanSynthesised,,135454
5,,[r2, r3, r4, r5, r6, r1],,[3091, 14, 1, 1, 1, 1],,noPlanSynthesised,,135507
5,,[r2, r3, r4, r5, r6, r1],,[4729, 6, 1, 1, 1, 1],,noPlanSynthesised,,135568
5,,[r2, r3, r4, r5, r6, r1],,[4495, 6, 1, 2, 1, 1],,noPlanSynthesised,,135751
5,,[r2, r3, r4, r5, r6, r1],,[83, 14, 1, 1, 1, 1],,noPlanSynthesised,,135791
5,,[r2, r3, r4, r5, r6, r1],,[3705, 1, 1, 2, 1, 1],,noPlanSynthesised,,135984
5,,[r2, r3, r4, r5, r6, r1],,[3148, 10, 1, 2, 1, 1],,noPlanSynthesised,,136217
5,,[r2, r3, r4, r5, r6, r1],,[4955, 4, 1, 2, 1, 1],,noPlanSynthesised,,136298
5,,[r2, r3, r4, r5, r6, r1],,[2367, 19, 1, 1, 1, 1],,noPlanSynthesised,,136449
5,,[r2, r3, r4, r5, r6, r1],,[1656, 17, 1, 1, 1, 1],,noPlanSynthesised,,136496
5,,[r2, r3, r4, r5, r6, r1],,[1567, 11, 1, 2, 1, 1],,noPlanSynthesised,,136540
5,,[r2, r3, r4, r5, r6, r1],,[2821, 21, 1, 1, 1, 1],,noPlanSynthesised,,136636
5,,[r2, r3, r4, r5, r6, r1],,[1992, 5, 1, 2, 1, 1],,noPlanSynthesised,,136678
5,,[r2, r3, r4, r5, r6, r1],,[297, 15, 1, 1, 1, 1],,noPlanSynthesised,,136725
5,,[r2, r3, r4, r5, r6, r1],,[3081, 17, 1, 1, 1, 1],,noPlanSynthesised,,136794
5,,[r2, r3, r4, r5, r6, r1],,[4331, 11, 1, 2, 1, 1],,noPlanSynthesised,,136896
5,,[r2, r3, r4, r5, r6, r1],,[4738, 23, 1, 1, 1, 1],,noPlanSynthesised,,136936
5,,[r2, r3, r4, r5, r6, r1],,[4943, 12, 1, 1, 1, 1],,noPlanSynthesised,,137133
6,,[r3, r4, r5, r6, r1],,[20, 1, 1, 1, 31499],,noPlanSynthesised,,139302
6,,[r3, r4, r5, r6, r1],,[1, 1, 1, 1, 5195],,noPlanSynthesised,,139380
6,,[r3, r4, r5, r6, r1],,[16, 1, 1, 2, 34047],,noPlanSynthesised,,139421
6,,[r3, r4, r5, r6, r1],,[16, 1, 1, 2, 36736],,noPlanSynthesised,,139501
6,,[r3, r4, r5, r6, r1],,[1, 1, 1, 2, 22179],,noPlanSynthesised,,139562
6,,[r3, r4, r5, r6, r1],,[7, 1, 1, 1, 8219],,noPlanSynthesised,,139609
6,,[r3, r4, r5, r6, r1],,[14, 1, 1, 2, 14136],,noPlanSynthesised,,139651
6,,[r3, r4, r5, r6, r1],,[6, 1, 1, 1, 2589],,noPlanSynthesised,,139693
6,,[r3, r4, r5, r6, r1],,[1, 1, 1, 1, 23956],,noPlanSynthesised,,139762
6,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 19424],,noPlanSynthesised,,139794
6,,[r3, r4, r5, r6, r1],,[18, 1, 1, 2, 8311],,noPlanSynthesised,,139831
6,,[r3, r4, r5, r6, r1],,[8, 1, 1, 1, 30521],,noPlanSynthesised,,139922
6,,[r3, r4, r5, r6, r1],,[1, 1, 1, 1, 3211],,noPlanSynthesised,,140094
6,,[r3, r4, r5, r6, r1],,[10, 1, 1, 2, 34911],,noPlanSynthesised,,140127
6,,[r3, r4, r5, r6, r1],,[15, 1, 1, 1, 15914],,noPlanSynthesised,,140173
6,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 39551],,noPlanSynthesised,,140199
6,,[r3, r4, r5, r6, r1],,[15, 1, 1, 2, 5841],,noPlanSynthesised,,140232
6,,[r3, r4, r5, r6, r1],,[14, 1, 1, 1, 11127],,noPlanSynthesised,,140258
6,,[r3, r4, r5, r6, r1],,[5, 1, 1, 1, 16049],,noPlanSynthesised,,140332
6,,[r3, r4, r5, r6, r1],,[24, 1, 1, 1, 17763],,noPlanSynthesised,,140372
6,,[r3, r4, r5, r6, r1],,[19, 1, 1, 2, 8934],,noPlanSynthesised,,140393
6,,[r3, r4, r5, r6, r1],,[6, 1, 1, 1, 31422],,noPlanSynthesised,,140415
6,,[r3, r4, r5, r6, r1],,[11, 1, 1, 1, 21784],,noPlanSynthesised,,140461
6,,[r3, r4, r5, r6, r1],,[2, 1, 1, 1, 22530],,noPlanSynthesised,,140482
6,,[r3, r4, r5, r6, r1],,[15, 1, 1, 1, 26188],,noPlanSynthesised,,140510
6,,[r3, r4, r5, r6, r1],,[22, 1, 1, 1, 4281],,noPlanSynthesised,,140547
6,,[r3, r4, r5, r6, r1],,[17, 1, 1, 1, 22629],,noPlanSynthesised,,140591
6,,[r3, r4, r5, r6, r1],,[4, 1, 1, 1, 12854],,noPlanSynthesised,,140617
6,,[r3, r4, r5, r6, r1],,[5, 1, 1, 1, 6114],,noPlanSynthesised,,140651
6,,[r3, r4, r5, r6, r1],,[8, 1, 1, 1, 12339],,noPlanSynthesised,,140686
6,,[r3, r4, r5, r6, r1],,[17, 1, 1, 2, 22282],,noPlanSynthesised,,140718
6,,[r3, r4, r5, r6, r1],,[23, 1, 1, 2, 950],,noPlanSynthesised,,140739
