alloc,,robots,,perm,,reason,,time
1,,[r2, r3, r1],,[2579816, 348368606, 3578321],,noPlanSynthesised,,23590
2,,[r2, r3, r1],,[1078610846, 42, 77526521],,noPlanSynthesised,,1053371
2,,[r2, r3, r1],,[1523423310, 85, 15379701],,noPlanSynthesised,,1068536
2,,[r2, r3, r1],,[507417633, 14, 166825189],,noPlanSynthesised,,1084788
2,,[r2, r3, r1],,[271766970, 114, 243424385],,noPlanSynthesised,,1101148
2,,[r2, r3, r1],,[915912578, 61, 67294115],,noPlanSynthesised,,1118172
2,,[r2, r3, r1],,[1522313858, 13, 220234481],,noPlanSynthesised,,1136972
2,,[r2, r3, r1],,[1589483474, 22, 13031623],,noPlanSynthesised,,1154143
2,,[r2, r3, r1],,[897321157, 24, 449617539],,noPlanSynthesised,,1171903
2,,[r2, r3, r1],,[1217283881, 99, 2899834],,noPlanSynthesised,,1189665
2,,[r2, r3, r1],,[862114162, 76, 46848196],,noPlanSynthesised,,1206293
2,,[r2, r3, r1],,[421374299, 119, 8280543],,noPlanSynthesised,,1224280
2,,[r2, r3, r1],,[246372885, 104, 276582977],,noPlanSynthesised,,1241404
2,,[r2, r3, r1],,[772482345, 70, 13093736],,noPlanSynthesised,,1259516
2,,[r2, r3, r1],,[1153752680, 114, 183656904],,noPlanSynthesised,,1278633
2,,[r2, r3, r1],,[622325154, 29, 111703401],,noPlanSynthesised,,1294528
2,,[r2, r3, r1],,[216983004, 73, 345860192],,noPlanSynthesised,,1311384
2,,[r2, r3, r1],,[1793689542, 114, 158773288],,noPlanSynthesised,,1327699
2,,[r2, r3, r1],,[1362331452, 102, 96148839],,noPlanSynthesised,,1343677
2,,[r2, r3, r1],,[617198466, 38, 79217988],,noPlanSynthesised,,1360602
2,,[r2, r3, r1],,[1442245155, 86, 74542484],,noPlanSynthesised,,1376749
2,,[r2, r3, r1],,[475787555, 64, 201172987],,noPlanSynthesised,,1393154
2,,[r2, r3, r1],,[103231443, 32, 71452684],,noPlanSynthesised,,1410404
2,,[r2, r3, r1],,[1970413221, 39, 130711964],,noPlanSynthesised,,1428157
2,,[r2, r3, r1],,[1532797848, 30, 179143409],,noPlanSynthesised,,1443467
2,,[r2, r3, r1],,[746874226, 89, 231758593],,noPlanSynthesised,,1460902
2,,[r2, r3, r1],,[1223372148, 80, 302873464],,noPlanSynthesised,,1477022
2,,[r2, r3, r1],,[1900075595, 6, 100295817],,noPlanSynthesised,,1493809
2,,[r2, r3, r1],,[1387861549, 85, 296169795],,noPlanSynthesised,,1511791
2,,[r2, r3, r1],,[1816343919, 104, 384209375],,noPlanSynthesised,,1532457
2,,[r2, r3, r1],,[239462581, 31, 233460734],,noPlanSynthesised,,1555227
2,,[r2, r3, r1],,[755719856, 5, 24339681],,noPlanSynthesised,,1575331
2,,[r2, r3, r1],,[328682415, 100, 465968088],,noPlanSynthesised,,1598282
2,,[r2, r3, r1],,[347397053, 97, 445735784],,noPlanSynthesised,,1621490
3,,[r2, r3, r1],,[1517754605, 4996, 34535911],,noPlanSynthesised,,1640925
3,,[r2, r3, r1],,[200001779, 2000, 21292960],,noPlanSynthesised,,1660716
3,,[r2, r3, r1],,[1000385018, 74, 30093998],,noPlanSynthesised,,1680926
3,,[r2, r3, r1],,[1026266069, 4396, 27055937],,noPlanSynthesised,,1699917
3,,[r2, r3, r1],,[262703227, 2006, 35658293],,noPlanSynthesised,,1719331
3,,[r2, r3, r1],,[246047312, 866, 16069886],,noPlanSynthesised,,1738671
3,,[r2, r3, r1],,[1741111336, 1695, 12181711],,noPlanSynthesised,,1759672
3,,[r2, r3, r1],,[1874437413, 1015, 38577723],,noPlanSynthesised,,1780882
3,,[r2, r3, r1],,[742696383, 2937, 33618741],,noPlanSynthesised,,1801185
3,,[r2, r3, r1],,[1885598371, 1108, 15564395],,noPlanSynthesised,,1819965
3,,[r2, r3, r1],,[1621276946, 478, 37748181],,noPlanSynthesised,,1839052
3,,[r2, r3, r1],,[1326419926, 1078, 31721692],,noPlanSynthesised,,1857514
3,,[r2, r3, r1],,[199734337, 1580, 30653033],,noPlanSynthesised,,1875989
3,,[r2, r3, r1],,[1553768631, 3892, 9915999],,noPlanSynthesised,,1895599
3,,[r2, r3, r1],,[338485902, 1765, 29017458],,noPlanSynthesised,,1914818
3,,[r2, r3, r1],,[2000627289, 3424, 18628685],,noPlanSynthesised,,1933237
3,,[r2, r3, r1],,[1730016800, 1033, 23446613],,noPlanSynthesised,,1952586
3,,[r2, r3, r1],,[276291364, 4786, 25416923],,noPlanSynthesised,,1970953
3,,[r2, r3, r1],,[960969007, 2099, 32622335],,noPlanSynthesised,,1990692
3,,[r2, r3, r1],,[1611291842, 1617, 8161095],,noPlanSynthesised,,2008683
3,,[r2, r3, r1],,[1194029888, 756, 12443647],,noPlanSynthesised,,2027359
3,,[r2, r3, r1],,[231794196, 2376, 5185554],,noPlanSynthesised,,2046123
3,,[r2, r3, r1],,[1106638366, 1990, 6156350],,noPlanSynthesised,,2065136
3,,[r2, r3, r1],,[1603791123, 4986, 33138950],,noPlanSynthesised,,2084213
3,,[r2, r3, r1],,[327747701, 4636, 38199430],,noPlanSynthesised,,2101955
3,,[r2, r3, r1],,[163283238, 4796, 9453694],,noPlanSynthesised,,2119301
3,,[r2, r3, r1],,[180065550, 3305, 28414529],,noPlanSynthesised,,2137518
3,,[r2, r3, r1],,[307581483, 4281, 22635250],,noPlanSynthesised,,2155804
3,,[r2, r3, r1],,[1668492737, 1958, 35327207],,noPlanSynthesised,,2175496
3,,[r2, r3, r1],,[1883680139, 1799, 30926422],,noPlanSynthesised,,2193911
3,,[r2, r3, r1],,[32997761, 722, 32644696],,noPlanSynthesised,,2213354
3,,[r2, r3, r1],,[1207957776, 3091, 15023809],,noPlanSynthesised,,2232639
3,,[r2, r3, r1],,[4681072, 2863, 18491893],,noPlanSynthesised,,2252043
3,,[r2, r3, r1],,[512913697, 2300, 9405365],,noPlanSynthesised,,2271898
3,,[r2, r3, r1],,[1323031167, 265, 13067703],,noPlanSynthesised,,2290230
3,,[r2, r3, r1],,[60327983, 4247, 6770131],,noPlanSynthesised,,2309648
3,,[r2, r3, r1],,[9216953, 235, 33290569],,noPlanSynthesised,,2329243
3,,[r2, r3, r1],,[426676681, 2814, 24734897],,noPlanSynthesised,,2348366
3,,[r2, r3, r1],,[746514156, 718, 30279019],,noPlanSynthesised,,2368421
3,,[r2, r3, r1],,[933841288, 349, 30343047],,noPlanSynthesised,,2387109
3,,[r2, r3, r1],,[612061383, 4478, 30558827],,noPlanSynthesised,,2408103
3,,[r2, r3, r1],,[1134415946, 432, 529204],,noPlanSynthesised,,2427141
3,,[r2, r3, r1],,[320499395, 990, 20801179],,noPlanSynthesised,,2446736
3,,[r2, r3, r1],,[674652630, 2003, 6990450],,noPlanSynthesised,,2465600
3,,[r2, r3, r1],,[1281500892, 2760, 5426620],,noPlanSynthesised,,2484266
3,,[r2, r3, r1],,[227729114, 4398, 25594556],,noPlanSynthesised,,2502982
3,,[r2, r3, r1],,[1977483529, 4019, 34113935],,noPlanSynthesised,,2523292
3,,[r2, r3, r1],,[1225161873, 4454, 5226904],,noPlanSynthesised,,2543307
3,,[r2, r3, r1],,[550713467, 2869, 39709807],,noPlanSynthesised,,2563113
3,,[r2, r3, r1],,[236568733, 3332, 30784538],,noPlanSynthesised,,2582606
4,,[r2, r3, r1],,[139285801, 33692811, 3198119],,noPlanSynthesised,,2602617
4,,[r2, r3, r1],,[379622914, 28965808, 1167917],,noPlanSynthesised,,2623756
4,,[r2, r3, r1],,[423255765, 13076959, 2207102],,noPlanSynthesised,,2644973
4,,[r2, r3, r1],,[262155757, 11379002, 1902117],,noPlanSynthesised,,2664926
4,,[r2, r3, r1],,[316977600, 39195338, 3043235],,noPlanSynthesised,,2685498
4,,[r2, r3, r1],,[174905480, 32823229, 2757981],,noPlanSynthesised,,2706287
4,,[r2, r3, r1],,[160839321, 10955416, 3296802],,noPlanSynthesised,,2726866
4,,[r2, r3, r1],,[334225089, 33299206, 1453751],,noPlanSynthesised,,2747097
4,,[r2, r3, r1],,[351450490, 5169694, 1072626],,noPlanSynthesised,,2767826
4,,[r2, r3, r1],,[124453045, 12603836, 1215188],,noPlanSynthesised,,2789224
4,,[r2, r3, r1],,[463865702, 12002058, 3546878],,noPlanSynthesised,,2809994
4,,[r2, r3, r1],,[10351425, 6014833, 702895],,noPlanSynthesised,,2830102
4,,[r2, r3, r1],,[160502088, 23582768, 567624],,noPlanSynthesised,,2849908
4,,[r2, r3, r1],,[99612803, 24028638, 1368712],,noPlanSynthesised,,2870518
4,,[r2, r3, r1],,[65312723, 29233041, 2849194],,noPlanSynthesised,,2891830
4,,[r2, r3, r1],,[224183448, 22876982, 1986678],,noPlanSynthesised,,2911990
4,,[r2, r3, r1],,[227654488, 7755050, 3014856],,noPlanSynthesised,,2932769
4,,[r2, r3, r1],,[102736307, 19822337, 3028192],,noPlanSynthesised,,2953131
4,,[r2, r3, r1],,[47656111, 26242227, 1788827],,noPlanSynthesised,,2972680
4,,[r2, r3, r1],,[355305995, 11990480, 3202143],,noPlanSynthesised,,2993406
4,,[r2, r3, r1],,[387684385, 1991822, 1500169],,noPlanSynthesised,,3013557
4,,[r2, r3, r1],,[141255007, 13215969, 3521542],,noPlanSynthesised,,3033291
4,,[r2, r3, r1],,[49167636, 2993756, 2917170],,noPlanSynthesised,,3053874
4,,[r2, r3, r1],,[306437316, 27565378, 70755],,noPlanSynthesised,,3075094
4,,[r2, r3, r1],,[226662821, 17439648, 2583655],,noPlanSynthesised,,3095318
4,,[r2, r3, r1],,[20134320, 21349564, 1602843],,noPlanSynthesised,,3116461
4,,[r2, r3, r1],,[416594633, 33526964, 2755794],,noPlanSynthesised,,3137349
4,,[r2, r3, r1],,[297914157, 17524027, 37893],,noPlanSynthesised,,3158139
4,,[r2, r3, r1],,[476183234, 36529986, 3518856],,noPlanSynthesised,,3178005
4,,[r2, r3, r1],,[381144038, 24027813, 120789],,noPlanSynthesised,,3198649
4,,[r2, r3, r1],,[203242761, 1926254, 2902967],,noPlanSynthesised,,3219316
4,,[r2, r3, r1],,[129190312, 27847510, 2169431],,noPlanSynthesised,,3240094
4,,[r2, r3, r1],,[176371291, 36876957, 568857],,noPlanSynthesised,,3260574
4,,[r2, r3, r1],,[363766885, 10263605, 931124],,noPlanSynthesised,,3280343
4,,[r2, r3, r1],,[138991102, 2867056, 1410421],,noPlanSynthesised,,3299071
4,,[r2, r3, r1],,[93854882, 38399942, 2029328],,noPlanSynthesised,,3318901
4,,[r2, r3, r1],,[84151860, 31607178, 2028411],,noPlanSynthesised,,3339134
4,,[r2, r3, r1],,[465254885, 5742838, 631643],,noPlanSynthesised,,3359513
4,,[r2, r3, r1],,[434803390, 30233216, 2070351],,noPlanSynthesised,,3380110
4,,[r2, r3, r1],,[332503365, 15423292, 2541042],,noPlanSynthesised,,3398420
4,,[r2, r3, r1],,[394623139, 19609560, 2922559],,noPlanSynthesised,,3418923
4,,[r2, r3, r1],,[468024047, 27357190, 3035708],,noPlanSynthesised,,3439633
4,,[r2, r3, r1],,[145495393, 1364637, 841794],,noPlanSynthesised,,3461069
4,,[r2, r3, r1],,[160799495, 17511259, 1807359],,noPlanSynthesised,,3481393
4,,[r2, r3, r1],,[278164982, 18318270, 2945275],,noPlanSynthesised,,3501794
4,,[r2, r3, r1],,[315584249, 27808731, 3260652],,noPlanSynthesised,,3522137
4,,[r2, r3, r1],,[79979316, 34017791, 3262498],,noPlanSynthesised,,3541786
4,,[r2, r3, r1],,[360526808, 21682767, 102750],,noPlanSynthesised,,3563141
4,,[r2, r3, r1],,[390756601, 39287525, 3107392],,noPlanSynthesised,,3583132
4,,[r2, r3, r1],,[329689383, 31585837, 963979],,noPlanSynthesised,,3604171
5,,[r2, r3, r1],,[10949651, 2372, 436190186],,noPlanSynthesised,,3620084
5,,[r2, r3, r1],,[25481966, 773, 787718872],,noPlanSynthesised,,3636113
5,,[r2, r3, r1],,[31352477, 536, 1617858479],,noPlanSynthesised,,3651266
5,,[r2, r3, r1],,[33067175, 5034, 224608984],,noPlanSynthesised,,3664960
5,,[r2, r3, r1],,[5616605, 1406, 668805401],,noPlanSynthesised,,3681318
5,,[r2, r3, r1],,[2234166, 3437, 631697905],,noPlanSynthesised,,3696617
5,,[r2, r3, r1],,[13017788, 4801, 100621875],,noPlanSynthesised,,3711640
5,,[r2, r3, r1],,[13650608, 3451, 183424778],,noPlanSynthesised,,3726954
5,,[r2, r3, r1],,[39481749, 4432, 1272247905],,noPlanSynthesised,,3740064
5,,[r2, r3, r1],,[11334084, 2588, 1293463551],,noPlanSynthesised,,3755329
5,,[r2, r3, r1],,[19908073, 2418, 1310093855],,noPlanSynthesised,,3769257
5,,[r2, r3, r1],,[36746589, 3304, 1607780191],,noPlanSynthesised,,3784683
5,,[r2, r3, r1],,[4087645, 210, 689821072],,noPlanSynthesised,,3800176
5,,[r2, r3, r1],,[20486150, 119, 1666677992],,noPlanSynthesised,,3815475
5,,[r2, r3, r1],,[35721123, 2341, 1670372535],,noPlanSynthesised,,3831073
5,,[r2, r3, r1],,[36648003, 431, 163675081],,noPlanSynthesised,,3847383
5,,[r2, r3, r1],,[13326925, 251, 57172134],,noPlanSynthesised,,3862997
5,,[r2, r3, r1],,[34487113, 1495, 1266942964],,noPlanSynthesised,,3879201
5,,[r2, r3, r1],,[9454174, 2254, 352531963],,noPlanSynthesised,,3896101
5,,[r2, r3, r1],,[358447, 913, 1709589071],,noPlanSynthesised,,3911144
5,,[r2, r3, r1],,[15519081, 4946, 1329358140],,noPlanSynthesised,,3926972
5,,[r2, r3, r1],,[35490600, 2849, 1120270493],,noPlanSynthesised,,3942795
5,,[r2, r3, r1],,[13766737, 1603, 1043504695],,noPlanSynthesised,,3957745
5,,[r2, r3, r1],,[21048313, 1482, 1403684561],,noPlanSynthesised,,3973084
5,,[r2, r3, r1],,[32797808, 30, 51697077],,noPlanSynthesised,,3988818
5,,[r2, r3, r1],,[36318780, 2486, 1705817917],,noPlanSynthesised,,4003102
5,,[r2, r3, r1],,[18994722, 4064, 684785788],,noPlanSynthesised,,4017055
5,,[r2, r3, r1],,[39826752, 3031, 1175287848],,noPlanSynthesised,,4030194
5,,[r2, r3, r1],,[37871903, 4334, 1921730625],,noPlanSynthesised,,4045820
5,,[r2, r3, r1],,[34701319, 4841, 26169211],,noPlanSynthesised,,4061370
5,,[r2, r3, r1],,[2847461, 3140, 476347151],,noPlanSynthesised,,4078993
5,,[r2, r3, r1],,[23075093, 2163, 575453536],,noPlanSynthesised,,4094371
5,,[r2, r3, r1],,[3388382, 3212, 442993538],,noPlanSynthesised,,4109339
5,,[r2, r3, r1],,[30443175, 1997, 810405083],,noPlanSynthesised,,4123820
5,,[r2, r3, r1],,[21212405, 699, 869184274],,noPlanSynthesised,,4138384
5,,[r2, r3, r1],,[1099043, 3511, 1414082932],,noPlanSynthesised,,4154077
5,,[r2, r3, r1],,[8035021, 4591, 1083391524],,noPlanSynthesised,,4169192
5,,[r2, r3, r1],,[11812209, 2948, 1107948887],,noPlanSynthesised,,4183556
5,,[r2, r3, r1],,[29166674, 2285, 1721249350],,noPlanSynthesised,,4198657
5,,[r2, r3, r1],,[18087723, 1922, 6030913],,noPlanSynthesised,,4213943
5,,[r2, r3, r1],,[14951818, 735, 828677525],,noPlanSynthesised,,4228449
5,,[r2, r3, r1],,[37059286, 785, 614096355],,noPlanSynthesised,,4244477
5,,[r2, r3, r1],,[32834986, 3989, 461980299],,noPlanSynthesised,,4259966
5,,[r2, r3, r1],,[38666654, 3621, 497353453],,noPlanSynthesised,,4274415
5,,[r2, r3, r1],,[11336421, 1254, 116134620],,noPlanSynthesised,,4289924
